id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
751,Kentaro Kikuchi,LW,1,REG,62,66,65675,18,25,43,-24,37,7,7,14,9211,0,0,0,185,NA,NA,NA,1,0,1,74,29,20,54,131,59,63,54,98.4,2.6,4,27.2,35.9,808,1018,44.2,1.9,612,761,44.6,1.9,Forward,Wing
754,Sam Azjha,RW,1,DET,62,66,60701,4,8,12,-34,25,2,2,4,3505,0,0,0,2229,NA,NA,NA,1,0,1,64,25,8,43,64,52,55,48,101.2,1.8,3.9,20.5,50.4,558,1380,28.8,-2.8,420,1044,28.7,-2.4,Forward,Wing
758,Tim Riggins,RW,1,KEL,62,66,60572,17,17,34,32,8,0,0,0,0,0,0,0,5111,NA,NA,NA,0,0,0,78,24,17,111,103,55,56,53,105.7,3.7,1.7,32.3,29.1,906,829,52.2,-1,681,633,51.8,-1.4,Forward,Wing
759,Gonzo Gobbledygook,LW,1,COL,62,66,74098,32,42,74,23,30,12,6,18,11083,0,0,0,121,NA,NA,NA,0,0,0,65,53,19,37,268,69,77,57,99.7,3.9,2.6,44.7,28.3,1394,888,61.1,5.9,1070,660,61.8,7.3,Forward,Wing
760,Rand al'Thor,LD,1,NL,62,66,81549,9,25,34,20,37,2,7,9,10165,0,2,2,1322,NA,NA,NA,1,0,1,85,35,15,7,219,62,60,64,100,3.2,2.1,39.8,26.2,1426,939,60.3,-5.4,1071,712,60.1,-5.7,Defense,Defense
761,Lesgo Brandon,RW,1,ANA,62,66,63461,10,13,23,-16,20,0,1,1,2798,0,0,0,108,NA,NA,NA,0,0,0,35,33,20,43,110,57,58,54,98.2,2.1,3,26,29.7,827,997,45.3,6.6,609,723,45.7,6.7,Forward,Wing
763,Devin Williams-II,RD,1,NL,62,66,73837,10,9,19,34,12,0,0,0,155,0,1,1,4329,NA,NA,NA,0,0,0,82,26,12,47,92,56,53,57,100.2,3.6,1.9,40.6,21.4,1531,813,65.3,2.1,1121,591,65.5,2.4,Defense,Defense
765,C.J. Broussard,LW,1,NBB,62,66,44986,8,8,16,0,14,0,0,0,111,0,0,0,327,NA,NA,NA,0,0,0,21,23,5,34,92,52,56,48,101.3,2.9,2.8,30.1,33.7,663,795,45.5,-8.7,492,584,45.7,-8,Forward,Wing
766,Clem Fandango,RD,1,DET,62,66,96914,6,14,20,-62,24,0,2,2,8132,0,0,0,2175,NA,NA,NA,0,0,0,104,43,45,98,122,63,54,69,98.7,1.6,4.2,20.7,45.8,939,2074,31.2,0.5,677,1545,30.5,0,Defense,Defense
768,Tuuka Pack,RW,1,ANA,62,66,65564,9,13,22,-21,27,1,5,6,9593,0,0,0,6137,NA,NA,NA,3,0,3,64,31,12,62,91,60,58,61,100.8,2.3,3.7,22.9,39.7,564,1044,35.1,-7.3,432,761,36.2,-6.2,Forward,Wing
769,LaCarpetron Dukemarriot II,RD,1,ANC,62,66,74866,8,14,22,-1,83,0,1,1,4554,0,0,0,5679,NA,NA,NA,11,3,8,84,41,11,52,112,63,53,67,98,2.6,2.7,33.9,27.4,1099,942,53.8,-1.3,833,684,54.9,-0.1,Defense,Defense
770,Kayden Pale,LD,1,COL,62,67,85070,8,17,25,24,21,0,4,4,9363,1,0,1,5520,NA,NA,NA,1,1,0,101,43,36,76,151,61,56,65,101.5,3.7,2.5,37.6,29.2,1362,1053,56.4,3.3,1015,776,56.7,3.5,Defense,Defense
773,Spicy MacHaggis,RD,1,STL,62,66,80098,4,13,17,-33,26,1,1,2,3645,1,0,1,5895,NA,NA,NA,0,0,0,62,36,27,170,85,58,52,63,102,2.2,4,19.6,42,740,1506,32.9,0.7,555,1104,33.5,0.5,Defense,Defense
774,Lucas Arnold,RW,1,QCC,62,66,58989,7,18,25,-11,36,0,0,0,3246,0,0,0,87,NA,NA,NA,0,0,0,10,23,10,31,71,54,58,49,100,2.7,3.3,29.4,35.7,834,1062,44,-9.1,596,786,43.1,-10.8,Forward,Wing
776,Maverick Seabrook,RW,1,MET,62,66,70741,23,30,53,17,6,11,9,20,10223,0,0,0,0,NA,NA,NA,0,0,0,18,32,9,34,176,62,67,55,103.5,3.6,2.5,31,31.1,991,949,51.1,1.2,732,720,50.4,0.6,Forward,Wing
777,Bodhi Utah,C,1,QCC,62,66,62912,15,16,31,-12,4,1,3,4,3228,0,0,0,4249,NA,NA,NA,0,0,0,87,34,9,70,128,60,61,56,99.9,2.7,3.4,29.1,36.3,830,1075,43.6,-9.7,590,794,42.6,-11.5,Forward,Center
778,Konstantin Strelka,RW,1,STL,62,66,56286,8,13,21,-22,24,0,0,0,137,0,0,0,3246,NA,NA,NA,0,0,0,13,33,9,47,61,53,54,52,99,1.8,3.4,23.5,39.7,652,1165,35.9,4.6,485,826,37,5.3,Forward,Wing
784,Pinger Dinger,RW,1,ANC,62,66,28930,2,1,3,-7,12,0,0,0,80,0,0,0,249,NA,NA,NA,0,0,0,18,5,1,5,13,50,50,49,100.7,1.8,2.6,23.7,38.9,353,554,38.9,-18.3,271,407,40,-17.4,Forward,Wing
787,Alex Kidd,LW,1,QCC,62,66,61990,8,26,34,-11,24,0,0,0,45,0,1,1,5694,NA,NA,NA,0,0,0,96,32,18,70,115,59,62,53,99.5,2.8,3.5,30.3,36.5,874,1063,45.1,-7.6,639,789,44.7,-8.7,Forward,Wing
788,Jack Cuff,LW,1,ANA,62,66,42277,5,6,11,-23,12,0,0,0,147,0,0,0,3378,NA,NA,NA,0,0,0,33,22,8,92,57,54,54,52,99.6,1.8,3.9,18.8,39.8,399,801,33.3,-9,296,592,33.3,-9.2,Forward,Wing
792,Deshawn Booker,RW,1,DET,62,66,34431,2,6,8,-30,15,0,0,0,78,0,0,0,624,NA,NA,NA,1,0,1,20,20,15,37,33,52,52,50,97.8,1.6,4.8,20.9,48.9,346,829,29.4,-1.7,265,628,29.7,-0.9,Forward,Wing
794,Tomas Kalnoky,RD,1,KEL,62,66,71500,5,16,21,8,13,0,0,0,11,0,1,1,4922,NA,NA,NA,1,0,1,54,31,19,65,103,57,54,58,102.1,2.6,2.2,27.8,30.6,1004,1059,48.7,-6.2,712,792,47.3,-7.9,Defense,Defense
796,Maxime Allard,LD,1,REG,62,66,83877,8,12,20,-27,30,0,0,0,99,0,0,0,10682,NA,NA,NA,0,0,0,92,29,28,78,101,59,48,69,98.4,2.3,3.6,26.4,35.4,1025,1349,43.2,0.5,758,994,43.3,0.1,Defense,Defense
797,Lenny Hawk,LD,1,CAR,62,66,73487,9,28,37,9,4,0,1,1,2474,0,1,1,3300,NA,NA,NA,0,0,0,79,67,26,66,126,63,60,63,101.1,3.3,2.9,33,31.7,1214,1101,52.4,-3.5,880,840,51.2,-4.5,Defense,Defense
800,Hail Bingus,RW,1,REG,62,66,56751,17,15,32,-26,10,1,2,3,2828,0,0,0,310,NA,NA,NA,0,0,0,22,17,23,25,100,58,61,53,97.6,2.2,3.9,25.6,35.3,729,975,42.8,-0.1,534,703,43.2,0,Forward,Wing
804,Sean Stevenson III,C,1,KEL,62,66,76400,17,28,45,-5,16,4,11,15,9349,0,0,0,1364,NA,NA,NA,0,0,0,149,36,19,46,155,67,68,60,97.7,2.4,2.5,33.4,27,1164,908,56.2,4.6,852,683,55.5,3.8,Forward,Center
805,Kaito Bouchard,RD,1,ANA,62,66,71170,4,9,13,-20,14,0,0,0,194,0,0,0,4265,NA,NA,NA,0,0,0,58,22,25,66,67,57,51,63,98.9,2.3,3.5,25.5,33.7,887,1217,42.2,2.3,661,869,43.2,3.4,Defense,Defense
806,Aethelwulf Andersen,LD,1,NBB,62,54,52943,2,12,14,0,4,0,0,0,0,0,0,0,3089,NA,NA,NA,0,0,0,82,34,5,54,56,54,47,61,100.7,3,3,30.1,33.4,802,875,47.8,-4.2,586,646,47.6,-4,Defense,Defense
807,Valdis Vejonis,LD,1,ANC,62,66,96070,24,31,55,23,22,10,7,17,12284,1,0,1,6001,NA,NA,NA,2,0,2,129,30,38,66,239,75,62,85,100.2,3.1,1.9,36.7,24,1509,962,61.1,10,1095,711,60.6,8.9,Defense,Defense
808,Joni Hakala,LD,1,ANC,62,59,58726,5,14,19,15,33,0,0,0,93,0,0,0,1579,NA,NA,NA,0,0,0,81,30,10,41,56,53,47,57,102.9,3.5,2.6,30.5,30.7,910,974,48.3,-9.8,684,721,48.7,-9.4,Defense,Defense
809,Carson Bishop,C,1,DET,62,66,33018,5,5,10,-28,6,0,1,1,187,0,0,0,471,NA,NA,NA,0,0,0,15,11,12,24,53,54,53,52,98.7,1.8,4.9,20,47.8,334,783,29.9,-1.1,245,600,29,-1.7,Forward,Center
810,Janis Lux,LW,1,GFG,62,66,74923,14,35,49,16,12,2,12,14,10401,0,0,0,2521,NA,NA,NA,0,0,0,75,34,26,38,210,66,72,61,100.2,3.1,2.1,37,26,1216,818,59.8,7.9,930,601,60.7,8.8,Forward,Wing
813,GREY Rosey,RD,1,COL,62,66,64196,5,15,20,-3,12,0,0,0,210,0,0,0,2675,NA,NA,NA,0,0,0,107,33,10,43,120,53,56,49,97.7,3.2,3.5,37.8,31.8,1190,972,55,-2.7,880,734,54.5,-3.2,Defense,Defense
815,Marcel Beck,RD,1,STL,62,66,85357,11,23,34,-26,71,6,8,14,10789,1,0,1,6836,NA,NA,NA,1,0,1,131,30,32,125,122,64,56,71,101,2,3.3,21.6,40.4,744,1416,34.4,2.9,552,1056,34.3,1.8,Defense,Defense
818,Samuel Savage,LW,1,NL,62,66,44664,8,18,26,34,12,0,0,0,82,1,0,1,2866,NA,NA,NA,0,0,0,54,23,10,35,103,56,57,53,102.2,4.4,1.6,39.5,17.3,851,425,66.7,3.4,641,305,67.8,4.7,Forward,Wing
822,Bubba Tree,RW,1,DET,62,66,64627,11,12,23,-31,14,1,1,2,2985,0,0,0,0,NA,NA,NA,0,0,0,42,22,12,37,95,53,56,50,100.7,1.9,3.5,22.3,45.6,711,1444,33,3,522,1065,32.9,3.4,Forward,Wing
824,Josh Jennings,LD,1,ANC,62,66,76274,14,18,32,5,38,2,0,2,4592,1,0,1,4469,NA,NA,NA,0,0,0,92,50,38,43,177,61,54,66,99.1,2.8,2.6,33.6,27.4,1130,974,53.7,-1.5,852,713,54.4,-0.8,Defense,Defense
831,Gordie Goodenough,C,1,REG,62,66,70722,6,17,23,-25,32,0,3,3,2996,0,0,0,9789,NA,NA,NA,0,0,0,57,29,37,105,77,59,55,60,98,2.5,4,27.1,36.3,824,1040,44.2,1.9,628,791,44.3,1.5,Forward,Center
834,Rodrigo Rivic,C,1,DET,62,66,56121,6,6,12,-43,17,0,0,0,28,0,0,0,7,NA,NA,NA,0,0,0,39,13,13,107,66,57,56,55,98.2,1.5,4.3,20.7,46.4,610,1325,31.5,0.9,458,988,31.7,1.6,Forward,Center
837,Erik Andrews,C,1,NL,62,66,48755,11,24,35,29,18,0,0,0,170,1,1,2,5911,NA,NA,NA,0,0,0,78,11,34,60,119,67,59,69,101.1,3.7,1.4,39.6,17.4,858,433,66.5,3.1,645,311,67.5,4.4,Forward,Center
838,Gino Lombardo,RD,1,CAR,62,66,87054,10,24,34,7,48,0,1,1,2271,0,0,0,5355,NA,NA,NA,6,2,4,119,47,31,70,171,64,65,61,99.7,2.5,2.2,33.7,27.7,1483,1161,56.1,2,1053,856,55.2,1.5,Defense,Defense
840,Dara McQuick,RD,1,VAN,62,66,83252,8,24,32,23,28,0,0,0,215,0,2,2,6453,NA,NA,NA,0,0,0,129,22,39,68,89,55,48,60,97.7,4.2,3.3,37.4,24.4,1480,1013,59.4,-2.5,1093,747,59.4,-2.2,Defense,Defense
841,Brent Ashe ll,RD,1,GFG,62,66,71981,8,25,33,-2,20,2,3,5,3515,0,1,1,3081,NA,NA,NA,0,0,0,64,28,6,34,113,54,54,52,99.1,3.3,3.4,34.4,32.1,1170,1067,52.3,-2.7,868,794,52.2,-3.4,Defense,Defense
843,Patrick Toes,LD,1,KEL,62,66,70555,4,29,33,10,22,0,2,2,191,0,1,1,2809,NA,NA,NA,2,0,2,75,78,12,53,100,59,50,66,102.2,2.6,2.2,27.9,30.6,1006,1072,48.4,-6.6,717,797,47.4,-7.9,Defense,Defense
844,Tekkeitsertok Towtoongie,RD,1,NBB,62,66,73913,6,11,17,-2,20,0,0,0,2821,1,0,1,1534,NA,NA,NA,0,0,0,76,25,16,25,83,56,55,55,98.9,2.9,3.1,33,30.9,1151,1138,50.3,-3.1,861,840,50.6,-2.2,Defense,Defense
845,Tim Rocker,RW,1,COL,62,66,32329,7,9,16,-14,10,0,0,0,200,0,0,0,209,NA,NA,NA,0,0,0,7,23,3,14,43,51,52,50,100.5,2.4,3.9,23,40.4,396,638,38.3,-21.6,293,480,37.9,-21.9,Forward,Wing
846,Twelve Forty-Seven Fifteen,RW,1,CAR,62,66,54707,16,19,35,10,14,0,0,0,29,0,0,0,39,NA,NA,NA,0,0,0,44,24,23,43,128,58,61,53,100.2,3,2.4,36.6,29.2,1055,871,54.8,-0.1,740,633,53.9,-0.4,Forward,Wing
847,Chris Chelios JR,RD,1,REG,62,66,71387,4,15,19,-34,87,0,0,0,286,0,0,0,5115,NA,NA,NA,9,0,9,61,20,27,183,95,56,52,59,96.7,2.3,4.1,28,36,953,1194,44.4,2.3,698,876,44.3,1.7,Defense,Defense
848,Ezra Wong,C,1,GFG,62,66,64193,14,27,41,18,14,1,4,5,4242,0,0,0,62,NA,NA,NA,0,0,0,40,21,24,12,137,61,65,54,100.5,3.7,2.6,37.4,27.2,1176,822,58.9,6.5,870,600,59.2,6.5,Forward,Center
849,Aldo Huber,C,1,KEL,62,66,71571,7,19,26,12,16,0,3,3,2900,0,1,1,2200,NA,NA,NA,0,0,0,104,12,21,85,83,60,60,56,100.4,3.3,2.7,32.7,27.8,1132,972,53.8,1.2,847,724,53.9,1.5,Forward,Center
850,Aidan Quinn,RW,1,REG,62,66,35232,3,8,11,-21,8,0,0,0,0,0,0,0,644,NA,NA,NA,0,0,0,26,15,10,35,47,52,52,49,97.5,1.8,4,22.4,37.9,388,657,37.1,-6.8,288,480,37.5,-6.7,Forward,Wing
855,Top Cheddar,RW,1,STL,62,66,74461,17,17,34,-28,29,0,2,2,3275,0,0,0,12330,NA,NA,NA,1,0,1,44,28,31,148,100,61,59,61,102.4,2.3,4,20.9,46.2,653,1322,33.1,0.8,483,1015,32.2,-1.2,Forward,Wing
857,Smailliw Edac,RW,1,MET,62,66,54147,9,17,26,-6,20,0,0,0,28,0,0,0,1058,NA,NA,NA,0,0,0,31,27,16,27,100,57,60,53,98.8,2.9,3.3,31.5,31.8,902,898,50.1,-0.1,653,671,49.3,-0.9,Forward,Wing
860,Viktor Zukal,RW,1,CAR,62,66,80029,18,29,47,12,16,2,0,2,2826,0,0,0,4850,NA,NA,NA,0,0,0,160,33,24,32,125,63,67,55,99.7,3.7,3,35.4,27.9,1351,1038,56.6,2.6,1005,786,56.1,2.9,Forward,Wing
864,Ulyana Mironova,RD,1,STL,62,66,69194,2,9,11,-40,43,0,0,0,371,0,0,0,4801,NA,NA,NA,7,1,6,29,28,12,9,45,53,50,53,99.7,1.6,3.9,20.5,47.2,675,1584,29.9,-4,519,1164,30.8,-3.4,Defense,Defense
867,Rolf Korhonen,LD,1,STL,62,66,72868,4,7,11,-42,16,0,0,0,506,0,0,0,7355,NA,NA,NA,0,0,0,41,24,34,113,53,58,47,68,99.2,1.6,3.9,21.2,46.7,705,1612,30.4,-3.2,545,1181,31.6,-2.3,Defense,Defense
868,Elvis Alexander,RW,1,VAN,62,66,67285,12,30,42,23,12,1,2,3,2203,0,3,3,6341,NA,NA,NA,0,0,0,114,35,19,59,138,63,64,59,97,3.9,2.5,42.1,20.1,1284,635,66.9,8.1,946,467,66.9,8.4,Forward,Wing
874,Bobby Taylor ,LW,1,VAN,62,66,37531,3,6,9,-6,22,0,0,0,54,0,0,0,158,NA,NA,NA,0,0,0,31,22,8,11,36,49,50,48,97.5,2.3,2.9,29.2,27.7,565,562,50.1,-12.9,399,431,48.1,-15.1,Forward,Wing
875,Michel Leitz,LW,1,VAN,62,63,51011,11,18,29,-4,10,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,37,20,21,37,80,55,59,50,95.9,3.1,3.4,35.4,26.4,920,721,56.1,-6.8,688,532,56.4,-6.4,Forward,Wing
878,Dexter Bouchard,RW,1,ANA,62,66,53169,9,8,17,-12,8,0,0,0,2674,1,0,1,3206,NA,NA,NA,0,0,0,60,26,24,108,55,57,54,57,103.7,2.4,3.2,20,39.4,499,998,33.3,-9.4,373,721,34.1,-8.8,Forward,Wing
882,I.P. Nightly,RD,1,ANA,62,66,75169,1,10,11,-26,18,0,0,0,54,0,0,0,2324,NA,NA,NA,0,0,0,104,13,9,6,39,49,50,47,98.9,1.8,3.2,22.4,34.2,870,1332,39.5,-1.6,654,987,39.9,-1.5,Defense,Defense
883,Maxwell King,LW,1,NL,62,66,68378,22,37,59,22,24,3,1,4,3585,0,2,2,5663,NA,NA,NA,0,0,0,62,50,24,79,238,68,76,57,98.6,3.2,2,42.7,22.4,1331,679,66.2,3.2,983,499,66.3,3.4,Forward,Wing
884,Jacques Lilcoque,LW,1,GFG,62,66,55386,7,20,27,7,2,1,2,3,3183,0,0,0,2792,NA,NA,NA,0,0,0,74,39,15,25,115,59,60,56,102.1,3.4,2.8,33.6,35,858,888,49.1,-6.7,632,655,49.1,-7.2,Forward,Wing
888,Anton Harrier,C,1,NBB,62,66,70388,15,31,46,13,14,2,8,10,6142,0,0,0,5936,NA,NA,NA,0,0,0,43,33,33,26,154,65,66,61,100.3,2.7,1.9,36.2,26.4,1100,785,58.4,8.1,826,590,58.3,8.5,Forward,Center
889,Jesper Aittokallio,C,1,MET,62,66,64038,11,31,42,18,2,0,4,4,3050,0,0,0,965,NA,NA,NA,0,0,0,3,17,25,41,118,62,64,58,103.4,3.7,2.6,30.6,30.2,1038,935,52.6,3.4,735,696,51.4,2,Forward,Center
893,Leon Doucet,C,1,ANC,62,66,30147,0,6,6,-8,10,0,0,0,68,0,0,0,712,NA,NA,NA,0,0,0,51,17,7,12,40,53,52,51,99.7,1.6,2.6,24.1,37.5,366,552,39.9,-17.2,282,402,41.2,-15.9,Forward,Center
894,Max Pane,LW,1,NBB,62,66,46014,13,17,30,-4,12,0,0,0,0,0,0,0,51,NA,NA,NA,0,0,0,46,28,1,7,111,57,60,53,99.1,2.7,3,31.7,32.1,720,798,47.4,-6.3,538,588,47.8,-5.5,Forward,Wing
895,Harald Malmquist,LW,1,CAR,62,66,19588,5,2,7,-4,14,0,0,0,202,0,0,0,1173,NA,NA,NA,0,0,0,21,13,7,14,45,52,53,51,99.4,3.2,4,30.2,35.8,290,336,46.3,-9.3,213,243,46.7,-8.2,Forward,Wing
921,Ryan Gardner,LD,1,QCC,62,66,77651,5,30,35,28,88,0,0,0,142,1,1,2,4315,NA,NA,NA,14,5,9,117,35,34,93,104,64,50,76,102.5,3.4,2.2,33.5,28.5,1281,1132,53.1,3.6,946,818,53.6,3.7,Defense,Defense
928,Igor Isyanov,LW,1,STL,62,66,31473,2,7,9,-9,8,0,0,0,164,0,0,0,575,NA,NA,NA,0,0,0,12,22,8,16,40,49,50,48,105.3,2.5,3.5,19.3,47.6,262,726,26.5,-7,212,534,28.4,-5.5,Forward,Wing
938,Greyson Cooper,LW,1,QCC,62,66,79823,21,34,55,11,14,8,12,20,11180,0,0,0,121,NA,NA,NA,0,0,0,74,48,29,66,270,67,75,56,99.4,3.5,2.6,40.1,28.6,1373,1031,57.1,9.7,1048,749,58.3,10.9,Forward,Wing
942,Lucas Raymond,C,1,CAR,62,66,77306,36,29,65,26,8,3,3,6,2743,0,0,0,2602,NA,NA,NA,0,0,0,130,40,19,63,176,62,68,54,102.2,4.2,2.8,34.5,28.3,1332,1018,56.7,2.7,981,782,55.6,2.2,Forward,Center
944,Mikko Rashford,LD,1,NL,62,66,82771,11,30,41,33,26,2,5,7,10239,0,0,0,2525,NA,NA,NA,0,0,0,62,26,29,10,267,71,68,72,100.4,3.5,1.7,40.4,20.9,1536,817,65.3,2.1,1128,591,65.6,2.6,Defense,Defense
946,Aksel Fiske,C,1,QCC,62,66,76553,17,25,42,11,8,3,8,11,10926,0,0,0,1742,NA,NA,NA,0,0,0,32,37,21,44,178,66,65,65,102.6,3.1,2.3,31.2,31.3,1065,1028,50.9,0.3,788,752,51.2,0,Forward,Center
947,Alexander Mackenzie,C,1,NL,62,66,67308,23,36,59,16,8,5,10,15,9738,0,0,0,164,NA,NA,NA,0,0,0,60,18,33,34,214,65,66,61,99.9,2.9,1.8,40.6,23.8,1253,709,63.9,0,903,536,62.8,-1.5,Forward,Center
952,Mars Stanton,LD,1,STL,62,66,86626,4,22,26,-25,26,0,1,1,3363,0,2,2,12730,NA,NA,NA,0,0,0,72,56,48,217,82,63,49,75,101.1,2.1,3.5,21.4,40,766,1460,34.4,2.9,574,1092,34.5,2.1,Defense,Defense
957,Trevor Malone,RW,1,ANA,62,66,64530,11,19,30,-9,22,0,0,0,2906,0,0,0,172,NA,NA,NA,0,0,0,40,27,30,30,100,58,55,58,100.4,2.6,3,26.4,31.9,858,1014,45.8,7.3,634,749,45.8,7,Forward,Wing
959,Not Deadly,LD,1,QCC,62,66,69860,2,15,17,-14,21,0,0,0,15,0,0,0,2459,NA,NA,NA,1,0,1,29,30,4,17,62,64,51,73,98.4,2.7,3.4,32.9,35.1,1125,1236,47.6,-4.5,840,899,48.3,-4.2,Defense,Defense
961,Jay O'Neil,LD,1,NL,62,66,79669,8,25,33,47,20,0,0,0,379,1,0,1,6233,NA,NA,NA,0,0,0,115,67,39,90,147,60,49,69,101,3.9,1.7,42.2,21,1595,831,65.7,2.8,1175,611,65.8,2.9,Defense,Defense
962,Petyr Olindyr,RD,1,VAN,62,66,64345,1,5,6,14,4,0,0,0,199,0,0,0,1601,NA,NA,NA,0,0,0,77,17,17,42,39,51,49,52,99.4,2.7,2,38.2,25.3,1215,851,58.8,-3.1,911,641,58.7,-3,Defense,Defense
964,Pope Coswi,RW,1,NL,62,66,60280,16,27,43,30,38,2,3,5,3536,0,0,0,0,NA,NA,NA,3,0,3,50,24,16,42,160,60,64,54,101.7,3.9,2,41,25.8,1201,779,60.7,-4.5,905,588,60.6,-4.5,Forward,Wing
966,Alf Magnusson,RW,1,ANC,62,66,72460,18,19,37,2,16,1,0,1,3909,0,0,0,5827,NA,NA,NA,0,0,0,70,43,32,27,148,58,61,52,96.9,3.2,3,36.9,25.5,1138,863,56.9,3,861,642,57.3,3.3,Forward,Wing
970,Roderic Banes,LW,1,CAR,62,66,83249,14,42,56,-5,16,4,11,15,9602,0,1,1,2413,NA,NA,NA,0,0,0,106,44,30,120,187,72,76,64,97.6,2.8,3,33.9,28.6,1320,1054,55.6,1.1,971,789,55.2,1.5,Forward,Wing
971,Jeff Larsson,RW,1,NL,62,66,65245,20,26,46,16,14,5,11,16,9704,0,0,0,81,NA,NA,NA,0,0,0,63,32,20,19,205,65,70,57,100,3,1.8,41.3,24.3,1235,704,63.7,-0.3,887,529,62.6,-1.7,Forward,Wing
972,Brady Bertrand,RW,1,QCC,62,66,80495,17,29,46,10,26,7,10,17,10993,0,1,1,5725,NA,NA,NA,0,0,0,146,34,14,73,181,67,67,62,102.5,3.1,2.3,31.6,31.4,1065,1029,50.9,0.3,790,754,51.2,0,Forward,Wing
975,Darrell Niskala,C,1,CAR,62,66,16327,2,9,11,-7,27,0,1,1,65,0,0,0,76,NA,NA,NA,3,0,3,20,6,2,18,19,51,52,50,97.4,2.7,4.2,30,36.9,259,311,45.4,-10.2,189,224,45.8,-9.1,Forward,Center
976,Mikhail Novikov,C,1,ANC,62,66,78175,18,39,57,29,18,6,19,25,12962,0,0,0,2188,NA,NA,NA,0,0,0,95,22,34,88,166,75,75,69,102.7,3.5,1.8,36,24.7,1185,859,58,4.6,882,637,58.1,4.5,Forward,Center
977,Jay Cue,C,1,MET,62,66,75036,27,40,67,11,20,6,16,22,10243,1,0,1,3621,NA,NA,NA,0,0,0,36,34,29,80,194,68,67,65,101,3.3,2.6,34.2,30.7,1051,983,51.7,2.1,795,724,52.3,3.4,Forward,Center
979,Eric Tokke,RW,1,COL,62,66,78364,14,45,59,27,54,0,16,16,10713,1,2,3,4968,NA,NA,NA,6,3,3,118,29,30,106,209,67,68,62,99.8,4,2.6,44.1,28,1376,884,60.9,5.6,1052,653,61.7,7,Forward,Wing
980,LaTrell Mcdonald,RW,1,ANC,62,66,55319,5,20,25,16,6,0,0,0,144,0,0,0,271,NA,NA,NA,0,0,0,48,22,16,38,89,56,58,53,101.6,2.8,1.8,32.8,25.4,978,755,56.4,2.3,705,544,56.4,2,Forward,Wing
981,Benjamin Jansson,C,1,ANC,62,66,57500,11,16,27,18,12,0,0,0,98,0,0,0,2385,NA,NA,NA,0,0,0,94,23,16,26,105,58,58,54,102,2.8,1.6,32.6,24.6,973,738,56.9,2.8,699,533,56.7,2.4,Forward,Center
986,Drakocarr Sunazzo,LD,1,ANA,62,66,82491,6,13,19,-21,14,0,1,1,2872,1,0,1,6917,NA,NA,NA,0,0,0,139,51,26,88,69,55,45,64,100.5,2.4,3.4,24.3,35.8,898,1342,40.1,-0.8,660,1002,39.7,-1.8,Defense,Defense
987,Dexter Kirk,LD,1,VAN,62,66,83268,12,18,30,14,2,0,1,1,2298,0,0,0,4554,NA,NA,NA,0,0,0,88,48,11,44,127,56,51,60,96.9,4.1,3.4,38.1,24.7,1491,1017,59.4,-2.4,1111,749,59.7,-1.7,Defense,Defense
991,Patrice Bergeron Jr.,C,1,NBB,62,66,52679,7,19,26,-1,20,0,1,1,178,1,0,1,2285,NA,NA,NA,0,0,0,31,22,21,67,76,55,55,53,99.1,2.8,3,31.2,30.4,824,802,50.7,-2.2,603,601,50.1,-2.6,Forward,Center
992,Shane Nox,LD,1,VAN,62,66,61878,1,17,18,13,32,0,0,0,144,0,0,0,373,NA,NA,NA,0,0,0,24,35,14,13,126,61,59,63,99.4,2.8,2,38.4,25.8,1198,836,58.9,-2.9,895,631,58.7,-3.1,Defense,Defense
995,Nicola Schumperli,C,1,ANA,62,66,49555,4,14,18,-18,12,0,0,0,76,0,0,0,421,NA,NA,NA,0,0,0,15,30,13,41,72,50,53,47,100.8,2.2,3.5,22.9,39.9,558,1028,35.2,-7.1,433,749,36.6,-5.6,Forward,Center
998,Brain Brettski,C,1,GFG,62,66,49964,9,20,29,8,8,0,0,0,92,0,0,0,761,NA,NA,NA,0,0,0,21,14,9,58,77,57,60,52,102.3,3.3,2.7,32.8,35.1,828,892,48.1,-8,606,659,47.9,-8.7,Forward,Center
1000,Kerbal Rais,C,1,COL,62,66,31888,6,3,9,-18,12,0,0,0,25,0,0,0,125,NA,NA,NA,0,0,0,15,6,1,13,28,50,52,47,99.3,2.2,4.2,22.1,40.3,391,629,38.3,-21.5,284,476,37.4,-22.5,Forward,Center
1003,Chris McZehrl Jr.,C,1,KEL,62,66,60856,15,22,37,33,4,0,0,0,0,1,0,1,5604,NA,NA,NA,0,0,0,42,31,16,22,106,61,62,57,105.9,3.8,1.7,32.3,29.1,903,824,52.3,-0.9,679,631,51.8,-1.4,Forward,Center
