id,league,season,name,team,screening,gettingOpen,passing,puckhandling,shootingAccuracy,shootingRange,offensiveRead,checking,hitting,positioning,stickchecking,shotBlocking,faceoffs,defensiveRead,acceleration,agility,balance,speed,stamina,strength,fighting,aggression,bravery,determination,teamPlayer,leadership,temperament,professionalism,position,appliedTPE,pos,pos_broad
1211,1,62,Mateo Lavoie,KEL,9,6,13,12,12,11,13,8,8,15,13,10,5,13,9,9,11,12,12,9,6,5,9,15,15,15,15,15,LW,186,Forward,Wing
1224,1,62,Sanjuro Tsubaki,COL,13,13,13,13,13,12,13,11,10,11,11,10,8,12,13,11,11,13,12,13,8,10,10,15,15,15,15,15,LW,241,Forward,Wing
1230,1,62,Ivan Lacksamus,DET,11,13,11,13,12,10,13,13,7,12,12,12,6,13,13,13,13,13,14,12,4,6,10,15,15,15,15,15,LW,259,Forward,Wing
1242,1,62,Dragomir Fedorov,NBB,5,11,10,13,12,13,11,13,11,9,9,7,5,11,11,9,10,9,12,13,5,5,5,15,15,15,15,15,RD,138,Defense,Defense
1245,1,62,Cody Sherman,STL,8,9,14,12,11,12,13,6,7,9,8,10,10,9,10,10,9,11,12,9,9,9,9,15,15,15,15,15,C,138,Forward,Center
1249,1,62,Michael Tabet,QCC,11,13,10,12,10,10,10,8,5,9,11,10,12,7,8,10,11,10,12,10,10,8,13,15,15,15,15,15,RW,138,Forward,Wing
1287,1,62,Tim Bunnings,MET,5,5,10,10,5,5,5,13,10,13,13,13,5,10,10,10,13,10,13,13,5,5,5,15,15,15,15,15,RD,138,Defense,Defense
1290,1,62,Outdoor Truck,GFG,9,12,11,13,9,9,12,12,12,11,12,5,5,12,10,5,12,5,12,12,5,5,9,15,15,15,15,15,LW,143,Forward,Wing
1295,1,62,Dave Heinrich,NBB,5,13,13,13,11,6,13,13,5,11,13,5,13,13,13,13,13,13,14,11,5,5,5,15,15,15,15,15,C,241,Forward,Center
1366,1,62,Rafael Boeck,CAR,12,13,13,13,13,12,13,13,12,13,12,12,13,12,11,12,12,12,12,12,5,5,12,15,15,15,15,15,C,278,Forward,Center
1369,1,62,Roger Cadorette,QCC,9,11,11,11,11,11,11,11,11,11,11,11,5,11,11,11,11,11,12,11,6,11,11,15,15,15,15,15,LD,140,Defense,Defense
1377,1,62,Sconnie McHits,ANA,11,15,13,14,14,11,14,13,10,12,13,5,4,13,13,12,13,13,14,13,4,6,10,15,15,15,15,15,LW,331,Forward,Wing
1378,1,62,Stephan Gill,ANA,10,13,14,14,13,12,14,13,10,12,13,9,13,14,13,12,13,12,14,12,5,5,10,15,15,15,15,15,C,333,Forward,Center
1380,1,62,Eddie Creller,ANA,13,15,13,13,14,10,15,13,9,11,12,5,5,13,13,13,13,13,14,13,5,5,11,15,15,15,15,15,RW,333,Forward,Wing
20,1,63,Jaeger Jones,REG,13,14,13,14,11,10,13,13,11,12,13,11,14,13,12,12,14,15,14,15,12,10,10,15,15,15,15,15,C,406,Forward,Center
118,1,63,Marek Skoda,CAR,9,14,13,13,10,10,13,13,9,13,12,11,6,13,12,13,13,15,15,13,5,5,11,15,15,15,15,15,LW,309,Forward,Wing
195,1,63,Mike Doctor,VAN,10,10,10,13,10,7,12,13,10,13,13,5,5,13,13,11,13,11,13,13,5,5,9,15,15,15,15,15,LW,197,Forward,Wing
435,1,63,Satoru Gojo,KEL,14,14,12,14,13,10,14,13,5,12,12,5,6,12,13,13,14,13,14,14,5,5,9,15,15,15,15,15,C,333,Forward,Center
549,1,63,"Monsieur Pingy Pingu Lunga Gumba, Esq.",REG,9,14,12,14,14,11,14,13,6,11,13,8,9,13,14,14,14,13,13,13,5,7,7,15,15,15,15,15,C,333,Forward,Center
593,1,63,Sam Stone,STL,12,12,12,14,14,12,15,11,12,8,12,9,6,14,12,12,11,13,13,14,5,5,11,15,15,15,15,15,LW,304,Forward,Wing
614,1,63,Porg Garros,QCC,13,5,8,9,8,8,9,13,13,11,13,11,5,13,11,11,13,11,13,13,13,13,11,15,15,15,15,15,RW,215,Forward,Wing
622,1,63,Vincent Fox,CAR,5,14,14,14,12,14,14,15,11,15,15,13,5,15,10,10,13,11,12,14,5,5,5,15,15,15,15,15,LD,408,Defense,Defense
626,1,63,Isiah Lopez,STL,9,10,10,8,6,8,8,9,10,9,7,6,10,5,11,9,8,11,12,10,9,8,9,15,15,15,15,15,LW,72,Forward,Wing
629,1,63,Wendolene Ramsbottom,STL,8,13,13,13,10,10,13,15,12,13,15,12,4,15,13,13,15,13,14,15,4,4,10,15,15,15,15,15,LD,401,Defense,Defense
630,1,63,Patya Perevalov,CAR,10,15,13,15,15,10,15,13,10,11,13,5,5,13,14,13,14,14,14,14,5,5,9,15,15,15,15,15,RW,408,Forward,Wing
632,1,63,Donald Jr Trump,REG,13,13,11,12,13,11,13,14,14,13,14,11,5,13,11,12,13,11,13,13,12,11,11,15,15,15,15,15,LW,317,Forward,Wing
633,1,63,Wet Jeans,REG,11,13,15,15,14,11,15,12,10,13,12,10,5,12,13,13,12,13,13,13,5,5,5,15,15,15,15,15,LW,332,Forward,Wing
634,1,63,Alfred Yankovic,GFG,5,13,14,14,12,12,14,15,9,14,14,13,5,15,12,12,14,13,14,14,5,5,9,15,15,15,15,15,RD,408,Defense,Defense
636,1,63,Andrew Jackson,QCC,13,8,14,14,8,10,12,5,6,12,8,8,5,10,10,10,7,9,13,7,5,5,6,15,15,15,15,15,LW,138,Forward,Wing
637,1,63,Wing Wang,NBB,11,15,13,15,14,10,15,14,11,11,11,11,9,14,13,13,14,13,14,14,5,9,10,15,15,15,15,15,RW,408,Forward,Wing
638,1,63,Jalal ad Din Afinogenov,STL,13,15,13,15,13,9,13,14,12,13,12,12,5,13,12,10,13,11,13,14,5,5,9,15,15,15,15,15,LW,332,Forward,Wing
639,1,63,Jannik Nordstern,NL,5,11,13,14,10,12,13,15,14,13,14,13,5,15,14,13,14,13,14,14,5,6,11,15,15,15,15,15,LD,408,Defense,Defense
640,1,63,Jamal Nightingale,COL,5,10,11,13,10,10,10,15,15,14,14,14,5,15,13,12,14,13,14,15,5,11,12,15,15,15,15,15,LD,408,Defense,Defense
643,1,63,Samuel Kjellsson,QCC,5,10,12,12,6,9,12,15,11,12,14,12,5,15,12,12,14,13,14,15,5,5,12,15,15,15,15,15,RD,327,Defense,Defense
644,1,63,Gabe-Gooney-Waters Harrak,GFG,8,15,12,15,14,11,15,13,8,14,10,6,5,15,12,5,12,13,16,15,5,5,5,15,15,15,15,15,LW,403,Forward,Wing
645,1,63,Gio Marsh,VAN,4,10,10,10,8,8,10,11,9,9,10,9,13,11,10,8,11,9,11,11,4,4,5,15,15,15,15,15,C,89,Forward,Center
647,1,63,Dobby Hintzskanen,NBB,10,12,13,14,12,9,12,12,11,12,13,11,5,14,13,13,12,12,14,12,5,10,10,15,15,15,15,15,LW,274,Forward,Wing
648,1,63,Michael Robertson,MET,5,9,12,14,11,11,13,14,14,14,12,12,5,13,11,11,14,11,15,13,5,8,10,15,15,15,15,15,LD,308,Defense,Defense
649,1,63,Sebastian Weiss,KEL,5,13,14,14,12,12,14,14,12,12,14,10,5,15,13,12,14,13,15,15,8,5,9,15,15,15,15,15,RD,408,Defense,Defense
650,1,63,Giannis Kroustis,GFG,13,15,12,14,15,12,15,13,11,11,13,9,5,13,14,13,15,14,13,13,5,5,11,15,15,15,15,15,LW,408,Forward,Wing
651,1,63,Grogu Mandosson,GFG,9,14,14,14,12,8,15,14,9,14,13,11,13,14,13,13,13,15,14,13,5,5,9,15,15,15,15,15,C,408,Forward,Center
652,1,63,Duncan The Walrus,MET,5,7,10,14,9,9,11,16,11,16,15,14,5,15,12,12,13,11,14,15,5,5,9,15,15,15,15,15,LD,408,Defense,Defense
654,1,63,Tommy Westbrook,VAN,5,11,11,12,11,12,12,13,11,5,11,5,8,11,11,5,11,11,13,13,5,5,5,15,15,15,15,15,C,138,Forward,Center
655,1,63,Sam Siege,REG,11,13,14,13,12,11,15,13,11,14,14,9,11,15,13,14,13,14,14,13,5,11,11,15,15,15,15,15,RW,407,Forward,Wing
658,1,63,Landon Fischermann,REG,5,13,14,14,12,12,14,14,13,14,13,13,5,14,13,12,14,13,14,15,5,6,11,15,15,15,15,15,RD,408,Defense,Defense
659,1,63,Steve Collins,STL,10,13,13,10,15,12,15,10,10,10,7,7,10,5,12,10,5,10,12,10,10,10,10,15,15,15,15,15,C,205,Forward,Center
665,1,63,Uhtred Ragnarsson,MET,9,15,12,14,13,10,15,14,7,12,13,8,13,15,14,10,14,13,14,15,5,5,6,15,15,15,15,15,C,408,Forward,Center
666,1,63,Leons Briedis,KEL,5,13,13,14,9,12,14,15,13,14,13,11,5,14,13,12,15,13,15,15,5,5,9,15,15,15,15,15,LD,408,Defense,Defense
667,1,63,Ellis Lee,KEL,12,13,12,12,11,9,13,12,13,12,9,9,7,13,10,10,12,13,12,13,10,9,9,15,15,15,15,15,C,217,Forward,Center
670,1,63,Bjorn Viggosson,GFG,14,15,12,14,14,5,14,13,13,10,11,9,10,13,12,13,13,14,15,15,10,11,11,15,15,15,15,15,RW,408,Forward,Wing
671,1,63,Vasily Arkhangelsky,ANA,5,11,12,14,11,11,11,15,15,13,13,14,5,14,13,12,14,12,14,14,12,10,14,15,15,15,15,15,RD,408,Defense,Defense
672,1,63,Guy Fieri,MET,12,14,13,15,12,9,14,15,13,13,13,11,5,14,13,11,14,13,14,15,5,5,11,15,15,15,15,15,LW,408,Forward,Wing
674,1,63,Dirty Boots,DET,5,13,15,14,12,12,14,15,14,15,14,14,6,15,14,13,14,13,14,14,5,5,9,15,15,15,15,15,LD,493,Defense,Defense
675,1,63,Atticus Hale,CAR,12,14,14,15,13,10,15,14,8,13,12,5,12,13,13,13,14,14,14,14,5,5,10,15,15,15,15,15,C,408,Forward,Center
676,1,63,Eddie Kastrba,CAR,5,10,14,12,10,13,12,15,12,15,13,14,5,16,13,11,14,13,14,14,5,5,10,15,15,15,15,15,RD,408,Defense,Defense
677,1,63,Tanner Fox,CAR,6,13,14,15,12,12,15,14,10,12,14,11,5,14,13,13,14,13,14,14,5,5,13,15,15,15,15,15,RD,408,Defense,Defense
679,1,63,Max Manning,COL,11,14,14,14,13,10,14,14,9,13,13,11,14,14,13,13,14,13,14,14,5,5,9,15,15,15,15,15,C,408,Forward,Center
681,1,63,Darwin Koff,ANA,15,13,13,13,13,9,13,13,15,11,12,11,5,11,11,10,13,11,13,15,10,10,13,15,15,15,15,15,RW,333,Forward,Wing
682,1,63,Duncan Mackenzie,KEL,14,14,13,14,14,11,14,14,14,13,12,5,5,14,13,11,14,13,14,14,5,6,10,15,15,15,15,15,LW,408,Forward,Wing
686,1,63,Big Newff,MET,12,15,10,13,15,12,13,13,12,13,14,12,5,14,14,13,14,13,14,13,12,9,8,15,15,15,15,15,LW,408,Forward,Wing
687,1,63,Archangelo Scaradog Jr.,MET,8,15,13,15,15,10,15,11,7,12,11,5,5,13,14,14,15,14,14,14,5,5,7,15,15,15,15,15,RW,408,Forward,Wing
688,1,63,Scott Thorn,KEL,13,14,13,15,13,11,14,14,14,11,13,8,5,13,13,12,15,13,14,15,5,5,9,15,15,15,15,15,RW,408,Forward,Wing
691,1,63,J.J. James Jamerson Angler,MET,12,15,12,14,14,9,15,12,11,12,13,11,5,12,15,14,14,15,14,12,5,5,9,15,15,15,15,15,RW,408,Forward,Wing
695,1,63,Ragnar Ragnarsson,GFG,8,15,12,13,14,12,15,12,10,12,11,10,5,12,14,12,13,13,14,14,5,5,9,15,15,15,15,15,RW,333,Forward,Wing
696,1,63,Akashi SixNine Jr,DET,15,14,13,14,11,12,14,15,13,13,12,5,5,13,12,14,13,15,13,14,5,6,10,15,15,15,15,15,RW,408,Forward,Wing
698,1,63,Christian Kinsinger,KEL,5,14,15,15,12,13,14,14,12,13,14,9,5,14,13,13,13,13,15,13,5,5,10,15,15,15,15,15,LD,408,Defense,Defense
700,1,63,Kristian Zenatik,CAR,5,10,13,13,13,10,13,6,8,8,8,9,11,5,13,13,13,13,13,9,5,5,5,15,15,15,15,15,C,170,Forward,Center
701,1,63,Ben Jammin,KEL,5,15,13,15,9,12,14,15,11,13,14,10,5,14,13,12,14,13,15,14,5,5,9,15,15,15,15,15,RD,408,Defense,Defense
703,1,63,Velky Muz,MET,5,10,10,12,12,13,12,15,11,15,13,15,5,15,10,11,15,10,15,16,5,5,9,15,15,15,15,15,RD,408,Defense,Defense
705,1,63,Frederico Von Schnicktenburg,GFG,11,15,12,14,15,12,15,11,10,14,12,9,5,14,14,13,14,15,13,13,5,5,5,15,15,15,15,15,LW,407,Forward,Wing
707,1,63,SD Core,NL,5,14,14,15,11,11,14,15,14,13,14,12,9,14,13,11,14,13,13,14,5,5,5,15,15,15,15,15,LW,407,Forward,Wing
708,1,63,Ahlo Kysoka,NBB,11,12,15,14,11,11,14,14,11,12,12,12,15,14,13,13,14,13,15,13,5,5,10,15,15,15,15,15,C,408,Forward,Center
709,1,63,Conner Tanner,VAN,5,12,14,14,12,11,13,15,15,15,13,13,5,14,11,11,14,11,15,14,5,5,11,15,15,15,15,15,LD,408,Defense,Defense
710,1,63,Ignaz Pleyel,KEL,14,15,13,15,14,9,14,14,11,12,13,11,5,13,13,12,14,13,14,14,5,5,11,15,15,15,15,15,LW,408,Forward,Wing
711,1,63,Alexis Paquette,MET,12,12,15,14,13,12,14,12,13,12,12,12,15,12,14,14,12,12,14,9,8,8,8,15,15,15,15,15,C,383,Forward,Center
718,1,63,Shoyo Hinata,COL,12,15,13,14,15,11,14,13,12,12,12,10,7,13,14,13,13,15,14,14,5,5,9,15,15,15,15,15,LW,408,Forward,Wing
719,1,63,Viktor Krunk,MET,13,15,13,15,15,12,15,13,12,11,11,9,5,11,14,13,14,14,14,13,5,5,10,15,15,15,15,15,LW,408,Forward,Wing
720,1,63,Konstantin Selich,GFG,12,15,14,15,13,9,14,14,11,11,14,5,10,14,11,11,15,11,14,15,5,5,11,15,15,15,15,15,C,407,Forward,Center
724,1,63,Albert Luck,CAR,5,9,12,12,9,11,12,13,11,13,13,11,5,13,12,12,13,13,13,13,5,5,9,15,15,15,15,15,LW,215,Forward,Wing
725,1,63,Lewis HamiltonIsBlessed,GFG,14,15,11,13,13,12,14,14,14,12,13,9,9,12,9,9,14,14,12,14,13,12,12,15,15,15,15,15,RW,396,Forward,Wing
726,1,63,Adelie de Pengu,NBB,5,12,13,13,12,12,13,15,13,15,15,14,5,15,13,13,13,13,14,13,5,8,10,15,15,15,15,15,LD,408,Defense,Defense
727,1,63,Malach Skoda,KEL,13,15,12,14,14,8,14,13,4,13,12,12,4,13,13,12,15,14,15,15,4,4,8,15,15,15,15,15,LW,406,Forward,Wing
732,1,63,Theo Berglund,REG,5,13,15,15,12,13,13,13,10,13,13,11,5,14,13,13,14,13,15,15,5,5,11,15,15,15,15,15,RD,395,Defense,Defense
733,1,63,Lonley Stagan,NBB,5,11,13,13,11,10,12,12,12,14,13,13,5,15,12,11,12,12,13,13,10,10,10,15,15,15,15,15,LD,276,Defense,Defense
736,1,63,Ergo Nomic,CAR,6,12,14,14,10,12,14,14,11,11,13,10,5,14,12,13,14,12,14,14,5,5,10,15,15,15,15,15,LD,333,Defense,Defense
738,1,63,Chicago Bound,NBB,13,14,8,12,14,12,14,7,9,9,9,9,9,9,13,9,9,14,12,9,5,5,5,15,15,15,15,15,LW,206,Forward,Wing
739,1,63,Gus Ceroni,REG,6,11,11,12,13,11,11,11,10,11,11,5,7,11,12,10,9,15,12,10,7,8,10,15,15,15,15,15,LW,169,Forward,Wing
740,1,63,Aka Ralfonso,COL,6,13,11,12,12,13,12,12,8,12,10,10,5,11,11,11,11,11,13,11,5,10,7,15,15,15,15,15,LW,169,Forward,Wing
741,1,63,Alexej Komarek,GFG,5,15,13,16,12,11,15,16,10,10,13,5,5,14,14,10,14,13,13,13,5,5,6,15,15,15,15,15,RW,408,Forward,Wing
743,1,63,Hardcastle,ANC,5,11,11,13,11,11,11,12,11,11,12,11,5,11,11,11,13,11,14,13,11,5,10,15,15,15,15,15,LD,190,Defense,Defense
745,1,63,Paul Koivu,ANC,10,13,15,16,10,9,14,15,12,12,13,9,5,14,13,12,14,13,14,14,5,5,10,15,15,15,15,15,RW,408,Forward,Wing
746,1,63,Vadim Askerov,GFG,5,15,16,15,12,11,15,13,5,13,13,13,5,13,15,15,11,13,13,10,5,5,5,15,15,15,15,15,LD,408,Defense,Defense
747,1,63,Yannick Svoboda,REG,9,14,15,15,13,10,15,13,12,13,13,10,5,13,13,14,14,14,14,13,5,5,10,15,15,15,15,15,RW,407,Forward,Wing
749,1,63,Xman Damson,VAN,12,12,8,12,12,8,12,10,7,10,10,7,6,10,12,10,12,12,12,12,5,5,10,15,15,15,15,15,RW,147,Forward,Wing
751,1,63,Kentaro Kikuchi,REG,12,14,12,14,17,12,13,14,12,12,12,11,6,12,12,12,12,12,14,14,9,9,12,15,15,15,15,15,LW,408,Forward,Wing
754,1,63,Sam Azjha,DET,12,14,14,14,13,12,14,13,11,13,13,10,4,14,12,11,13,13,13,13,4,5,10,15,15,15,15,15,RW,331,Forward,Wing
758,1,63,Tim Riggins,KEL,11,14,12,14,13,10,14,14,11,11,13,9,5,13,13,12,14,13,14,14,5,5,8,15,15,15,15,15,RW,333,Forward,Wing
760,1,63,Rand al'Thor,NL,5,15,12,15,12,14,14,14,10,11,13,6,5,13,13,12,14,12,13,13,5,5,7,15,15,15,15,15,LD,333,Defense,Defense
761,1,63,Lesgo Brandon,ANA,11,15,13,13,14,10,15,13,9,13,12,5,5,14,13,13,13,13,14,11,5,5,10,15,15,15,15,15,LW,333,Forward,Wing
763,1,63,Devin Williams-II,NL,5,6,13,13,10,10,10,13,13,10,10,10,5,13,13,12,13,12,13,13,5,5,8,15,15,15,15,15,LW,198,Forward,Wing
765,1,63,C.J. Broussard,NBB,10,13,7,13,12,11,13,6,7,7,7,7,7,7,11,12,13,11,14,8,8,10,11,15,15,15,15,15,RW,163,Forward,Wing
766,1,63,Clem Fandango,GFG,5,11,13,12,12,15,15,13,14,13,13,11,5,15,13,13,13,15,14,13,5,9,11,15,15,15,15,15,RD,396,Defense,Defense
768,1,63,Tuuka Pack,ANA,15,12,12,12,11,10,12,13,10,11,12,9,6,12,11,11,12,12,12,12,10,7,10,15,15,15,15,15,RW,223,Forward,Wing
769,1,63,LaCarpetron Dukemarriot II,ANC,7,12,13,13,9,9,12,12,12,10,12,12,8,12,12,10,13,12,12,12,12,5,12,15,15,15,15,15,RD,218,Defense,Defense
770,1,63,Kayden Pale,COL,5,12,13,13,12,14,13,15,14,13,13,13,5,15,13,13,13,15,13,14,7,11,10,15,15,15,15,15,RD,408,Defense,Defense
773,1,63,Spicy MacHaggis,GFG,6,9,12,12,11,8,11,14,14,14,14,13,5,13,14,14,14,14,15,15,12,10,11,15,15,15,15,15,LD,407,Defense,Defense
776,1,63,Maverick Seabrook,MET,14,14,13,14,15,10,14,11,9,12,11,9,5,13,13,14,14,16,13,14,5,7,7,15,15,15,15,15,RW,408,Forward,Wing
777,1,63,Bodhi Utah,QCC,13,14,10,15,13,10,13,14,12,12,10,10,11,13,13,10,14,12,13,15,5,5,9,15,15,15,15,15,C,333,Forward,Center
778,1,63,Konstantin Strelka,STL,5,15,11,11,15,12,14,11,5,11,11,9,5,11,13,13,11,13,13,13,5,5,5,15,15,15,15,15,RW,247,Forward,Wing
783,1,63,Lord Zomp,ANC,12,12,11,13,14,10,14,10,10,10,10,5,5,10,13,10,12,14,14,14,5,5,6,15,15,15,15,15,RW,246,Forward,Wing
784,1,63,Pinger Dinger,ANC,5,5,5,15,5,5,5,15,8,5,5,5,5,15,12,5,12,5,12,5,5,5,5,15,15,15,15,15,RD,138,Defense,Defense
787,1,63,Alex Kidd,QCC,11,14,13,15,12,9,13,15,13,13,13,11,10,14,13,11,14,13,13,15,5,5,11,15,15,15,15,15,LW,385,Forward,Wing
788,1,63,Jack Cuff,ANA,10,15,10,10,11,10,10,12,9,13,10,10,6,10,10,13,10,13,12,10,5,10,10,15,15,15,15,15,RW,183,Forward,Wing
790,1,63,Jarvis Jenkins,ANC,10,12,10,11,12,12,10,10,10,10,9,9,8,10,10,11,10,11,13,11,9,9,10,15,15,15,15,15,RW,138,Forward,Wing
792,1,63,Deshawn Booker,DET,11,11,12,12,11,8,12,10,10,11,12,8,10,11,12,12,11,11,13,10,9,10,10,15,15,15,15,15,RW,168,Forward,Wing
797,1,63,Lenny Hawk,CAR,5,12,14,15,12,12,14,15,11,13,13,11,5,14,13,13,15,13,14,15,5,6,9,15,15,15,15,15,LD,408,Defense,Defense
800,1,63,Hail Bingus,STL,8,15,12,13,13,8,15,11,7,8,12,4,4,12,11,11,12,12,12,12,4,4,8,15,15,15,15,15,RW,219,Forward,Wing
801,1,63,Scott Stevens,CAR,5,11,13,13,11,11,13,13,9,11,13,9,11,13,11,11,13,11,13,13,5,5,6,15,15,15,15,15,LD,205,Defense,Defense
804,1,63,Sean Stevenson III,KEL,14,14,10,14,13,9,14,14,14,13,13,10,14,14,11,10,14,13,14,14,5,7,9,15,15,15,15,15,C,408,Forward,Center
806,1,63,Aethelwulf Andersen,NBB,5,5,6,13,5,5,10,12,13,10,5,13,5,13,5,11,13,5,12,13,8,7,11,15,15,15,15,15,RD,138,Defense,Defense
813,1,63,GREY Rosey,COL,7,12,10,11,10,13,10,13,15,11,12,12,8,9,10,10,9,13,12,9,7,10,10,15,15,15,15,15,RD,195,Defense,Defense
822,1,63,Bubba Tree,DET,13,14,14,14,13,12,13,14,11,13,13,7,7,12,13,11,13,13,14,13,5,5,8,15,15,15,15,15,RW,331,Forward,Wing
826,1,63,Thunder Cena,ANC,11,7,10,10,9,12,10,10,10,10,9,10,10,7,10,13,10,10,12,11,13,9,11,15,15,15,15,15,LW,138,Forward,Wing
828,1,63,Gaunther DeBrusk,KEL,9,12,13,13,13,9,13,12,10,12,13,8,5,12,12,11,13,13,13,12,5,7,5,15,15,15,15,15,LW,219,Forward,Wing
831,1,63,Gordie Goodenough,REG,10,12,13,13,10,10,15,15,10,14,14,11,13,15,12,12,15,12,14,14,5,8,11,15,15,15,15,15,C,407,Forward,Center
833,1,63,Rylie Versi,QCC,5,12,13,13,13,10,13,12,7,10,10,9,11,12,13,13,13,13,13,13,5,7,10,15,15,15,15,15,RW,229,Forward,Wing
834,1,63,Rodrigo Rivic,DET,11,11,14,15,13,12,13,13,11,11,11,11,11,11,12,12,10,13,12,13,5,6,10,15,15,15,15,15,C,261,Forward,Center
841,1,63,Brent Ashe ll,GFG,10,12,13,13,11,12,13,13,11,13,13,14,5,13,13,12,13,13,14,13,5,11,9,15,15,15,15,15,LD,301,Defense,Defense
843,1,63,Patrick Toes,KEL,5,13,12,13,11,12,13,14,11,12,12,11,5,14,13,11,14,13,14,14,5,5,9,15,15,15,15,15,LD,298,Defense,Defense
844,1,63,Tekkeitsertok Towtoongie,NBB,5,11,13,13,12,12,15,13,11,13,13,11,5,13,11,12,12,13,12,11,5,5,10,15,15,15,15,15,RD,249,Defense,Defense
847,1,63,Chris Chelios JR,REG,5,10,12,12,9,9,10,10,10,11,10,15,5,13,10,11,13,12,13,11,12,8,11,15,15,15,15,15,RD,197,Defense,Defense
848,1,63,Ezra Wong,GFG,6,15,14,16,10,9,15,15,9,9,14,5,11,15,13,9,14,13,12,14,5,5,5,15,15,15,15,15,C,405,Forward,Center
849,1,63,Aldo Huber,CAR,12,6,15,14,7,8,15,11,12,13,10,10,15,13,13,12,12,11,14,13,5,12,10,15,15,15,15,15,C,333,Forward,Center
854,1,63,Mads McBride,MET,12,13,11,13,13,12,13,13,9,12,9,9,5,13,14,13,13,13,13,14,5,5,5,15,15,15,15,15,LW,269,Forward,Wing
857,1,63,Smailliw Edac,MET,12,14,14,13,12,11,14,14,9,13,13,10,9,14,13,11,13,12,14,13,5,5,10,15,15,15,15,15,RW,333,Forward,Wing
862,1,63,Berenstain McSnorkle,CAR,11,14,9,14,14,11,14,8,8,7,8,8,5,8,12,11,9,13,14,8,5,7,8,15,15,15,15,15,RW,208,Forward,Wing
863,1,63,Ike Broflovski,DET,9,13,13,13,13,11,14,11,9,11,11,9,5,12,13,12,10,13,12,10,5,5,10,15,15,15,15,15,LW,209,Forward,Wing
867,1,63,Rolf Korhonen,STL,12,11,13,13,11,12,13,13,13,13,13,13,6,13,13,13,13,13,13,13,13,13,12,15,15,15,15,15,RD,332,Defense,Defense
868,1,63,Elvis Alexander,VAN,13,13,14,14,13,9,14,14,13,13,14,12,11,14,13,12,14,14,13,14,5,5,9,15,15,15,15,15,C,408,Forward,Center
872,1,63,Petra Sabor,QCC,12,13,11,13,11,9,13,12,9,10,10,9,5,12,12,12,13,12,12,13,8,8,9,15,15,15,15,15,LW,201,Forward,Wing
874,1,63,Bobby Taylor ,VAN,5,5,10,10,6,5,10,8,8,14,12,5,5,10,7,8,14,14,13,11,5,6,7,15,15,15,15,15,LW,138,Forward,Wing
875,1,63,Michel Leitz,VAN,5,9,12,11,10,10,12,11,10,12,12,9,5,12,9,11,11,9,12,12,6,7,11,15,15,15,15,15,LW,138,Forward,Wing
878,1,63,Dexter Bouchard,ANA,12,12,12,12,13,12,12,12,12,12,12,12,5,12,11,12,12,12,12,12,7,12,12,15,15,15,15,15,LW,245,Forward,Wing
882,1,63,I.P. Nightly,STL,5,6,6,9,9,9,8,15,14,5,8,8,5,15,9,5,10,7,12,6,5,8,7,15,15,15,15,15,LD,138,Defense,Defense
883,1,63,Maxwell King,NL,5,15,15,15,11,8,15,14,9,12,13,10,5,14,14,14,14,13,14,13,5,5,7,15,15,15,15,15,LW,408,Forward,Wing
884,1,63,Jacques Lilcoque,DET,9,13,13,13,11,9,13,13,11,9,13,5,11,13,13,11,13,11,12,13,5,5,5,15,15,15,15,15,LW,215,Forward,Wing
886,1,63,Michael Charles,ANA,10,10,13,12,9,10,10,13,11,13,11,10,6,13,12,10,12,11,12,12,8,10,11,15,15,15,15,15,RD,189,Defense,Defense
889,1,63,Jesper Aittokallio,MET,12,15,15,15,13,10,15,14,8,12,12,8,13,12,12,13,14,13,14,14,5,5,6,15,15,15,15,15,C,408,Forward,Center
890,1,63,Richard Dickbutt McFudderdudder II,ANC,5,11,13,12,12,11,12,13,10,13,13,13,5,14,12,12,11,12,13,12,5,6,8,15,15,15,15,15,LD,233,Defense,Defense
893,1,63,Leon Doucet,ANC,9,11,10,13,9,9,10,14,11,10,11,5,5,13,10,8,12,10,12,13,5,5,7,15,15,15,15,15,C,151,Forward,Center
894,1,63,Max Pane,NBB,13,14,13,14,13,9,14,12,10,8,9,7,11,13,13,9,13,13,13,13,9,10,10,15,15,15,15,15,C,282,Forward,Center
921,1,63,Ryan Gardner,GFG,5,5,13,13,12,13,13,15,15,11,13,11,5,15,13,13,15,13,14,14,12,12,11,15,15,15,15,15,RD,405,Defense,Defense
942,1,63,Lucas Raymond,CAR,14,14,13,14,14,10,14,13,13,14,12,9,13,13,13,13,14,13,14,13,5,5,12,15,15,15,15,15,C,408,Forward,Center
944,1,63,Mikko Rashford,NL,5,15,14,15,12,10,15,15,9,12,13,5,5,14,13,14,14,13,14,14,5,5,5,15,15,15,15,15,LD,408,Defense,Defense
946,1,63,Aksel Fiske,QCC,7,16,14,15,13,10,15,13,8,11,14,9,10,13,13,13,14,13,13,14,7,7,10,15,15,15,15,15,LW,406,Forward,Wing
947,1,63,Alexander Mackenzie,NL,14,15,13,15,13,10,14,15,9,12,13,9,11,13,13,13,14,13,14,14,5,5,6,15,15,15,15,15,C,408,Forward,Center
952,1,63,Mars Stanton,REG,5,11,13,15,11,11,13,15,13,15,14,13,5,13,13,14,14,13,14,14,5,10,10,15,15,15,15,15,LD,408,Defense,Defense
