TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
17,1155,1574,1778,1359,1915,1458,1751,1718,1829,1814,1748,1448,1251,1139,1233,NA,NA,NA,NA,NA,1155,1718,1458,1233,1829,1778,1574,1251,1359,1139,1155,1718,1458,1233,1829,1778,1574,1251,1359,1139,1155,1718,1233,1829,1251,1458,1359,1139,1718,1748,1359,1915,1448,1458,1814,1139,1574,1778,1829,1233,1718,1359,1915,1458,1814,1139,1718,1359,1915,1458,1814,1139,1574,1155,1359,1915,1718,1458,1814,1139,1574,1155,1359,1718,1458,1915,1155,1458,1748,1574,1718,1896,1861,1155,1458,NA,68
0,1460,1924,1531,1348,1543,1813,1178,1698,1557,1711,1550,1412,1786,1602,1455,NA,NA,NA,NA,NA,1460,1924,1698,1786,1348,1178,1412,1531,1813,1550,1460,1924,1698,1786,1348,1178,1412,1531,1813,1557,1924,1786,1698,1348,1531,1178,1813,1550,1412,1531,1557,1543,1550,1460,1711,1178,1698,1813,1602,1348,1412,1543,1557,1178,1711,1348,1412,1557,1543,1178,1711,1348,1924,1460,1348,1543,1698,1786,1557,1711,1924,1460,1348,1698,1178,1543,1698,1924,1786,1460,1178,1156,1635,1460,1786,NA,69
1,1159,1666,2109,2111,1436,1546,2108,1576,1804,1803,1146,1390,1639,1962,1801,NA,NA,NA,NA,NA,1159,1666,1546,1436,1803,1146,2108,1639,1804,2111,1146,1666,1546,1436,1803,1159,2108,1639,1804,2111,1159,1546,1436,1803,1146,2108,1804,2111,2109,1639,2111,1803,1546,1390,1804,1962,1666,1576,1801,1436,1666,2111,1803,2109,1804,1962,2108,2111,1803,2109,1804,1962,1666,1159,2111,1436,2108,2109,1804,1803,1666,1159,1436,2108,2109,2111,1159,1546,1146,2109,1666,2113,1790,1546,1159,NA,69
2,1184,1702,1604,1434,1590,1605,2097,1161,1547,1494,2012,1773,1783,1427,1394,NA,NA,NA,NA,NA,1184,1702,1783,1604,1434,2012,2097,1161,1605,1494,1184,1702,1604,1783,1434,2012,2097,1161,1605,1494,1184,1702,1434,1590,2012,2097,1494,1547,2097,1605,1494,1547,1783,1604,1434,1590,1773,1161,1427,1394,2097,1494,1547,1783,1434,1590,2097,1494,1547,1783,1434,1590,1184,1702,1434,1590,2012,2097,1547,1494,1184,1702,1434,2012,2097,1494,1184,1702,1604,2012,2097,1560,1723,1184,2012,NA,69
3,1919,1825,1928,1393,1712,1701,1954,1935,1388,1657,2096,1213,1782,1372,1774,NA,NA,NA,NA,NA,1919,1825,1701,1213,1388,1928,1954,1935,1712,1393,1919,1825,1701,1213,1388,1928,1954,1935,1712,1393,1919,1825,1393,1388,1701,1954,1935,1712,1928,1372,1388,1712,1935,1954,1393,1657,1213,2096,1782,1774,1928,1388,1712,1372,1393,1657,1928,1388,1712,1372,1393,1657,1919,1825,1388,1712,1935,1954,1657,1393,1919,1825,1712,1954,1372,1388,1825,1954,1701,1919,1935,1499,1775,1701,1919,NA,69
4,1676,1622,1510,1421,1858,1408,1931,1649,1600,1387,1275,1887,1787,1400,1601,NA,NA,NA,NA,NA,1676,1622,1408,1387,1400,1510,1931,1787,1601,1421,1676,1622,1408,1421,1387,1510,1931,1787,1601,1400,1676,1622,1421,1387,1408,1787,1601,1400,1649,1887,1600,1387,1787,1275,1421,1400,1931,1510,1601,1858,1887,1600,1400,1649,1421,1387,1887,1600,1400,1649,1387,1421,1676,1622,1600,1387,1408,1931,1400,1601,1676,1622,1387,1408,1931,1400,1676,1408,1275,1649,1787,2116,1819,1676,1649,NA,69
5,1675,1793,1238,1646,1490,1518,1856,1562,1523,1336,1854,1323,1599,1990,1638,NA,NA,NA,NA,NA,1675,1793,1238,1323,1490,1518,1562,1599,1336,1646,1562,1675,1238,1323,1490,1518,1793,1599,1336,1646,1562,1238,1854,1336,1675,1793,1490,1646,1856,1793,1646,1638,1854,1562,1523,1490,1238,1675,1990,1336,1562,1646,1638,1856,1990,1523,1856,1646,1638,1793,1990,1523,1562,1238,1490,1638,1793,1675,1646,1336,1238,1793,1490,1675,1562,1336,1793,1675,1238,1323,1518,1659,1475,1518,1238,NA,69
6,1140,1631,1609,1532,1306,1291,1481,1859,1688,1102,1335,1332,1594,1353,1762,NA,NA,NA,NA,NA,1140,1631,1609,1688,1306,1332,1481,1859,1532,1102,1332,1631,1609,1532,1306,1140,1481,1859,1688,1102,1631,1609,1332,1532,1291,1140,1762,1306,1859,1291,1532,1306,1140,1481,1688,1102,1335,1594,1353,1762,1291,1532,1306,1859,1688,1102,1859,1532,1306,1291,1688,1102,1140,1609,1532,1306,1291,1631,1762,1102,1140,1609,1532,1291,1631,1306,1140,1481,1609,1631,1291,2046,2114,1609,1631,NA,69
7,1361,1726,1124,1690,1215,1554,1309,1479,1572,1656,2089,1482,2074,1218,1570,NA,NA,NA,NA,NA,1554,1361,2089,1215,1656,1726,1309,1124,1572,1690,1554,1361,2089,1215,1656,1726,1309,1124,1572,1690,1554,1361,1215,1656,2089,1309,1572,1690,1479,1124,1572,1690,1361,1482,2074,1570,1309,1554,1215,1656,1309,1572,1690,1479,2074,1570,1309,1572,1690,1479,2074,1570,1554,1309,1656,1690,1479,1361,2074,1570,1554,1309,1690,1479,1361,1570,2089,1554,1361,1124,1726,1827,1780,2089,1554,NA,69
8,1257,1895,1719,1569,1551,1326,1994,1680,1430,1941,2048,2054,2023,2044,2067,NA,NA,NA,NA,NA,1895,1994,1719,1551,1569,1257,1326,1680,2044,1941,2054,1895,1719,1551,1569,1257,1994,2023,1941,2067,1719,1895,1551,1569,1994,1257,1941,2067,1257,1895,1569,1551,1719,1680,1430,1941,2023,1326,2044,2067,1895,1569,1551,1257,1430,2067,1895,1569,1551,1257,1430,1941,1257,1895,1569,1551,1994,1680,1430,1941,1719,1895,1569,1994,2023,1551,1257,1895,1719,1994,1551,1521,1757,1895,1719,NA,69
9,1255,1700,1758,1759,1944,1148,1873,1992,1506,1525,1416,1637,1324,1511,1308,NA,NA,NA,NA,NA,1992,1873,1255,1525,1324,1758,1637,1148,1759,1700,1992,1873,1255,1525,1324,1758,1637,1148,1759,1700,1255,1873,1525,1324,1992,1637,1759,1700,1873,1148,1525,1944,1700,1255,1759,1308,1637,1758,1506,1511,1148,1525,1944,1416,1759,1308,1148,1525,1944,1416,1759,1308,1255,1873,1525,1944,1416,1637,1759,1308,1255,1873,1525,1416,1637,1759,1873,1992,1148,1255,1324,2103,1386,1873,1992,NA,69
14,1597,1118,1893,1516,1419,1580,1975,1891,1947,1457,1471,1512,1294,1923,1428,NA,NA,NA,NA,NA,1597,1118,1893,1516,1419,1891,1975,1471,1947,1457,1597,1118,1893,1516,1419,1891,1975,1471,1947,1457,1597,1118,1516,1419,1893,1975,1947,1457,1597,1118,1516,1419,1893,1975,1947,1457,1891,1471,1923,1428,1118,1516,1419,1975,1947,1457,1118,1516,1419,1975,1947,1457,1597,1118,1516,1419,1893,1471,1947,1457,1597,1118,1419,1893,1471,1516,1118,1893,1419,1947,1580,1643,1776,1118,1597,NA,69
15,2223,1641,1952,1449,1578,1914,1154,1397,1500,1432,1904,1563,1583,1824,1472,NA,NA,NA,NA,NA,1914,1154,1583,1952,1472,1904,1563,1397,1578,1824,1914,1154,1583,1952,1472,1904,1563,1397,1578,1824,1154,1397,1952,1472,1563,1583,1578,1824,1641,1914,1824,1449,1154,1563,1472,1500,1904,1583,1578,1432,1641,1824,1449,1154,1472,1500,1641,1824,1449,1154,1472,1500,1154,1397,1472,1449,1563,1432,1824,1578,1154,1472,1449,1563,1397,1578,1563,1154,1397,1472,1578,2117,1672,1154,1563,NA,69
16,1228,1677,1598,1678,1480,1311,1463,1423,1450,1263,1937,1486,1200,2085,1520,NA,NA,NA,NA,NA,1228,1463,1677,1450,1598,1937,1200,1423,1678,1480,1228,1463,1677,1450,1598,1937,1200,1423,1678,1480,1228,1677,1450,1598,1463,1423,1678,1200,1228,1463,1678,1480,1311,1486,1450,1263,1677,1423,1520,2085,1463,1678,1480,1677,1450,1263,1463,1678,1480,1311,1450,1263,1228,1463,1678,1480,1311,1677,1450,1263,1463,1228,1678,1677,1311,1450,1677,1228,1937,1463,1450,2118,1535,1463,1677,NA,69
17,1155,1718,1778,1829,1359,1817,1574,1751,1233,1915,1875,1272,1946,1814,1139,NA,NA,NA,NA,NA,1155,1718,1778,1829,1359,1817,1574,1751,1233,1915,1155,1718,1778,1829,1359,1817,1574,1751,1233,1915,1155,1718,1829,1359,1817,1574,1233,1915,1272,1875,1814,1915,1718,1778,1139,1359,1574,1751,1233,1829,1272,1814,1915,1718,1139,1359,1272,1814,1915,1718,1139,1359,1718,1155,1915,1359,1272,1778,1829,1814,1718,1155,1359,1272,1751,1915,1155,1574,1272,1778,1718,1822,1896,1155,1718,NA,69
0,2074,1698,1786,2146,1543,1550,1924,1813,1557,1711,1830,1890,1531,1900,1809,NA,NA,NA,NA,NA,1813,1924,1786,2146,1543,2074,1698,1550,1830,1531,1813,1924,1786,2146,1543,2074,1698,1550,1830,1531,1924,1786,1813,1543,1698,1550,2074,2146,1698,1531,2146,1711,1813,2074,1557,1543,1550,1830,1900,1809,1698,1557,1711,1531,1900,1543,1698,1557,1711,1531,1900,1543,1924,1786,1531,1543,1698,1813,1557,1711,1924,1786,1543,1698,1813,1557,1924,1786,2074,1813,1698,1635,2000,1924,1786,NA,70
1,1546,1666,2088,1804,1803,1146,1390,2108,2111,1393,1639,1851,1972,1962,1801,NA,NA,NA,NA,NA,1546,1666,1639,2111,1393,1146,1390,2088,1804,1803,1546,1666,1639,2111,1393,1146,1390,2088,1804,1803,1546,1666,2111,1393,1146,1390,1804,1803,1390,1639,2111,1962,1666,1972,1804,1803,2108,2088,1801,1393,1390,2111,1962,2108,1804,1803,1390,1804,1962,2108,2111,1803,1666,1146,2111,1393,2108,1972,1804,1803,1666,1146,1803,2108,1972,2111,1546,1146,1639,2088,1666,1790,2113,1546,1146,NA,70
2,1605,2097,2012,1116,1427,1604,1783,1161,1547,1087,1930,1773,1149,1289,2189,NA,NA,NA,NA,NA,2012,2097,1605,1604,1087,1161,1783,1930,1773,1547,2012,2097,1605,1604,1087,1161,1783,1930,1773,1547,2097,2012,1547,1427,1773,1604,1087,1116,2012,2097,1427,1116,1605,1783,1547,1087,1604,1773,1289,2189,2097,1427,1116,1773,1547,1087,2097,1427,1116,1773,1547,1087,2097,2012,1547,1087,1773,1605,2189,1116,2097,2012,1547,1773,1605,1087,2012,2097,1604,1605,1773,1560,2171,2012,2097,NA,70
3,2038,1825,1855,2106,2006,1910,1701,1919,2080,1954,1928,2021,1935,2007,2280,NA,NA,NA,NA,NA,1919,1825,1855,2106,1935,2038,1701,1910,2080,2021,1919,1825,1855,2106,2038,1935,1701,1910,2080,2021,1919,1825,2106,2038,1855,1701,2080,2021,1701,2038,2106,2006,1910,1855,1954,2080,1825,1919,1928,2007,1825,2106,2006,1701,1928,2080,1701,2106,2006,1825,1928,2080,1919,1825,1855,2006,2038,1701,1910,2106,1919,1825,2006,1701,2038,2106,1825,1919,1701,2038,1910,1499,1775,1701,1919,NA,70
4,1676,1622,1510,1421,1858,2276,1548,1628,1887,1275,1649,1931,1787,1400,2008,NA,NA,NA,NA,NA,1676,1622,1510,1400,1421,1649,1931,1787,1858,2008,1676,1622,1510,1421,1400,1649,1931,1787,1858,1887,1676,1622,1421,1400,1649,1931,1858,1887,1510,1622,1400,1421,1649,1931,1275,1887,1787,1548,1858,2008,1858,1421,1400,1649,1275,1887,1510,1421,1400,1649,1275,1887,1676,1622,1400,1421,1649,1931,1858,1887,1676,1622,1400,1649,1931,1421,1676,1649,1787,1510,1931,2116,1819,1676,1649,NA,70
5,1675,1238,2057,1646,1638,1323,2077,1518,1523,1490,1562,1856,2086,1762,2136,NA,NA,NA,NA,NA,1675,1238,2057,1638,1490,2086,1856,1562,1646,2136,1675,1238,2057,1638,1490,2086,1856,1562,1646,2136,1238,2057,1638,1490,1856,1323,1646,2136,1238,1518,1646,1523,1856,1675,1762,1490,2077,1323,1638,2136,1518,1646,1523,1238,1638,1490,1518,1646,1523,1238,1638,1490,1238,2057,1490,1523,1856,1675,1646,1638,1238,2057,1490,1856,1675,1523,2086,1562,2057,1238,1675,1659,1899,1238,1675,NA,70
6,1859,1631,1609,1688,1102,1335,1332,1594,1276,1950,1512,1481,1291,2093,1404,NA,NA,NA,NA,NA,1332,1631,1609,1688,1335,1594,1481,1859,1102,1950,1332,1631,1609,1688,1335,1594,1481,1859,1102,1950,1631,1609,1332,1688,1335,1291,1859,1950,1859,1594,1688,1102,1291,1512,1276,1950,1335,1332,2093,1404,1859,1688,1102,1594,1276,1950,1859,1688,1102,1594,1276,1950,1631,1609,1688,1950,1332,1335,1102,1404,1631,1609,1688,1332,1335,1102,1609,1631,1594,1481,1332,2046,2083,1609,1631,NA,70
7,2089,1124,1554,1656,1572,1208,1726,1218,1854,1504,1522,2095,2202,2101,1650,NA,NA,NA,NA,NA,2089,1124,1554,1208,1656,1522,1726,1854,1572,1218,2089,1124,1554,1208,1656,1522,1726,1854,1572,1218,1124,2089,1726,1656,1554,1208,1504,1572,1726,2089,1656,1572,2095,1554,1218,1504,1522,1854,1650,2101,1726,1656,1572,1208,1218,1504,1726,1656,1572,1208,1218,1504,1504,2089,1656,1572,1124,1554,1650,1218,1504,2089,1656,1124,1554,1572,1554,2089,1124,NA,1726,1827,1780,1554,2089,NA,70
8,1964,2243,1719,2311,1551,1326,1223,1714,1657,1941,2049,1836,2094,2237,1569,NA,NA,NA,NA,NA,1326,2243,1714,1941,1551,1964,1836,1719,1657,2311,1964,1223,1714,1941,1551,1326,2243,1719,1657,2311,1964,2243,1551,1941,1326,1719,1569,1657,1964,2243,1657,1551,1719,1714,2237,1569,1326,2049,1941,2311,1964,1657,1551,2243,2237,2311,1964,1657,1551,2243,2237,2311,1719,2243,2237,1551,1326,1964,2311,1569,1719,2243,1551,1964,1714,1569,1964,1326,1719,2243,2049,1881,1521,2243,1719,NA,70
9,1999,1637,1758,1944,1416,2242,1511,1949,1506,1525,1912,1700,2079,2147,2053,NA,NA,NA,NA,NA,1999,1637,1758,1416,1511,2053,1700,1912,2147,1525,1999,1637,1758,1416,1511,2053,1700,1912,2147,1525,1637,1758,1416,1511,1700,2053,2147,1525,1637,2242,1944,1416,1700,1912,1506,1525,1511,1999,NA,2053,1700,1944,1416,1637,1506,1525,1700,1944,1416,1637,1506,1525,1758,1637,1944,1416,1700,1511,2147,1525,1637,1758,1525,1700,1416,1944,1637,1700,1758,1416,1511,2103,2009,1700,1637,NA,70
14,1597,1975,1893,1516,1419,1891,2050,2372,1947,1923,1580,2003,2015,1721,1428,NA,NA,NA,NA,NA,1597,1975,1893,1516,1419,2372,2003,2050,1947,1721,1597,1975,1893,1516,1419,2372,2003,2050,1947,1721,1597,1975,1516,1419,1893,2003,1947,1721,1597,1975,1516,1419,1893,2003,1947,1721,2015,2050,1923,1428,1975,1516,1419,2003,1947,1721,1975,1516,1419,2003,1947,1721,1597,1975,1516,1419,1893,2003,1947,1721,1597,1975,1419,1893,2003,1516,1597,1975,1891,1516,1947,1643,1776,1893,1597,NA,70
15,1914,1563,1583,1578,1824,1904,1641,1952,1432,1472,1477,1409,2066,2137,1500,NA,NA,NA,NA,NA,1914,1563,1583,1952,1578,1904,1641,1477,1472,1824,1914,1563,1583,1952,1578,1904,1641,1477,1472,1824,1563,1583,1472,1578,1641,1952,1500,1824,1641,1914,1824,1578,1563,1583,1500,1472,1904,1477,2137,1432,1641,1824,1578,1477,1472,1500,1641,1824,1578,1477,1472,1500,1563,1914,1824,1578,1641,1904,1500,1472,1563,1472,1824,1641,1914,1578,1563,1914,1952,1472,1578,2117,2058,1563,1641,NA,70
16,1423,1677,1598,1450,1480,1937,1228,1673,2002,1465,1165,1213,1591,1392,1520,NA,NA,NA,NA,NA,1228,1677,1937,1165,1598,1213,1673,1423,1450,1480,1228,1677,1937,1165,1598,1213,1673,1423,1450,1480,1228,1677,1450,1598,1937,1673,1165,1480,1673,1228,1450,1480,1677,1598,2002,1520,1423,1937,1392,1465,1673,1450,1480,1677,2002,1520,1673,1450,1480,1677,2002,1520,1677,1228,1450,1480,1673,1937,2002,1520,1677,1228,1480,1673,1937,1450,1677,1228,1937,1598,1450,1535,1806,1228,1677,NA,70
17,1778,1751,1946,1915,1359,2211,1574,2223,1814,1139,1817,2178,2300,2193,2122,NA,NA,NA,NA,NA,1946,1751,1778,1915,1359,1817,1574,2223,1814,1139,1946,1751,1778,1915,1359,1817,1574,2223,1814,1139,1751,1778,1915,1359,1946,1574,1814,1139,1751,1778,1814,1915,1574,2300,1139,1359,1946,2211,2122,2193,1751,1814,1915,1574,1139,1359,1574,1814,1915,1751,1139,1359,1751,1778,1915,1359,1946,2223,1139,1814,1751,1778,1359,1946,1574,1915,1751,1946,1778,2223,2211,1822,1553,1778,1751,NA,70
0,1830,1785,2074,1209,1543,1550,2307,1813,2159,2146,2175,1924,1786,2319,2237,NA,NA,NA,NA,NA,1786,1924,1550,1209,2146,1830,1785,1813,2237,1543,1786,1924,1813,2146,1209,1830,1785,1550,2159,1543,1786,1924,1813,1209,1830,1550,2146,1543,2074,1550,2237,1543,1786,1785,2319,2146,1830,1924,1209,2159,1924,2237,1543,1550,2319,2146,1924,2237,1543,1550,2319,2146,1830,1924,2237,1543,1786,1550,2146,1209,1786,1924,1543,1813,1550,1209,1786,1924,1830,1813,2146,1635,2000,1786,1924,NA,71
1,1146,1639,2088,1962,1803,2292,1851,1972,1173,1801,2200,1390,1257,2161,2281,NA,NA,NA,NA,NA,2200,1390,2088,1146,1803,1639,1851,1972,2292,NA,1146,1390,2088,2200,1803,1639,1851,1972,2292,NA,1390,1146,2200,1803,1639,2088,1173,1801,1639,1972,1173,1801,1390,1146,1962,1803,1257,2200,2161,NA,1639,1803,1962,1390,1173,1801,1639,1803,1962,1257,1173,1801,1146,2292,2088,1803,2200,1390,1962,NA,1146,2088,1962,2200,1390,NA,1146,1851,1962,1803,1390,1790,2190,1390,1639,NA,71
2,1605,2097,2012,1087,1427,1930,1773,1161,1116,1783,1661,1149,1541,1289,2013,NA,NA,NA,NA,NA,1605,2097,1161,2012,1087,1541,1773,1149,1930,1783,1605,2097,1161,2012,1087,1541,1773,1149,1930,1783,1605,2097,2012,1087,1930,1773,1161,1783,2012,1773,1783,1116,1605,2097,1087,1427,1930,1149,1289,2013,1773,1116,1783,2097,1087,1427,1773,1116,1783,2097,1087,1427,2097,2012,1087,1427,1773,1605,1116,1783,2097,2012,1087,1773,1605,1783,1161,1605,1773,2012,1783,2171,1965,2012,1161,NA,71
3,1910,1825,1919,2280,2106,1855,1701,2038,1559,2080,2219,1536,2006,1502,2413,NA,NA,NA,NA,NA,2038,1825,1919,2106,2219,1855,1701,1910,2080,2006,1910,1825,1919,2106,2219,1855,1701,2038,2080,2006,1919,1825,2106,2219,1701,2038,2080,2006,1855,1701,2280,1559,2006,1825,2413,1502,1536,1910,2080,2106,1825,2280,1559,1701,2413,1502,2038,2280,1559,1825,2413,1502,1919,1825,2413,2106,2038,1701,2280,2080,1919,1825,2106,1910,2038,2080,1919,1701,1910,2038,1825,1499,2083,1910,1701,NA,71
4,1649,1622,1510,2203,1858,2124,1931,1887,2299,2214,2276,1548,1897,1628,2008,NA,NA,NA,NA,NA,1649,1622,1510,2008,1858,1897,1548,2276,2203,1628,1649,1622,1510,2008,1858,1897,1548,2276,2203,1628,1649,1622,2008,1858,1897,1548,2203,1628,1649,1622,2008,1858,1510,1548,2203,1628,1887,1931,2299,2214,1649,2008,1858,1622,2203,2299,1510,2008,1858,1649,2203,2299,1649,1622,2008,1858,1510,1548,2203,2299,1649,1622,1858,1510,1548,2008,1622,1649,1548,1510,1897,1819,1889,1622,1649,NA,71
5,1675,1238,2057,1638,1646,1546,1856,1562,2136,1762,2086,1859,1323,1490,1793,NA,NA,NA,NA,NA,1546,1238,2057,1675,1490,1562,1856,2086,1638,2136,1546,1238,2057,1675,1490,1562,1856,2086,1638,2136,1238,1675,1546,1490,1856,2057,1638,2136,1675,1238,1638,1646,2086,1856,2136,1762,2057,1323,1490,1793,1675,1638,1646,1238,1490,1762,1675,1638,1646,1238,1490,1762,2057,1238,1638,1646,1546,1856,2136,1762,2057,1238,1646,1546,1856,1490,1238,1856,1675,2057,1546,1843,2145,1238,1546,NA,71
6,1335,1481,1594,1276,2189,1291,1836,2431,2438,1404,1471,1240,1375,1950,1941,NA,NA,NA,NA,NA,1335,1481,1594,1276,1291,1471,1836,2431,1404,2438,1335,1481,1594,1276,1291,1471,1836,2431,1404,2438,1335,1481,1276,2189,1836,1594,1404,2438,1481,1240,1276,2189,1594,1375,2438,1404,1291,1335,1941,1950,1481,1276,2189,1291,2438,1404,1481,1276,2189,1291,2438,1404,1375,1335,1276,1941,1594,1481,1950,1404,NA,1335,1276,1594,1481,1404,NA,1594,1335,1481,1291,1723,1899,1594,1291,NA,71
7,2089,1124,2180,2132,1218,1726,2179,1591,1443,2101,1596,2095,1208,1650,1882,NA,NA,NA,NA,NA,2089,1124,1726,2179,2132,2180,1596,1591,2101,1882,2089,1124,1726,2179,2132,2180,1596,1591,2101,1882,2089,1124,1218,2132,2180,2179,2101,1591,2180,1124,2132,1218,2089,2179,1443,2101,1726,1596,1650,1882,1124,2132,1218,2180,1443,1882,1124,2132,1218,2180,1443,1882,1596,1124,1882,1650,2179,2089,2132,1443,1596,1124,1882,2179,2089,2132,1124,2089,2179,1218,2180,1564,1672,1124,2089,NA,71
8,1964,2243,1332,1960,1551,1903,1794,1719,2311,1102,2261,2077,1326,1216,1567,NA,NA,NA,NA,NA,1964,2243,1332,1102,2311,1903,2077,1794,1960,1551,1964,2243,1332,1102,1551,1903,1794,1719,1960,2311,1794,2243,1960,2311,1964,1332,1102,1551,1332,2077,1102,2311,1964,1794,1960,1551,1719,2243,1216,1567,1794,2311,1102,2243,1960,1551,2243,2311,1102,2077,1960,1551,1332,2243,1964,1551,1903,2077,2261,1960,1332,2243,1551,1964,1903,1567,1964,1551,1332,2311,1903,1521,1881,1964,1332,NA,71
9,1416,1511,1758,1805,2150,1999,2147,2242,1506,1219,1912,2182,2134,2247,2446,NA,NA,NA,NA,NA,1416,1511,1758,1805,2150,1999,2147,2242,1506,2446,1416,1511,1758,1805,2150,1999,2147,2242,1506,2446,1416,1511,1805,2150,1999,2147,1506,2446,2242,2147,1506,2446,1912,2134,2247,1219,1416,1511,1805,2150,2147,1506,2446,2134,2247,1219,2147,1506,2446,2134,2247,1219,1416,1511,1805,2150,1999,2147,1506,2446,1416,1511,1805,1999,2147,1506,1758,1416,2147,1999,1511,1767,2148,1758,2147,NA,71
14,1597,1975,1893,1721,1693,1512,2003,2050,1947,1923,1607,1181,2372,2030,1213,NA,NA,NA,NA,NA,1597,1975,1893,1947,1721,1512,2003,2050,1693,2372,1597,1975,1893,1947,1721,1512,2003,2050,1693,2372,1597,1975,1947,1721,1893,2050,1693,2372,1597,1975,1947,1693,1893,2050,1721,2372,1512,2003,2030,1923,1975,1947,1693,2050,1721,2372,1975,1947,1693,2050,1721,2372,1597,1975,1947,1693,1893,2050,1721,2372,1597,1975,1947,1893,2050,1721,1597,1975,1893,1721,1947,1643,1659,1893,1597,NA,71
15,1914,1477,1583,1432,1472,1952,2017,1904,1921,1500,1695,2066,2381,2137,1447,NA,NA,NA,NA,NA,1904,2017,1952,1432,1921,1914,1477,1583,1447,1500,1904,2017,1952,1432,1921,1914,1477,1583,1447,1500,1904,1952,1921,1432,1583,1914,2017,1447,1904,1952,1472,1500,2381,1914,1921,1432,1695,1477,1447,2137,1914,1472,1500,2381,1921,1432,1914,1472,1500,2381,1921,1432,1904,1952,1432,1472,1914,1477,1921,1500,1904,1952,1472,1914,1477,1921,1952,1472,1583,2017,1500,2058,2103,1952,1914,NA,71
16,1228,1677,1598,1480,1450,1937,2206,1165,2002,1673,1777,1513,1906,1549,1520,NA,NA,NA,NA,NA,1228,1677,1937,1450,1598,1777,2206,1906,1165,1480,1228,1677,1937,1450,1598,1777,2206,1906,1165,1480,1228,1677,1450,1598,1937,2206,1165,1480,1677,1228,2002,1480,1513,1598,1450,1673,2206,1937,1549,1520,1228,2002,1480,1677,1450,1673,1228,2002,1480,1677,1450,1673,1677,1937,1450,1480,1228,1165,2002,1673,1677,1937,1480,1228,1165,1450,1677,1228,1937,1598,1450,1806,2107,1228,1677,NA,71
17,1778,2178,2300,1915,2164,1817,2156,1946,2122,1768,2211,2395,2223,2139,2155,NA,NA,NA,NA,NA,1817,2178,1778,1768,2164,1946,2395,2300,2223,1915,1817,2178,1778,1768,2164,1946,2395,2300,2223,1915,2223,1778,1915,2164,1946,2211,2155,1768,2156,2223,2155,1915,2395,2211,2139,2122,2178,1778,1768,2164,2223,2155,1915,2300,2139,2122,2223,2155,1915,2300,2139,2122,2223,1778,1915,2164,1946,2211,2139,2155,2223,1778,1915,1946,2211,2164,1946,1778,2223,2211,1915,1370,1553,1778,2223,NA,71
0,1830,1785,1813,2146,1209,1857,1924,2480,2159,2438,2538,2230,2074,1961,2237,NA,NA,NA,NA,NA,1813,1924,1830,2159,2146,2480,1785,2230,1857,1209,1813,1924,1830,2159,2146,2074,1785,2230,1857,1209,1924,1830,2159,2146,1813,1785,1857,1209,2074,1785,2237,2438,1857,2230,2159,1209,1830,1924,2146,1961,1924,2237,2438,1785,2159,1209,1924,2237,2438,1785,2159,1209,1830,1924,2159,2146,1813,1785,1209,2438,1830,1924,2146,1813,1785,1209,1924,1830,1813,1785,2146,2000,2560,1924,1813,NA,72
