id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
11,Satoshi Zizagooney,LD,0,EDM,61,66,78552,6,12,18,-16,14,0,0,0,184,0,0,0,9151,NA,NA,NA,0,0,0,94,32,39,144,89,61,53,66,98.4,2.7,3.4,31.4,34.2,1154,1246,48.1,-1.9,854,911,48.4,-1.7,Defense,Defense
20,Bobby Sharp,C,0,ATL,61,66,84976,19,52,71,-4,36,5,16,21,10440,0,0,0,1818,NA,NA,NA,0,0,0,45,43,32,30,219,67,68,63,99.6,2.9,2.9,35.1,33.5,1349,1242,52.1,5.5,985,900,52.3,5.7,Forward,Center
22,Michael Scarn,C,0,HAM,61,66,80908,27,33,60,45,14,3,5,8,3385,0,0,0,4790,NA,NA,NA,0,0,0,112,62,11,6,254,71,74,61,101.1,4.1,1.9,48.1,25.6,1849,931,66.5,-1.7,1353,727,65,-2.9,Forward,Center
23,Monkey D. Luffy,RW,0,BUF,61,66,76660,18,26,44,16,12,5,6,11,3254,0,0,0,382,NA,NA,NA,0,0,0,75,56,26,40,198,62,67,54,99,3.2,2.4,42.2,28.1,1657,1053,61.1,-6.3,1206,804,60,-7.2,Forward,Wing
40,Corey Kennedy,LD,0,CHI,61,66,88204,13,33,46,33,22,5,5,10,10507,0,1,1,4537,NA,NA,NA,0,0,0,104,39,24,107,219,63,64,61,99.2,4,2.4,46,25.1,1739,953,64.6,3.9,1281,718,64.1,3.7,Defense,Defense
44,Parker Smeb,RD,0,CHI,61,66,73894,5,23,28,29,12,0,1,1,108,0,0,0,873,NA,NA,NA,0,0,0,68,34,20,40,140,54,53,53,100.1,3.8,2.3,42.2,26.5,1611,980,62.2,0.2,1173,744,61.2,-0.7,Defense,Defense
47,Nick Connolly,LW,0,MTL,61,66,81534,23,21,44,-15,20,4,6,10,6992,1,1,2,1895,NA,NA,NA,0,0,0,126,40,24,38,200,63,68,55,98.8,2.1,2.9,31.4,37.4,1156,1413,45,5.3,838,1071,43.9,4,Forward,Wing
52,Panda Panico,LW,0,TBB,61,66,66664,21,31,52,21,20,0,0,0,30,1,0,1,3142,NA,NA,NA,0,0,0,96,37,21,40,160,60,68,50,101.6,3.8,2.7,37.4,31,1292,980,56.9,3.3,946,739,56.1,2.8,Forward,Wing
54,Martijn Westbroek,C,0,CHI,61,66,83236,27,41,68,47,6,4,3,7,3128,0,0,0,4254,NA,NA,NA,0,0,0,45,47,16,49,239,62,69,53,102.4,3.9,1.6,44.1,24.9,1738,1029,62.8,1.2,1271,750,62.9,1.8,Forward,Center
55,Daniel Smeb,LW,0,CHI,61,66,73246,16,35,51,17,10,0,0,0,80,0,0,0,2001,NA,NA,NA,0,0,0,28,43,14,1,189,55,62,46,97.6,3.5,2.6,44.7,25.7,1658,937,63.9,2.8,1199,701,63.1,2.1,Forward,Wing
64,Kyle Sutton,LW,0,EDM,61,66,78166,24,28,52,7,18,9,9,18,10432,0,0,0,1496,NA,NA,NA,0,0,0,67,50,31,49,224,65,68,59,100.6,3.3,2.9,37.1,35.1,1260,1225,50.7,2,944,888,51.5,3,Forward,Wing
75,Gabriel Johnson,RD,0,EDM,61,66,85038,6,17,23,-17,20,1,6,7,11173,0,0,0,4347,NA,NA,NA,0,0,0,107,23,32,36,174,59,57,60,98.1,2.5,3.4,32.2,34.9,1194,1247,48.9,-0.7,883,933,48.6,-1.4,Defense,Defense
76,Samuel Michaud,RD,0,HAM,61,66,89139,13,43,56,44,24,7,11,18,12358,0,1,1,4732,NA,NA,NA,0,0,0,162,26,40,147,252,65,65,64,101.3,4.4,2.2,45.3,26.6,1715,948,64.4,-4.9,1268,741,63.1,-5.7,Defense,Defense
86,Aaron Wilson,LW,0,HAM,61,66,80456,34,70,104,59,14,9,16,25,11738,0,0,0,83,NA,NA,NA,0,0,0,100,27,9,3,264,69,83,52,101.7,5.2,2.2,48,23.3,1788,817,68.6,1.5,1293,615,67.8,1.3,Forward,Wing
89,Alexander Roach,C,0,BUF,61,66,87502,28,36,64,39,22,11,7,18,11235,2,0,2,5284,NA,NA,NA,0,0,0,148,35,31,73,247,75,79,65,100.5,3.6,1.7,45.4,23.2,1712,841,67.1,2.6,1255,622,66.9,3.1,Forward,Center
98,Hugh Jazz,LD,0,HAM,61,66,85868,20,47,67,63,8,5,16,21,12448,0,0,0,2403,NA,NA,NA,0,0,0,103,35,32,72,255,70,60,76,102.6,4.8,1.6,47.8,21.6,1880,787,70.5,4.3,1343,592,69.4,3.7,Defense,Defense
105,Axel Foley,LD,0,EDM,61,66,77061,6,28,34,13,24,0,1,1,2228,0,0,0,3665,NA,NA,NA,0,0,0,78,43,35,78,139,56,55,54,101.2,3.4,2.7,34.8,32.1,1246,1213,50.7,1.9,934,892,51.2,2.4,Defense,Defense
107,Elwulf Jericson,LD,0,TBB,61,66,75093,3,23,26,5,12,0,0,0,69,0,1,1,2870,NA,NA,NA,0,0,0,69,46,24,84,97,56,52,59,100.1,2.9,2.7,35.3,33.4,1351,1207,52.8,-2.5,986,918,51.8,-3.4,Defense,Defense
111,Bork Lazer,LD,0,PHI,61,66,84658,7,18,25,-6,79,0,4,4,2992,0,0,0,5367,NA,NA,NA,1,0,1,254,49,53,112,132,75,55,81,100.6,2.7,2.8,31.1,34.6,1235,1394,47,-1.8,906,1021,47,-1.9,Defense,Defense
122,Mika Kandinsky,C,0,TOR,61,66,78607,14,33,47,4,6,0,0,0,277,1,0,1,6161,NA,NA,NA,0,0,0,71,37,25,23,160,59,60,53,97.9,3.3,3.1,38.2,29.4,1376,1123,55.1,4.9,1032,829,55.5,4.6,Forward,Center
123,Jst Maro,C,0,WPG,61,66,68739,5,13,18,-59,18,1,4,5,2980,0,0,0,707,NA,NA,NA,0,0,0,76,20,23,132,63,57,56,56,98.5,1.1,4.2,16.7,51.4,577,1730,25,-1.7,425,1281,24.9,-2.2,Forward,Center
124,Guy LeGrande,C,0,MAN,61,66,62552,6,8,14,-45,6,0,1,1,332,0,0,0,9122,NA,NA,NA,0,0,0,28,29,32,166,53,58,53,60,100.4,1.4,4.4,14.8,50.5,428,1317,24.5,-0.6,313,976,24.3,-0.9,Forward,Center
130,Bobby Lane,RW,0,TOR,61,66,80606,14,40,54,2,10,4,8,12,10145,0,1,1,359,NA,NA,NA,0,0,0,58,33,19,33,208,66,74,56,98.7,3.3,3,37.3,29.7,1318,1096,54.6,4.2,984,808,54.9,3.7,Forward,Wing
147,Luke Thomason,C,0,PHI,61,66,84928,30,26,56,-12,14,8,7,15,10889,0,0,0,147,NA,NA,NA,0,0,0,91,46,26,12,207,66,72,56,98.1,2.6,3.1,31.5,31,1248,1252,49.9,2.7,931,920,50.3,3.1,Forward,Center
150,Jaska Seppala,RW,0,BUF,61,66,80469,33,33,66,40,16,6,9,15,11042,0,0,0,82,NA,NA,NA,0,0,0,77,47,22,18,287,68,75,57,100.8,3.8,1.7,45.8,23,1685,823,67.2,2.7,1231,602,67.2,3.5,Forward,Wing
153,Jax Aittokallio,C,0,MAN,61,66,91689,11,16,27,-61,2,4,2,6,7049,0,0,0,2135,NA,NA,NA,0,0,0,3,38,29,38,120,60,58,58,101.3,1.5,4.1,17.1,53.6,739,2331,24.1,-1.6,535,1700,23.9,-1.8,Forward,Center
157,Mats Marner,LW,0,CHI,61,66,79786,30,40,70,26,14,6,11,17,10154,0,0,0,294,NA,NA,NA,0,0,0,58,52,23,43,263,67,77,55,100.3,3.7,2.4,41.1,27.2,1487,1018,59.4,-3.9,1105,763,59.2,-3.7,Forward,Wing
163,Phineas Gold,C,0,MIN,61,66,84873,20,38,58,16,12,7,16,23,8027,1,0,1,698,NA,NA,NA,0,0,0,99,45,26,67,189,68,67,63,101.8,3,2.1,33.1,28.2,1330,1139,53.9,5.3,990,820,54.7,6.7,Forward,Center
170,Perry Morgan,RD,0,MIN,61,66,72107,6,18,24,7,12,0,0,0,61,0,0,0,3268,NA,NA,NA,0,0,0,116,12,8,46,86,55,53,54,100.7,2.9,2.5,33.3,31.7,1192,1118,51.6,1.8,889,846,51.2,1.5,Defense,Defense
175,Guy Zheng,LW,0,ATL,61,66,88797,16,38,54,-2,22,7,14,21,10211,0,0,0,5125,NA,NA,NA,0,0,0,160,47,24,74,209,67,74,58,99.9,2.9,2.8,34.9,34,1359,1265,51.8,5.1,990,913,52,5.3,Forward,Wing
178,Eko van Otter,LD,0,ATL,61,66,94379,15,30,45,-14,16,7,7,14,11093,0,0,0,5400,NA,NA,NA,0,0,0,120,40,39,125,209,73,65,78,99.3,2.9,3.3,33.4,36.1,1357,1405,49.1,1.1,999,1055,48.6,0.2,Defense,Defense
179,Dick Clapper,RW,0,ATL,61,66,89171,24,29,53,-5,4,6,7,13,10248,0,0,0,5423,NA,NA,NA,0,0,0,108,36,33,82,226,67,74,56,99.5,2.9,3,35,34,1363,1263,51.9,5.2,993,913,52.1,5.4,Forward,Wing
184,Boris Poroshenko,C,0,CHI,61,66,72672,21,31,52,31,16,0,0,0,112,0,0,0,1873,NA,NA,NA,0,0,0,112,37,17,51,174,68,71,59,100.8,3.9,2.3,40.6,26.3,1506,1001,60.1,-2.9,1118,745,60,-2.5,Forward,Center
185,Slap McShotty,C,0,NEW,61,66,86409,18,49,67,25,22,5,14,19,8294,0,1,1,6026,NA,NA,NA,0,0,0,66,42,23,59,194,71,72,65,101.3,3.6,2.4,39.6,30.5,1509,1159,56.6,3.7,1131,861,56.8,3.5,Forward,Center
191,Ola Wagstrom,RW,0,MAN,61,66,85442,15,16,31,-56,20,2,1,3,3164,0,0,0,3864,NA,NA,NA,0,0,0,42,37,37,134,112,58,57,56,99.9,1.5,4,19.2,50.5,750,2076,26.5,2.4,568,1537,27,3.2,Forward,Wing
219,Matt Kholin,LW,0,BUF,61,66,79597,40,28,68,22,14,4,6,10,3322,1,0,1,2841,NA,NA,NA,0,0,0,132,37,20,8,244,68,77,54,99.5,3.5,2.5,44.2,29.3,1643,1083,60.3,-7.7,1232,828,59.8,-7.6,Forward,Wing
226,Austin Roenick,LW,0,LAP,61,66,85201,16,24,40,-23,26,1,4,5,3046,0,0,0,103,NA,NA,NA,0,0,0,59,41,11,6,176,57,65,48,98.5,2.8,3.7,32.9,37.6,1413,1661,46,-3.2,1071,1216,46.8,-2.5,Forward,Wing
227,Gunnar Soderberg,LW,0,CHI,61,66,77094,16,31,47,46,12,2,4,6,3064,0,0,0,130,NA,NA,NA,0,0,0,48,49,26,51,210,67,71,60,102.4,4,1.7,43.7,25,1692,987,63.2,1.7,1235,721,63.1,2.2,Forward,Wing
228,Olivier Cloutier,C,0,WPG,61,63,77593,13,17,30,-62,24,2,2,4,4938,0,0,0,3075,NA,NA,NA,0,0,0,36,30,18,26,101,54,56,50,98.6,1.7,4.8,19.8,49.4,731,1736,29.6,2.6,539,1278,29.7,2.3,Forward,Center
236,Rex Kirkby,LD,0,PHI,61,66,87620,9,29,38,1,6,2,9,11,11322,0,0,0,2701,NA,NA,NA,0,0,0,107,55,40,99,146,65,58,69,101.2,2.6,2.5,31.1,34.8,1206,1405,46.2,-3,897,1030,46.5,-2.6,Defense,Defense
237,Nat Emerson,LW,0,CGY,61,66,86071,27,31,58,-8,16,7,8,15,8240,0,1,1,4517,NA,NA,NA,0,0,0,106,46,32,71,200,65,69,58,98.6,2.7,3,36,34.1,1403,1278,52.3,0.7,1022,972,51.3,0.4,Forward,Wing
249,Frederick Wanesly,LW,0,PHI,61,66,80941,17,23,40,-19,30,2,4,6,3250,0,0,0,2505,NA,NA,NA,0,0,0,64,48,38,88,173,66,68,60,98,2.5,3.2,32,32.8,1266,1331,48.7,0.9,950,986,49.1,1.3,Forward,Wing
255,Rob Wright,RW,0,BAP,61,66,71358,14,18,32,34,36,0,0,0,20,2,0,2,1967,NA,NA,NA,0,0,0,126,40,18,19,130,58,61,51,102.4,3.4,1.8,39.2,28.5,1507,1011,59.8,1.8,1115,735,60.3,1.6,Forward,Wing
260,Zakkira Diporov,RW,0,NOL,61,69,84792,12,15,27,-69,12,2,4,6,3708,0,0,0,931,NA,NA,NA,0,0,0,94,30,12,82,144,56,60,52,96.8,1.4,4.4,22.7,47.6,941,1988,32.1,-2.7,689,1482,31.7,-3.6,Forward,Wing
271,Brennan Kennedy Jr.,LD,0,CGY,61,66,85443,15,28,43,12,17,4,5,9,8375,0,0,0,2799,NA,NA,NA,1,1,0,124,38,24,108,201,69,63,72,99.3,3.3,2.8,38.8,29.6,1539,1128,57.7,8.9,1122,851,56.9,8.9,Defense,Defense
279,Mikael Choybuk,RW,0,CGY,61,66,74954,8,31,39,-5,23,2,2,4,2132,0,0,0,1406,NA,NA,NA,1,0,1,93,38,16,15,138,57,66,46,98.9,2.7,3,35.6,34.1,1372,1260,52.1,0.4,992,962,50.8,-0.4,Forward,Wing
284,Esa Parmborg,C,0,CGY,61,66,88208,19,39,58,6,22,0,5,5,8502,0,0,0,509,NA,NA,NA,0,0,0,115,41,24,70,210,72,72,68,99.5,3.3,3,37.7,32.1,1603,1278,55.6,6,1149,967,54.3,5.2,Forward,Center
285,Barry Batsbak,C,0,CGY,61,66,87526,18,43,61,-6,14,3,14,17,8333,0,0,0,4826,NA,NA,NA,0,0,0,123,55,23,38,229,69,71,64,98.7,2.9,3.1,37.4,34.7,1450,1289,52.9,1.7,1063,1000,51.5,0.8,Forward,Center
291,Maxime Bouchard,LW,0,CGY,61,66,71144,18,15,33,-8,12,1,0,1,63,0,1,1,3348,NA,NA,NA,0,0,0,79,31,12,8,132,57,62,49,99.3,2.6,3,30.8,33.6,1097,1219,47.4,-6.3,792,872,47.6,-4.8,Forward,Wing
299,Chimkin Wing,RW,0,BUF,61,66,71406,11,31,42,36,38,0,0,0,40,0,0,0,1822,NA,NA,NA,0,0,0,44,25,15,26,149,58,67,48,98.1,4.2,2.4,50.8,23.2,1854,832,69,5.6,1353,635,68.1,5,Forward,Wing
301,Karlstrasse Scholz,RD,0,EDM,61,66,78898,14,18,32,-1,29,1,0,1,2125,1,0,1,4822,NA,NA,NA,1,1,0,121,24,25,127,148,63,59,66,100.4,3.1,3.2,34.2,36.9,1282,1337,48.9,-0.7,947,993,48.8,-1.1,Defense,Defense
304,FR Finn-Rhys,LD,0,NEW,61,66,83162,7,25,32,17,36,0,1,1,2251,0,0,0,6507,NA,NA,NA,0,0,0,103,30,29,145,139,62,53,70,100.6,3.8,3,36.4,30.4,1350,1218,52.6,-2.3,1012,895,53.1,-2.1,Defense,Defense
308,Elias Kierkegaard,LD,0,LAP,61,66,92646,11,26,37,-16,10,0,0,0,2324,0,3,3,5878,NA,NA,NA,0,0,0,143,67,47,169,158,66,58,71,98.9,2.8,3.5,34,38.3,1489,1697,46.7,-2,1106,1258,46.8,-2.6,Defense,Defense
310,Tony Pepperoni,C,0,EDM,61,66,79607,18,46,64,8,18,8,16,24,10526,0,0,0,2866,NA,NA,NA,0,0,0,96,42,14,42,188,69,69,64,100.7,3.1,2.7,37.5,35.3,1265,1242,50.5,1.6,945,897,51.3,2.6,Forward,Center
323,Julio Tokolosh,RW,0,EDM,61,66,81114,28,30,58,7,28,8,10,18,10506,0,1,1,3873,NA,NA,NA,0,0,0,50,31,19,100,222,62,69,55,100.3,3.2,2.9,37.5,34.8,1280,1232,51,2.4,961,896,51.8,3.3,Forward,Wing
326,James Truong,LW,0,MTL,61,66,81281,12,32,44,-10,26,3,9,12,7368,0,0,0,125,NA,NA,NA,2,1,1,76,40,20,30,180,58,65,47,99.8,2.6,3.1,31,36.2,1183,1430,45.3,5.7,876,1059,45.3,6.1,Forward,Wing
337,Mathias Seger,LD,0,MIN,61,66,86287,7,18,25,0,14,1,1,2,1818,0,1,1,5715,NA,NA,NA,0,0,0,97,21,24,157,105,65,55,74,100,2.6,2.6,30.1,30.5,1292,1232,51.2,1.3,931,898,50.9,1,Defense,Defense
355,Jon Forty-One,C,0,BAP,61,66,81539,5,39,44,28,24,0,5,5,10805,0,1,1,2833,NA,NA,NA,0,0,0,65,32,31,25,149,70,68,68,102.2,3.4,1.9,38.7,29.1,1459,997,59.4,1.1,1077,723,59.8,1,Forward,Center
356,Collin Gibbles,RD,0,MIN,61,66,87477,7,22,29,-3,14,2,6,8,6691,0,0,0,3040,NA,NA,NA,0,0,0,34,32,39,116,175,62,58,66,100.6,2.7,2.7,29.9,32.2,1256,1261,49.9,-0.7,903,926,49.4,-1.3,Defense,Defense
365,Dwight Knight,C,0,TBB,61,66,71060,21,29,50,19,40,2,1,3,2387,0,0,0,2866,NA,NA,NA,0,0,0,102,39,16,35,145,60,66,50,101.4,3.9,2.8,36.9,31.2,1329,1024,56.5,2.8,971,768,55.8,2.4,Forward,Center
369,Slip McScruff,RD,0,NOL,61,69,86468,2,6,8,-45,26,0,0,0,649,0,0,0,8093,NA,NA,NA,0,0,0,151,33,34,295,52,58,50,64,99.1,1.6,3.8,22.1,45.9,870,1864,31.8,-3.1,646,1374,32,-3.1,Defense,Defense
370,Patric Twist,LW,0,CHI,61,66,79343,14,28,42,14,10,1,2,3,3064,1,0,1,4271,NA,NA,NA,0,0,0,115,37,22,66,174,64,70,55,97.6,3.3,2.6,45.1,26.5,1676,980,63.1,1.6,1223,736,62.4,1.1,Forward,Wing
373,Adam Barron,LD,0,TOR,61,66,90693,12,37,49,20,18,4,9,13,10371,0,0,0,5869,NA,NA,NA,0,0,0,133,20,29,126,213,69,64,72,100.3,3.9,2.8,38.1,27.8,1440,1095,56.8,7.6,1078,819,56.8,6.7,Defense,Defense
380,Calogero Crudelli,RW,0,WPG,61,66,83382,16,13,29,-59,14,4,3,7,6181,0,0,0,2637,NA,NA,NA,0,0,0,22,34,13,39,135,56,58,54,100,1.8,4.6,19.5,49.1,759,1832,29.3,4.7,571,1364,29.5,4.7,Forward,Wing
382,Nick Brain,LW,0,TOR,61,66,77558,15,23,38,-13,22,1,2,3,2925,0,1,1,1763,NA,NA,NA,0,0,0,122,41,30,120,162,61,66,56,98.4,2.2,2.8,30,32,1158,1289,47.3,-6.7,874,929,48.5,-5.9,Forward,Wing
384,Commander Shepard,LW,0,WPG,61,66,85648,12,18,30,-64,28,1,2,3,1457,1,0,1,7416,NA,NA,NA,0,0,0,17,30,39,152,94,59,61,55,99.5,1.8,4.7,19.7,49.1,780,1870,29.4,5,586,1402,29.5,4.8,Forward,Wing
395,Jimmy Wagner,LW,0,LAP,61,66,86172,19,35,54,-10,16,9,12,21,9383,0,0,0,1050,NA,NA,NA,0,0,0,52,49,28,69,251,68,74,59,98.4,2.2,2.6,35.6,33.6,1426,1356,51.3,5.1,1057,998,51.4,4.7,Forward,Wing
406,Dominic Montgomery,LD,0,ATL,61,66,69348,7,15,22,-21,14,0,0,0,154,0,1,1,3647,NA,NA,NA,0,0,0,95,51,34,96,108,59,55,60,97.6,2.5,3.7,32,36.4,1092,1210,47.4,-1.5,805,885,47.6,-1.2,Defense,Defense
408,Zoltan Topalo,RW,0,TBB,61,66,80365,14,27,41,17,10,0,0,0,2066,0,0,0,218,NA,NA,NA,0,0,0,89,27,46,57,171,58,65,50,100.8,3.1,2.3,39.1,32,1622,1283,55.8,2.1,1175,957,55.1,1.5,Forward,Wing
415,Steven Moyer,C,0,CGY,61,66,73143,16,23,39,-8,18,0,4,4,2109,1,0,1,3187,NA,NA,NA,0,0,0,131,43,35,93,136,59,57,56,99.7,2.5,3,30.1,34.6,1081,1249,46.4,-7.7,776,905,46.2,-6.8,Forward,Center
433,Simon LeBlanc,RD,0,ATL,61,66,82016,8,14,22,-4,28,0,4,4,3422,0,0,0,5115,NA,NA,NA,1,1,0,118,38,31,146,136,61,54,65,99.5,2.4,2.6,34.4,34.8,1315,1355,49.3,1.2,982,991,49.8,2,Defense,Defense
435,Disisde Dayudie,LD,0,CHI,61,66,82483,8,26,34,39,12,0,0,0,2493,0,0,0,4626,NA,NA,NA,0,0,0,90,40,54,89,188,65,54,74,99.7,4.2,2.3,45.8,24.6,1777,970,64.7,4.1,1311,723,64.5,4.3,Defense,Defense
437,Oliver Cleary,RD,0,BAP,61,66,86088,19,36,55,42,18,4,12,16,10865,0,0,0,3560,NA,NA,NA,0,0,0,93,24,34,146,249,68,66,69,102.6,4,1.9,43.4,28.4,1624,1069,60.3,2.5,1200,784,60.5,2,Defense,Defense
438,Tony Ford,LD,0,MTL,61,66,78058,10,10,20,-20,20,0,0,0,70,0,0,0,5647,NA,NA,NA,0,0,0,29,38,15,180,78,55,50,60,99.7,2.4,3.4,29.2,39.9,1056,1537,40.7,-1.2,780,1126,40.9,-0.5,Defense,Defense
442,Philipp Winter,C,0,LAP,61,66,65086,17,27,44,-15,18,3,1,4,3246,0,1,1,1355,NA,NA,NA,0,0,0,46,25,19,92,148,60,62,55,98.9,3,3.9,32.9,38.1,1015,1184,46.2,-2.4,769,889,46.4,-2.8,Forward,Center
452,First-Name Last-Name,LW,0,PHI,61,66,85699,24,34,58,16,10,6,9,15,10890,0,0,0,844,NA,NA,NA,0,0,0,61,47,16,63,230,68,75,57,103,3.1,2.2,33.4,36.2,1285,1395,47.9,-0.3,945,1035,47.7,-0.8,Forward,Wing
456,Elijah Jones,LW,0,BAP,61,66,83839,32,39,71,12,16,11,10,21,11120,0,0,0,429,NA,NA,NA,0,0,0,46,46,25,21,286,68,79,53,99,3.5,2.8,41.8,30.2,1617,1097,59.6,1.4,1200,821,59.4,0.3,Forward,Wing
457,Theo Morgan,LW,0,HAM,61,66,81918,39,45,84,45,24,7,16,23,11857,0,0,0,175,NA,NA,NA,0,0,0,75,41,12,4,304,68,80,53,101.8,4,1.6,47.9,25.3,1777,877,67,-1,1300,688,65.4,-2.3,Forward,Wing
470,Lyle Odelein III,LD,0,NOL,61,66,96355,11,25,36,-40,29,6,6,12,8600,0,1,1,4010,NA,NA,NA,1,0,1,192,64,50,279,127,69,57,78,100.5,2.5,4.1,25.6,44,1082,1921,36,0.6,794,1411,36,0.2,Defense,Defense
475,Mika Mayfield,LW,0,MIN,61,66,78403,20,28,48,-10,18,1,2,3,2448,1,0,1,2645,NA,NA,NA,0,0,0,44,36,19,37,191,61,69,53,98.5,2.7,3.2,32.6,32.6,1259,1209,51,1,931,888,51.2,1.4,Forward,Wing
481,Ruslan Zaporozhets,LW,0,TOR,61,66,80419,20,22,42,11,12,0,1,1,2824,0,0,0,5709,NA,NA,NA,0,0,0,148,39,33,22,172,59,63,52,99.9,3.7,3.1,36.4,30.6,1352,1172,53.6,2.7,1005,861,53.9,2.2,Forward,Wing
483,Mack Daddy,LW,0,MTL,61,66,73853,18,14,32,-43,12,0,0,0,5,0,0,0,2543,NA,NA,NA,0,0,0,156,44,19,80,101,54,57,47,99.1,1.9,4,22.2,43.6,852,1659,33.9,-11.2,634,1217,34.3,-10.3,Forward,Wing
490,Jimmy Slothface,C,0,LAP,61,66,92398,21,30,51,-19,30,1,1,2,3229,2,0,2,5595,NA,NA,NA,0,0,0,62,40,31,95,201,65,73,53,98.6,2.8,3.7,33.4,37.4,1456,1685,46.4,-2.6,1093,1239,46.9,-2.5,Forward,Center
492,Piotr Czerkawski,RW,0,LAP,61,66,58453,11,12,23,-4,4,0,0,0,189,0,0,0,100,NA,NA,NA,0,0,0,58,23,11,31,88,53,56,48,99.8,3.1,3.3,34.7,36.6,1000,1119,47.2,-1,768,830,48.1,-0.4,Forward,Wing
500,Bjorn Leppanen,LD,0,TEX,61,66,83975,11,30,41,29,24,0,7,7,2637,3,0,3,8498,NA,NA,NA,0,0,0,110,26,28,81,192,66,55,75,98.5,3.5,2.3,42.8,24.2,1638,885,64.9,4.4,1210,659,64.7,4.6,Defense,Defense
501,Noah Brusky,LD,0,TEX,61,66,82239,8,28,36,26,16,1,4,5,2624,0,2,2,8370,NA,NA,NA,0,0,0,61,49,27,48,128,63,59,65,98.7,3.2,2.2,39.9,23.5,1564,905,63.3,2,1122,680,62.3,0.8,Defense,Defense
507,Bradley Barkov,LD,0,NOL,61,66,63697,9,10,19,-9,8,0,0,0,85,0,0,0,3951,NA,NA,NA,0,0,0,26,27,22,121,87,60,51,68,101.9,2.5,3.1,28.1,43.3,803,1362,37.1,2,609,1011,37.6,2.4,Defense,Defense
509,Josef Kubinec,LW,0,TEX,61,66,67643,22,28,50,25,8,0,0,0,65,0,0,0,331,NA,NA,NA,0,0,0,29,47,19,29,180,62,69,53,99.2,4.4,3.1,44,28.2,1534,936,62.1,0.1,1123,709,61.3,-0.6,Forward,Wing
510,Andreas Kvalheim,C,0,TEX,61,66,74168,28,35,63,17,99,5,5,10,3390,0,0,0,2416,NA,NA,NA,1,1,0,214,39,21,45,219,68,74,57,98.4,3.9,3,43.6,28.4,1547,970,61.5,-0.9,1128,731,60.7,-1.6,Forward,Center
513,William Hartmann,RD,0,EDM,61,66,83710,8,26,34,-9,20,3,9,12,11256,0,1,1,3298,NA,NA,NA,0,0,0,98,39,39,110,200,61,58,63,99.4,3,3.5,33.2,36.3,1192,1289,48,-2,876,939,48.3,-1.9,Defense,Defense
534,Delver Fudgeson,LD,0,HAM,61,66,73398,8,22,30,35,10,0,0,0,318,0,0,0,2028,NA,NA,NA,0,0,0,35,39,27,78,144,62,51,72,98.5,4,2.2,50.1,23.2,1801,854,67.8,0.3,1360,642,67.9,1.5,Defense,Defense
536,Nicholas Owens,LD,0,BUF,61,66,82491,7,31,38,40,12,0,3,3,2989,0,1,1,3350,NA,NA,NA,0,0,0,99,40,29,81,202,63,54,71,100.1,3.8,2,47.3,25.2,1897,982,65.9,0.9,1379,744,65,0.3,Defense,Defense
538,Conner Hutton,RD,0,NOL,61,66,89542,15,23,38,-37,18,0,1,1,1950,0,1,1,3147,NA,NA,NA,0,0,0,94,18,38,126,142,58,59,55,100.5,2.5,4.1,25.7,44.7,1087,1959,35.7,0,799,1447,35.6,-0.5,Defense,Defense
539,Ursin Zimmermann,LD,0,TOR,61,66,75364,11,20,31,-4,21,0,0,0,262,1,0,1,4321,NA,NA,NA,1,0,1,78,45,18,86,130,61,54,65,98.8,2.6,2.9,33.6,32.4,1224,1199,50.5,-1.9,921,880,51.1,-1.9,Defense,Defense
540,Jakob Hamr,LD,0,EDM,61,66,76480,5,22,27,14,64,0,0,0,182,0,0,0,8019,NA,NA,NA,0,0,0,155,38,24,146,92,66,48,81,101.4,3.4,2.6,34.9,31.4,1202,1148,51.1,2.6,900,847,51.5,2.9,Defense,Defense
543,Henrik Lekberg Osterman,C,0,SFP,61,66,89286,18,50,68,22,24,6,10,16,7777,0,3,3,6459,NA,NA,NA,0,0,0,122,32,42,42,227,79,76,75,102.2,3.2,2.2,36.6,33.3,1389,1229,53.1,9,1033,915,53,8.1,Forward,Center
545,Aron Hernadivic,C,0,BUF,61,66,80815,20,48,68,40,10,3,6,9,3432,0,1,1,5413,NA,NA,NA,0,0,0,96,67,32,39,267,75,77,66,98.5,4.2,2.3,50.6,23.1,1909,847,69.3,6,1394,653,68.1,5.1,Forward,Center
547,Joseph Weston,RW,0,CGY,61,66,86150,36,35,71,13,15,9,10,19,8265,0,0,0,143,NA,NA,NA,1,0,1,136,51,34,11,260,67,76,54,100.5,3.3,2.7,37.7,32,1571,1255,55.6,5.8,1124,944,54.4,5.2,Forward,Wing
