id,name,position,league,team,season,gamesPlayed,minutes,wins,losses,ot,shotsAgainst,saves,goalsAgainst,gaa,shutouts,savePct,gameRating,pos,pos_broad
134,Phillip Weaver,G,0,TBB,59,55,3227,18,29,7,1920,1748,172,3.20,4,0.910,73,Goalie,Goalie
135,Mat Smith,G,0,CHI,59,54,3238,38,14,2,1343,1216,127,2.35,3,0.905,66,Goalie,Goalie
168,Separa Borro,G,0,MIN,59,13,687,3,9,0,513,464,49,4.28,0,0.904,69,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,59,53,2931,22,23,4,1757,1588,169,3.46,1,0.904,73,Goalie,Goalie
264,Kata Vilde,G,0,CGY,59,43,2592,24,15,3,1401,1286,115,2.66,3,0.918,77,Goalie,Goalie
331,Markus Tegernako,G,0,MIN,59,56,3292,27,25,2,2151,1981,170,3.10,5,0.921,79,Goalie,Goalie
429,Knox Booth,G,0,LAP,59,54,3241,25,24,5,2077,1917,160,2.96,5,0.923,81,Goalie,Goalie
497,White Goodman,G,0,TEX,59,24,1435,19,5,0,599,551,48,2.01,4,0.920,71,Goalie,Goalie
563,Scoochie Stratton,G,0,EDM,59,55,3213,28,21,4,1853,1692,161,3.01,2,0.913,74,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,59,18,1037,3,14,0,806,731,75,4.34,0,0.907,74,Goalie,Goalie
565,Strom Chamberlain,G,0,WPG,59,55,3182,20,32,3,2204,2016,188,3.54,3,0.915,76,Goalie,Goalie
566,Thor Odinson,G,0,SEA,59,47,2761,27,16,3,1288,1186,102,2.22,7,0.921,76,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,59,42,2526,30,10,2,1177,1086,91,2.16,8,0.923,76,Goalie,Goalie
596,A Jobin,G,0,HAM,59,54,3192,44,9,1,1475,1353,122,2.29,7,0.917,73,Goalie,Goalie
627,Mike Hroch,G,0,ATL,59,21,1072,2,12,2,844,753,91,5.09,0,0.892,69,Goalie,Goalie
629,Frans Eller,G,0,NEW,59,52,2928,19,27,3,2061,1900,161,3.30,2,0.922,79,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,59,52,2925,23,23,4,1641,1487,154,3.16,1,0.906,68,Goalie,Goalie
660,Monty Montgomery,G,0,TOR,59,15,746,6,4,2,305,266,39,3.13,0,0.872,53,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,59,24,1400,18,5,1,646,585,61,2.61,1,0.906,69,Goalie,Goalie
663,Tobias Lindeman,G,0,TBB,59,16,761,2,9,1,523,474,49,3.86,0,0.906,65,Goalie,Goalie
738,"Olli Saarinen, Jr",G,0,NOL,59,52,2978,9,39,4,2322,2115,207,4.17,1,0.911,77,Goalie,Goalie
828,Marques Brownlee,G,0,WPG,59,3,59,0,0,0,43,39,4,4.04,0,0.907,55,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,59,54,3271,41,10,3,1472,1329,143,2.62,1,0.903,70,Goalie,Goalie
837,Shiqa Vitalievich,G,0,CHI,59,13,739,11,1,0,254,232,22,1.79,1,0.913,65,Goalie,Goalie
905,Richard Majors,G,0,LAP,59,15,758,6,3,3,415,374,41,3.24,0,0.901,62,Goalie,Goalie
1091,Sergei Potvinov,G,0,BUF,59,12,717,9,3,0,225,198,27,2.26,0,0.880,55,Goalie,Goalie
1097,Damien Vertigo,G,0,BAP,59,22,1049,1,16,0,920,837,83,4.75,0,0.910,72,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,59,13,745,5,5,1,415,377,38,3.06,0,0.908,69,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,59,53,3026,23,22,4,2020,1870,150,2.97,3,0.926,79,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,59,14,682,6,5,1,304,267,37,3.25,0,0.878,56,Goalie,Goalie
1377,Matvei Stevlaco,G,0,NOL,59,13,557,1,6,0,520,471,49,5.28,0,0.906,68,Goalie,Goalie
1409,Keisuke Suzuki,G,0,EDM,59,6,93,0,0,1,55,51,4,2.56,0,0.927,53,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,59,8,435,2,4,1,320,295,25,3.45,0,0.922,82,Goalie,Goalie
36,Name Redacted,G,0,MAN,60,56,3231,14,38,2,2543,2332,211,3.92,1,0.917,80,Goalie,Goalie
66,Elle Rush,G,0,TEX,60,12,725,11,0,1,217,199,18,1.49,1,0.917,64,Goalie,Goalie
67,Geezus Kryyst,G,0,SFP,60,17,679,0,11,1,494,433,61,5.39,0,0.877,58,Goalie,Goalie
99,Harry Carpet,G,0,TOR,60,54,3253,34,14,6,1735,1594,141,2.60,4,0.919,78,Goalie,Goalie
100,Peter Ramsay,G,0,HAM,60,18,1081,13,4,1,361,325,36,2.00,3,0.900,64,Goalie,Goalie
132,Peter Larson,G,0,PHI,60,29,1465,15,7,0,889,823,66,2.70,0,0.926,78,Goalie,Goalie
134,Phillip Weaver,G,0,TBB,60,56,3184,26,21,6,1793,1642,151,2.85,4,0.916,74,Goalie,Goalie
135,Mat Smith,G,0,CHI,60,54,3186,36,16,2,1660,1526,134,2.52,7,0.919,75,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,60,49,2948,32,16,1,1737,1598,139,2.83,3,0.920,78,Goalie,Goalie
264,Kata Vilde,G,0,CGY,60,39,2303,23,11,4,1178,1087,91,2.37,4,0.923,74,Goalie,Goalie
331,Markus Tegernako,G,0,MIN,60,49,2908,16,28,4,1926,1761,165,3.40,1,0.914,77,Goalie,Goalie
429,Knox Booth,G,0,LAP,60,56,3319,30,22,3,2074,1900,174,3.14,3,0.916,78,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,60,7,367,4,2,0,271,246,25,4.08,1,0.908,68,Goalie,Goalie
496,Jason Voorhees,G,0,TOR,60,13,731,8,4,0,335,302,33,2.71,0,0.901,63,Goalie,Goalie
497,White Goodman,G,0,MTL,60,57,3151,19,30,5,1957,1767,190,3.62,4,0.903,71,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,60,45,2517,15,26,3,1578,1435,143,3.41,1,0.909,70,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,60,49,2899,18,26,5,1819,1646,173,3.58,2,0.905,71,Goalie,Goalie
565,Strom Chamberlain,G,0,WPG,60,45,2476,10,30,2,1955,1795,160,3.88,4,0.918,76,Goalie,Goalie
566,Thor Odinson,G,0,SEA,60,56,3090,24,22,6,1699,1537,162,3.14,1,0.905,68,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,60,54,3263,32,19,3,1623,1483,140,2.57,4,0.914,76,Goalie,Goalie
596,A Jobin,G,0,HAM,60,48,2887,36,11,1,1342,1220,122,2.54,5,0.909,70,Goalie,Goalie
627,Mike Hroch,G,0,ATL,60,13,699,8,3,1,367,334,33,2.83,1,0.910,72,Goalie,Goalie
629,Frans Eller,G,0,NEW,60,19,1098,9,5,3,629,572,57,3.11,1,0.909,71,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,60,55,3292,26,24,4,1781,1635,146,2.66,4,0.918,75,Goalie,Goalie
660,Monty Montgomery,G,0,MAN,60,7,372,1,5,0,254,223,31,4.99,0,0.878,57,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,60,29,1686,15,10,3,999,920,79,2.81,2,0.921,79,Goalie,Goalie
663,Tobias Lindeman,G,0,TBB,60,20,814,3,10,0,455,407,48,3.54,0,0.895,59,Goalie,Goalie
738,"Olli Saarinen, Jr",G,0,NOL,60,19,911,3,9,2,789,717,72,4.74,0,0.909,71,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,60,55,3290,40,9,5,1599,1454,145,2.64,2,0.909,73,Goalie,Goalie
903,Steven Vassallo,G,0,MTL,60,18,826,3,9,0,571,504,67,4.86,0,0.883,60,Goalie,Goalie
905,Richard Majors,G,0,LAP,60,17,654,9,2,0,321,291,30,2.75,1,0.907,61,Goalie,Goalie
1001,Abroop Dhami,G,0,EDM,60,17,833,5,5,2,455,406,49,3.53,1,0.892,60,Goalie,Goalie
1091,Sergei Potvinov,G,0,BUF,60,13,706,11,1,0,195,175,20,1.70,2,0.897,60,Goalie,Goalie
1097,Damien Vertigo,G,0,BAP,60,18,1046,15,1,1,423,398,25,1.43,3,0.941,76,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,60,28,1506,7,14,3,1189,1094,95,3.78,1,0.920,78,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,60,59,3309,20,30,4,2219,2028,191,3.46,0,0.914,75,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,60,56,3161,29,21,4,1774,1611,163,3.09,2,0.908,72,Goalie,Goalie
1409,Keisuke Suzuki,G,0,CHI,60,14,791,9,3,0,266,230,36,2.73,0,0.865,52,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,60,55,3070,11,41,0,2410,2172,238,4.65,0,0.901,72,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,60,20,1106,13,3,2,544,498,46,2.49,2,0.915,70,Goalie,Goalie
1754,Ragnar-Alexandre Ragnarsson-Tremblay,G,0,SEA,60,18,907,7,4,3,477,424,53,3.50,1,0.889,62,Goalie,Goalie
36,Name Redacted,G,0,MAN,61,55,2913,8,39,1,2541,2348,193,3.97,1,0.924,81,Goalie,Goalie
66,Elle Rush,G,0,TEX,61,12,723,10,1,1,196,176,20,1.66,2,0.898,61,Goalie,Goalie
67,Geezus Kryyst,G,0,SFP,61,8,400,2,5,0,286,260,26,3.89,1,0.909,73,Goalie,Goalie
99,Harry Carpet,G,0,TOR,61,58,3242,30,21,3,1675,1535,140,2.59,8,0.916,71,Goalie,Goalie
132,Peter Larson,G,0,PHI,61,24,1171,7,9,3,792,733,59,3.02,2,0.926,75,Goalie,Goalie
135,Mat Smith,G,0,CHI,61,54,3179,32,22,0,1539,1399,140,2.64,2,0.909,70,Goalie,Goalie
168,Separa Borro,G,0,MIN,61,14,779,8,4,0,288,261,27,2.08,2,0.906,62,Goalie,Goalie
198,Meeka Keprosoft,G,0,MTL,61,6,359,2,4,0,241,221,20,3.34,0,0.917,71,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,61,54,3255,37,14,2,1799,1656,143,2.64,3,0.921,78,Goalie,Goalie
264,Kata Vilde,G,0,CGY,61,21,1103,8,7,2,569,512,57,3.10,1,0.900,62,Goalie,Goalie
300,Rusty Remao,G,0,EDM,61,13,711,9,3,0,408,376,32,2.70,1,0.922,69,Goalie,Goalie
429,Knox Booth,G,0,LAP,61,43,2465,17,21,5,1572,1422,150,3.65,2,0.905,72,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,61,23,1043,1,17,0,995,893,102,5.87,0,0.897,66,Goalie,Goalie
496,Jason Voorhees,G,0,TOR,61,14,725,3,8,1,460,414,46,3.81,1,0.900,66,Goalie,Goalie
497,White Goodman,G,0,MTL,61,57,3322,17,33,6,2183,1998,185,3.34,5,0.915,77,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,61,49,2816,23,18,6,1541,1407,134,2.85,5,0.913,72,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,61,54,3257,30,18,6,1831,1676,155,2.86,2,0.915,76,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,61,58,3223,35,13,4,1787,1650,137,2.55,3,0.923,75,Goalie,Goalie
566,Thor Odinson,G,0,SEA,61,55,3201,27,24,3,1860,1692,168,3.15,5,0.910,73,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,61,54,3257,39,14,1,1559,1420,139,2.56,2,0.911,74,Goalie,Goalie
596,A Jobin,G,0,HAM,61,54,3251,46,8,0,1421,1298,123,2.27,4,0.913,71,Goalie,Goalie
627,Mike Hroch,G,0,ATL,61,14,773,5,6,1,490,437,53,4.11,1,0.892,65,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,61,57,3213,27,24,3,1900,1744,156,2.91,5,0.918,73,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,61,50,2899,26,19,4,1713,1575,138,2.86,2,0.919,77,Goalie,Goalie
663,Tobias Lindeman,G,0,WPG,61,25,1233,0,20,1,1222,1098,124,6.03,0,0.899,69,Goalie,Goalie
738,"Olli Saarinen, Jr",G,0,NOL,61,20,1022,7,11,0,745,668,77,4.52,0,0.897,70,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,61,54,3245,36,16,2,1523,1394,129,2.38,4,0.915,74,Goalie,Goalie
903,Steven Vassallo,G,0,TBB,61,17,766,3,10,1,447,400,47,3.68,2,0.895,62,Goalie,Goalie
905,Richard Majors,G,0,MTL,61,8,305,1,3,0,235,211,24,4.71,0,0.898,66,Goalie,Goalie
1091,Sergei Potvinov,G,0,BUF,61,13,731,10,0,2,238,218,20,1.64,2,0.916,66,Goalie,Goalie
1097,Damien Vertigo,G,0,LAP,61,28,1503,14,8,1,934,856,78,3.11,3,0.916,73,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,61,53,2755,3,38,4,2371,2152,219,4.77,0,0.908,73,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,61,56,3284,24,23,7,1952,1802,150,2.74,4,0.923,78,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,61,56,3209,27,25,2,1969,1791,178,3.33,1,0.910,74,Goalie,Goalie
1377,Matvei Stevlaco,G,0,EDM,61,3,62,0,0,0,38,32,6,5.73,0,0.842,48,Goalie,Goalie
1409,Keisuke Suzuki,G,0,CHI,61,14,775,10,1,1,216,194,22,1.70,2,0.898,58,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,61,53,2983,19,26,3,2313,2134,179,3.60,3,0.923,83,Goalie,Goalie
1484,Senji Seteki,G,0,SFP,61,5,300,2,3,0,183,168,15,3.00,0,0.918,75,Goalie,Goalie
1641,Ryan Aaron,G,0,BAP,61,13,746,12,1,0,238,218,20,1.61,2,0.916,63,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,61,54,3197,22,26,6,1874,1707,167,3.13,3,0.911,73,Goalie,Goalie
1754,Ragnar-Alexandre Ragnarsson-Tremblay,G,0,SEA,61,15,770,4,6,2,426,384,42,3.27,2,0.901,65,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,61,12,721,11,0,1,187,172,15,1.25,4,0.920,66,Goalie,Goalie
1901,Benjamin Blue-II,G,0,NEW,61,13,726,6,6,0,320,285,35,2.89,1,0.891,61,Goalie,Goalie
36,Name Redacted,G,0,MAN,62,55,3083,10,40,2,2682,2452,230,4.48,1,0.914,79,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,62,18,899,4,7,3,486,430,56,3.74,0,0.885,61,Goalie,Goalie
99,Harry Carpet,G,0,TOR,62,55,3229,28,22,5,1868,1734,134,2.49,9,0.928,79,Goalie,Goalie
132,Peter Larson,G,0,PHI,62,21,1042,11,4,3,490,439,51,2.94,0,0.896,61,Goalie,Goalie
135,Mat Smith,G,0,CHI,62,54,3272,46,3,5,1621,1508,113,2.07,7,0.930,78,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,62,54,3274,42,10,2,1719,1594,125,2.29,2,0.927,80,Goalie,Goalie
300,Rusty Remao,G,0,EDM,62,15,723,6,5,1,418,382,36,2.99,2,0.914,68,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,62,20,874,1,13,0,701,631,70,4.80,0,0.900,64,Goalie,Goalie
465,Zhen Roza,G,0,CGY,62,25,1308,12,8,2,805,739,66,3.03,3,0.918,73,Goalie,Goalie
496,Jason Voorhees,G,0,TOR,62,14,760,4,7,0,410,373,37,2.92,2,0.910,65,Goalie,Goalie
497,White Goodman,G,0,MTL,62,53,2820,9,36,3,2369,2146,223,4.74,1,0.906,73,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,62,51,2951,21,21,6,1852,1709,143,2.91,2,0.923,77,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,62,55,3203,26,21,5,1758,1597,161,3.02,2,0.908,70,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,62,55,3100,35,15,2,1435,1311,124,2.40,6,0.914,71,Goalie,Goalie
566,Thor Odinson,G,0,SEA,62,50,2867,23,23,3,1613,1461,152,3.18,5,0.906,71,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,62,54,3282,38,10,5,1501,1372,129,2.36,3,0.914,73,Goalie,Goalie
596,A Jobin,G,0,HAM,62,55,3232,37,10,7,1414,1287,127,2.36,8,0.910,69,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,62,47,2813,19,20,7,1760,1592,168,3.58,0,0.905,73,Goalie,Goalie
661,Cale Amundsen,G,0,CGY,62,47,2704,24,15,5,1795,1648,147,3.26,2,0.918,76,Goalie,Goalie
663,Tobias Lindeman,G,0,WPG,62,45,2199,3,38,0,1873,1666,207,5.65,0,0.889,62,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,62,21,1223,5,15,1,875,799,76,3.73,1,0.913,79,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,62,52,3134,38,14,0,1623,1467,156,2.99,3,0.904,73,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,62,44,2500,28,14,1,1213,1110,103,2.47,6,0.915,72,Goalie,Goalie
905,Richard Majors,G,0,MTL,62,25,1162,2,16,0,1078,974,104,5.37,0,0.904,70,Goalie,Goalie
995,Valtteri Aalto,G,0,MIN,62,17,913,6,7,1,613,547,66,4.33,0,0.892,64,Goalie,Goalie
1000,Edward Teach,G,0,TEX,62,13,721,11,2,0,187,173,14,1.16,3,0.925,66,Goalie,Goalie
1091,Sergei Potvinov,G,0,BUF,62,15,841,12,2,0,294,267,27,1.92,4,0.908,64,Goalie,Goalie
1097,Damien Vertigo,G,0,LAP,62,27,1491,14,8,1,797,716,81,3.26,0,0.898,67,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,62,40,1773,2,22,1,1607,1461,146,4.94,0,0.909,70,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,62,49,2837,24,20,3,1586,1443,143,3.02,5,0.910,73,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,62,22,1219,9,8,3,709,644,65,3.20,2,0.908,73,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,62,56,3206,18,32,4,2226,2022,204,3.82,3,0.908,75,Goalie,Goalie
1377,Matvei Stevlaco,G,0,EDM,62,3,46,0,0,0,46,39,7,9.00,0,0.848,46,Goalie,Goalie
1409,Keisuke Suzuki,G,0,CHI,62,12,720,10,2,0,200,174,26,2.17,2,0.870,53,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,62,46,2766,15,26,4,1986,1836,150,3.25,2,0.924,84,Goalie,Goalie
1484,Senji Seteki,G,0,SFP,62,23,1142,6,12,1,648,573,75,3.94,0,0.884,60,Goalie,Goalie
1641,Ryan Aaron,G,0,BAP,62,13,726,10,2,0,215,190,25,2.06,0,0.884,57,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,62,54,3059,25,27,0,1914,1741,173,3.39,1,0.910,74,Goalie,Goalie
1754,Ragnar-Alexandre Ragnarsson-Tremblay,G,0,SEA,62,23,1122,7,6,4,628,577,51,2.73,2,0.919,70,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,62,13,752,9,3,0,252,227,25,1.99,1,0.901,61,Goalie,Goalie
1901,Benjamin Blue-II,G,0,NEW,62,18,791,10,4,0,329,297,32,2.42,3,0.903,62,Goalie,Goalie
36,Name Redacted,G,0,MAN,63,54,3013,8,41,1,2530,2314,216,4.30,1,0.915,80,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,63,13,719,7,5,0,386,354,32,2.67,2,0.917,72,Goalie,Goalie
99,Harry Carpet,G,0,TOR,63,54,3281,31,19,4,1964,1818,146,2.67,5,0.926,80,Goalie,Goalie
134,Phillip Weaver,G,0,CGY,63,16,854,7,7,0,575,530,45,3.16,0,0.922,76,Goalie,Goalie
135,Mat Smith,G,0,CHI,63,55,3220,36,15,3,1425,1299,126,2.35,5,0.912,71,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,63,54,3166,41,11,1,1338,1218,120,2.27,7,0.910,69,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,63,20,957,1,13,2,892,808,84,5.26,0,0.906,69,Goalie,Goalie
465,Zhen Roza,G,0,CGY,63,54,3144,18,30,4,2014,1847,167,3.19,0,0.917,73,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,63,56,3249,28,18,9,1836,1676,160,2.95,2,0.913,73,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,63,57,3226,18,32,4,2272,2068,204,3.79,5,0.910,74,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,63,54,3277,41,12,1,1509,1387,122,2.23,8,0.919,75,Goalie,Goalie
566,Thor Odinson,G,0,PHI,63,16,744,6,4,1,324,287,37,2.98,1,0.886,59,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,63,54,3253,38,14,2,1367,1263,104,1.92,7,0.924,75,Goalie,Goalie
596,A Jobin,G,0,HAM,63,52,3127,40,9,3,1140,1043,97,1.86,10,0.915,69,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,63,41,2451,23,14,3,1448,1323,125,3.06,2,0.914,75,Goalie,Goalie
661,Cale Amundsen,G,0,SEA,63,52,3164,30,16,6,1824,1684,140,2.65,6,0.923,80,Goalie,Goalie
663,Tobias Lindeman,G,0,WPG,63,38,1826,2,27,3,1627,1456,171,5.62,0,0.895,64,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,63,28,1464,14,10,2,886,793,93,3.81,1,0.895,64,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,63,54,3196,30,20,4,1793,1645,148,2.78,4,0.917,78,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,63,55,3282,29,21,5,1627,1455,172,3.14,2,0.894,66,Goalie,Goalie
905,Richard Majors,G,0,MTL,63,19,899,0,11,1,771,710,61,4.07,0,0.921,74,Goalie,Goalie
995,Valtteri Aalto,G,0,MIN,63,39,2179,9,25,3,1433,1293,140,3.85,1,0.902,69,Goalie,Goalie
1000,Edward Teach,G,0,TEX,63,13,731,10,0,2,175,158,17,1.40,5,0.903,61,Goalie,Goalie
1091,Sergei Potvinov,G,0,BAP,63,16,810,13,0,0,239,212,27,2.00,2,0.887,59,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,63,54,3089,14,37,3,2423,2222,201,3.90,1,0.917,78,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,63,44,2152,9,25,0,1738,1578,160,4.46,1,0.908,71,Goalie,Goalie
1268,Nicolae Antonescu,G,0,SFP,63,53,3196,29,19,5,1787,1639,148,2.78,2,0.917,76,Goalie,Goalie
1330,Evgeni Petrov,G,0,ATL,63,28,1548,15,8,3,880,807,73,2.83,1,0.917,77,Goalie,Goalie
1374,Tyler Ward,G,0,EDM,63,25,1316,6,15,1,834,760,74,3.37,4,0.911,73,Goalie,Goalie
1409,Keisuke Suzuki,G,0,BUF,63,14,819,8,1,3,321,292,29,2.12,1,0.910,65,Goalie,Goalie
1413,Jon St. Ark,G,0,NOL,63,45,2550,16,22,2,1717,1575,142,3.34,1,0.917,78,Goalie,Goalie
1484,Senji Seteki,G,0,EDM,63,48,2676,15,22,7,1749,1605,144,3.23,1,0.918,75,Goalie,Goalie
1739,Hugo Gronroos,G,0,MIN,63,32,1811,9,17,3,1178,1056,122,4.04,1,0.896,68,Goalie,Goalie
1754,Ragnar-Alexandre Ragnarsson-Tremblay,G,0,SEA,63,14,838,13,1,0,306,283,23,1.65,4,0.925,72,Goalie,Goalie
1823,Walrus Walrus,G,0,HAM,63,15,845,10,4,0,371,333,38,2.70,2,0.898,61,Goalie,Goalie
1901,Benjamin Blue-II,G,0,NEW,63,18,767,2,10,0,518,462,56,4.38,0,0.892,61,Goalie,Goalie
2179,Lord Skrolk,G,0,CHI,63,14,759,11,1,0,196,175,21,1.66,3,0.893,59,Goalie,Goalie
2249,Tim Allen Jr,G,0,SFP,63,13,785,11,2,0,378,348,30,2.29,4,0.921,73,Goalie,Goalie
2259,Monster The Doctor,G,0,LAP,63,15,711,7,3,1,254,227,27,2.28,3,0.894,60,Goalie,Goalie
2279,IStawp Puques,G,0,TOR,63,12,734,5,3,4,426,390,36,2.94,0,0.915,74,Goalie,Goalie
36,Name Redacted,G,0,MAN,64,53,2833,8,38,1,2453,2268,185,3.92,2,0.925,81,Goalie,Goalie
67,Geezus Kryyst,G,0,TBB,64,14,750,4,7,1,483,435,48,3.84,0,0.901,64,Goalie,Goalie
99,Harry Carpet,G,0,TOR,64,56,3148,18,33,2,2392,2193,199,3.79,3,0.917,79,Goalie,Goalie
134,Phillip Weaver,G,0,CGY,64,16,848,4,8,0,589,532,57,4.03,0,0.903,68,Goalie,Goalie
135,Mat Smith,G,0,CHI,64,54,3248,41,13,0,1726,1609,117,2.16,2,0.932,81,Goalie,Goalie
232,Luca Del Vecchio,G,0,BAP,64,54,3197,36,14,4,1561,1412,149,2.80,1,0.905,69,Goalie,Goalie
432,Mertin Brodeur,G,0,MAN,64,21,1111,2,17,0,988,878,110,5.94,0,0.889,64,Goalie,Goalie
465,Zhen Roza,G,0,CGY,64,54,3128,19,31,4,2198,2007,191,3.66,1,0.913,76,Goalie,Goalie
563,Scoochie Stratton,G,0,PHI,64,49,2815,26,18,3,1739,1598,141,3.01,4,0.919,76,Goalie,Goalie
564,Leo Bloomfield,G,0,NEW,64,53,3016,10,38,3,2330,2117,213,4.24,2,0.909,74,Goalie,Goalie
565,Strom Chamberlain,G,0,TBB,64,54,3236,35,15,4,1689,1540,149,2.76,2,0.912,73,Goalie,Goalie
566,Thor Odinson,G,0,PHI,64,22,1182,12,5,2,669,614,55,2.79,2,0.918,72,Goalie,Goalie
595,Cillian Kavanagh,G,0,TEX,64,54,3232,35,12,7,1594,1452,142,2.64,7,0.911,75,Goalie,Goalie
596,A Jobin,G,0,HAM,64,55,3229,31,20,4,1903,1733,170,3.16,2,0.911,73,Goalie,Goalie
630,Samat Beibitzhanov,G,0,ATL,64,22,1071,10,7,1,542,485,57,3.19,4,0.895,63,Goalie,Goalie
663,Tobias Lindeman,G,0,NEW,64,12,616,2,8,1,478,436,42,4.09,0,0.912,69,Goalie,Goalie
741,Iorek Byrnison,G,0,NOL,64,22,1164,12,6,1,644,592,52,2.68,1,0.919,73,Goalie,Goalie
764,Brick Wall,G,0,MTL,64,13,723,6,5,1,424,390,34,2.82,0,0.920,71,Goalie,Goalie
834,Elizabeth Doyle,G,0,BUF,64,54,3214,36,16,2,1621,1483,138,2.58,3,0.915,76,Goalie,Goalie
849,Olof Karsikko,G,0,LAP,64,53,3200,32,13,8,1679,1539,140,2.62,4,0.917,76,Goalie,Goalie
905,Richard Majors,G,0,MTL,64,7,257,0,2,0,260,239,21,4.89,0,0.919,71,Goalie,Goalie
991,Skating Dino,G,0,BUF,64,13,772,11,1,0,284,254,30,2.33,4,0.894,65,Goalie,Goalie
995,Valtteri Aalto,G,0,MIN,64,5,91,0,0,0,71,65,6,3.94,0,0.915,55,Goalie,Goalie
1000,Edward Teach,G,0,EDM,64,20,906,7,6,1,492,444,48,3.18,0,0.902,62,Goalie,Goalie
1091,Sergei Potvinov,G,0,BAP,64,14,786,10,2,0,295,272,23,1.75,1,0.922,67,Goalie,Goalie
1095,Osada Tamura,G,0,SFP,64,13,700,9,2,0,287,256,31,2.66,1,0.892,60,Goalie,Goalie
1097,Damien Vertigo,G,0,MTL,64,55,2985,17,32,3,2344,2149,195,3.92,2,0.917,77,Goalie,Goalie
1142,Vincent Mietitore,G,0,WPG,64,50,2827,21,22,5,1991,1827,164,3.48,0,0.918,78,Goalie,Goalie
