TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
21,1316,2620,3029,2488,823,1402,1014,3206,3237,2166,1293,2792,3258,3412,1973,NA,NA,NA,NA,NA,1014,2620,2792,2166,2488,3206,3258,1402,1973,3029,1014,2620,2792,2166,2488,3029,3258,3206,1973,1293,2620,1014,2488,2166,2792,1402,823,1973,1316,2620,2166,3237,1293,2792,2488,823,1402,1014,3412,1973,2620,823,2166,1014,2488,1973,1014,2488,823,2620,1973,2166,2620,1014,2488,2166,1402,3206,823,1973,1014,2620,2166,2792,1402,1973,1014,2620,1402,1293,1973,2921,563,1014,2620,NA,70
0,1170,1867,299,1837,1137,2154,1676,1578,2553,3210,3430,1043,3532,3486,3286,NA,NA,NA,NA,NA,2154,1676,1578,2553,1837,1170,1867,299,3286,3210,2154,1676,1578,2553,1837,1170,1867,299,3286,3210,1578,1676,2553,1837,2154,1867,3286,3210,3430,1676,2553,3210,3532,1867,1837,1137,1170,1043,3486,3286,1676,2553,3210,1578,1837,1137,1676,2553,3210,1578,1837,1137,1578,1676,2553,3210,2154,1867,1837,3286,1676,1578,2553,1867,2154,1837,1676,1578,2553,2154,1837,2789,2954,1676,1578,NA,71
1,1464,2668,1082,1276,877,157,3073,1917,1622,2463,768,1282,2983,1969,3572,NA,NA,NA,NA,NA,1464,2668,1082,2463,877,1282,3073,157,1622,1276,1464,2668,1082,2463,877,1282,3073,157,1622,1276,1464,2668,2463,877,3073,1082,1622,1276,2668,1464,1276,2463,1917,1082,1969,877,3073,1282,1622,3572,2668,877,2463,1917,1276,1622,2668,877,2463,1917,1276,1622,2668,1082,877,2463,1917,3073,1622,1276,2668,877,2463,1082,3073,1276,1082,157,768,2668,3073,135,3538,1082,3073,NA,71
2,2200,3011,3368,2945,3028,2728,3541,3102,3355,2949,3048,3127,1239,2974,3247,NA,NA,NA,NA,NA,3368,3011,2728,2974,1239,2200,3127,3102,2945,2949,3368,3011,2728,2974,1239,2200,3127,3102,2945,2949,3368,3011,2974,1239,2200,2728,2945,2949,3541,3048,3028,2945,3127,1239,3355,2949,3011,2728,2974,3247,3541,3028,2945,2728,3355,2949,3541,3028,2945,2728,3355,2949,3368,2728,2974,3028,1239,3011,2945,2949,3011,1239,2974,2728,3028,2945,2728,3011,3368,3127,1239,1052,465,1239,3011,NA,71
3,3352,2477,3499,810,3164,1442,179,2222,1113,1246,2220,1897,150,1389,2930,NA,NA,NA,NA,NA,2220,1897,2477,1113,2930,1442,2222,179,1246,1389,2220,1897,2477,1113,2930,150,2222,179,1246,1389,2220,1897,1113,2930,2222,2477,1246,1389,150,2220,1389,2930,3352,1442,1246,3164,2477,3499,1113,810,3499,1246,2930,1897,1389,810,3499,1246,2930,1897,1389,810,2220,1897,1113,2930,2477,150,1389,1246,2220,150,2930,2222,179,1113,2220,2477,179,1442,150,3521,2312,2220,2477,NA,71
4,1824,2526,2544,851,3197,3165,3176,2641,3338,3434,3497,3065,2958,5,3196,NA,NA,NA,NA,NA,1824,2526,2544,851,3197,3165,3176,2641,3338,3434,1824,2526,2544,851,3197,3165,3176,2641,3338,3434,2526,2544,851,3197,3176,1824,3338,3434,2544,1824,851,3197,2526,3165,3338,3434,3176,2641,5,3196,1824,851,3197,2544,3338,3434,1824,851,3197,2544,3338,3434,2544,1824,851,3197,2526,3165,3338,3434,2544,1824,851,2526,3165,3197,2544,1824,2526,3165,2641,2900,2904,2544,1824,NA,71
5,2404,2652,1172,2976,2370,3310,2768,3418,3356,965,2892,91,1394,732,1213,NA,NA,NA,NA,NA,1394,2652,2404,2370,732,2892,91,3310,1213,2976,1394,2652,2404,1213,732,2892,91,3310,2370,2976,1394,2652,1213,732,2404,91,2370,2976,1172,2652,732,1213,2892,91,3356,2976,3418,2768,2370,965,2652,1213,732,91,3356,2976,2652,1213,732,91,3356,2976,1394,2652,1213,732,2404,91,2976,2370,1394,2652,732,2404,91,1213,91,2404,2652,1394,2768,849,3248,2404,2652,NA,71
6,2682,920,365,3478,3448,3366,2811,3000,941,2919,86,2778,1264,742,105,NA,NA,NA,NA,NA,3366,920,3000,941,105,2682,2811,365,3478,3448,3366,920,3000,941,2919,2682,2811,365,3478,3448,365,920,105,941,2811,2682,3478,3448,2682,3000,941,2919,1264,920,742,105,365,2811,3478,3448,3000,941,2919,2682,742,105,3000,941,2919,2682,742,105,1264,3000,941,2919,365,2811,742,105,1264,3000,941,365,2811,2919,365,2682,105,2919,920,3288,3203,365,2811,NA,71
7,3362,3423,2935,1968,582,3477,3539,2427,2653,3455,3297,2536,1190,3261,1318,NA,NA,NA,NA,NA,3477,3539,2427,1190,582,3362,3423,2935,3455,3261,3477,3539,2427,582,2935,3297,2536,3362,3455,1190,3362,2935,3455,1190,3477,3539,2427,582,3362,3423,2653,1968,1190,2935,1318,582,2427,2536,3455,3261,2935,2653,1968,3423,1318,3455,2935,1968,3455,3423,2653,1318,3362,3423,1968,2935,3477,3539,2427,582,3423,2935,1968,3539,3477,582,3297,3477,2935,1190,2427,992,300,2427,3477,NA,71
8,3008,2946,2548,2901,883,934,3022,1948,790,1881,2043,3222,1835,3275,2909,NA,NA,NA,NA,NA,3008,2946,1948,2901,883,934,3022,2548,1881,790,3008,2946,1948,2901,883,934,3022,2548,1881,790,3008,2946,2901,883,3022,2548,1881,790,1835,3008,1881,883,2548,934,2901,3275,2946,3022,790,2909,1835,1881,883,3008,2901,3275,1835,1881,883,3008,2901,3275,3008,2946,2901,883,934,3022,790,3275,2946,3008,2901,934,3022,883,934,2946,3008,3022,1948,2443,3494,3008,2946,NA,71
9,2962,2886,2952,3245,3050,929,3145,1846,2681,3530,3188,3287,3147,2841,2868,NA,NA,NA,NA,NA,2962,2886,2952,2841,2868,3188,3287,3147,1846,3245,2962,2886,2952,2841,2868,3188,3287,3147,1846,3245,2886,2952,2841,2868,3287,2962,1846,3245,3145,1846,3050,3245,2886,3147,2868,2841,2952,2962,2681,3530,2886,2868,2681,1846,3050,3245,2886,2868,2681,1846,3050,3245,2886,2952,2868,2841,3287,2962,3050,3245,2886,2952,2868,3287,2962,2841,2952,3147,929,2886,2962,2828,3136,2886,929,NA,71
10,3505,3142,3341,3189,3507,3057,3270,3528,3359,3271,3041,3552,3112,2637,356,NA,NA,NA,NA,NA,3505,3142,3341,3359,3507,3112,3270,3528,3189,356,3112,3270,3528,3359,3507,3505,3142,3341,3189,356,3142,3341,3359,3507,3270,3505,3189,356,3552,3041,3189,3271,3142,3505,356,2637,3270,3528,3359,3507,3142,3189,3271,3270,356,2637,3142,3189,3271,3270,356,2637,3142,3341,3189,3507,3270,3505,3359,3271,3142,3341,3189,3270,3505,3271,3341,3270,3112,3142,3057,3516,1912,3528,3505,NA,71
11,2152,1859,1923,1658,2486,2540,2207,2457,2529,2228,3075,3231,1144,841,1194,NA,NA,NA,NA,NA,1923,2207,2457,2529,2486,2152,1859,2540,1658,2228,1923,2207,2457,2529,2486,2152,1859,2540,1658,2228,2457,2207,2529,2486,2152,1859,1658,2228,2457,2207,2529,2486,2540,1859,1658,2228,2152,3231,841,1194,2207,2529,2486,1923,1658,2228,2207,2529,2486,1923,1658,2228,2457,2207,2529,2486,2152,1859,1658,2228,2207,2457,2486,1859,2152,2228,2457,2152,1923,1859,1144,565,2575,1859,2152,NA,71
12,3424,3524,3404,3256,3395,1261,1313,3490,3200,2906,962,1319,1817,3439,1150,NA,NA,NA,NA,NA,3424,3524,3404,1150,1261,962,1313,1817,1319,3395,3424,3524,3404,1150,1261,962,1313,1817,1319,3395,3524,3404,1150,1261,1313,962,1319,3395,1817,1319,3256,3395,3524,1261,2906,1150,3490,3404,3200,3439,1817,3256,3395,1261,2906,1150,1817,3256,3395,1261,2906,1150,3524,1817,3256,3395,1319,3404,3439,1150,3524,3256,3395,1319,3439,1150,3404,3524,1817,3424,1319,3514,3428,1817,1150,NA,71
13,2794,3378,2598,3021,2995,3277,3417,395,3504,1466,17,1804,1564,2661,369,NA,NA,NA,NA,NA,2794,3378,2598,3277,3021,395,3417,1564,1466,2995,2794,3378,2598,3277,3021,395,3417,1564,1466,2995,2794,3378,3277,3021,395,3417,2598,2995,17,3417,1466,369,2598,395,2995,3504,2794,3378,NA,NA,17,1466,369,395,2995,3504,17,1466,369,395,2995,3504,2794,3378,3277,3021,2598,3417,2995,3504,3378,2794,3021,3417,2598,2995,3417,3277,2598,3021,1804,3547,3375,2598,2794,NA,71
14,781,780,1803,1485,1722,2917,1812,1868,3491,3290,3294,2585,1943,3569,2866,NA,NA,NA,NA,NA,781,1812,1803,1485,1722,1868,780,2917,3290,NA,781,1812,1803,1485,1722,1868,780,2917,3290,NA,1812,781,1485,1722,780,1803,3290,NA,1812,780,1485,1722,781,1868,3290,NA,NA,3294,NA,2866,781,1485,1722,780,3290,NA,NA,1485,2866,3294,NA,1722,1812,781,1485,1722,780,1803,3290,2866,1812,781,1485,780,1803,1722,781,780,1803,1812,1943,1413,741,781,780,NA,71
15,2984,2679,1269,2440,3321,3372,3567,3496,3527,2987,510,2474,3134,1497,3185,NA,NA,NA,NA,NA,2984,2679,1269,2440,2987,3372,3567,3496,1497,3185,2984,2679,1269,2440,2987,3372,3567,3496,1497,3185,1269,2679,2440,2987,3372,3567,1497,3185,3496,3134,2440,3321,510,2474,3527,2987,2984,2679,3185,1497,3134,2440,3321,2679,3527,1497,1269,2440,3321,2679,3527,1497,2984,2679,2440,3321,1269,2474,3527,2987,1269,2679,2440,3372,3567,3321,1269,2679,3372,2984,3496,2595,3562,1269,2679,NA,71
18,2920,2455,3003,1701,1143,1751,2564,1970,3178,806,3249,1147,1831,3389,726,NA,NA,NA,NA,NA,2920,2564,2455,1701,1143,1751,1970,1831,726,806,2920,2564,2455,726,1143,1751,1970,1831,1701,806,2455,2564,726,1143,2920,1970,1701,806,2920,2455,1701,1143,2564,1970,3178,806,3003,1831,3389,726,2455,1701,1143,2564,3178,806,2564,1701,1143,726,3178,806,2455,2564,1701,1143,726,1970,2920,806,2455,2564,1143,726,1701,806,2455,2564,2920,1970,726,1306,3273,2564,2455,NA,71
19,1428,2433,1506,2340,2454,2071,3033,1286,1864,1892,2973,1367,3301,3443,3515,NA,NA,NA,NA,NA,1428,2433,1506,2340,2454,2071,3033,1286,1892,1864,1428,2433,1506,2340,2454,2071,3033,1286,1892,1864,2433,1428,2340,2454,3033,1506,1892,1864,2433,1506,2340,2454,3033,1428,1892,1864,1367,2071,3443,3515,1428,2340,2454,3033,1892,1864,1428,2340,2454,3033,1892,1864,2433,1506,2340,2454,3033,1428,1892,1864,2433,1506,2340,3033,1428,1892,2433,1428,1506,3033,NA,2357,566,2433,3033,NA,71
20,1270,645,2947,2547,737,2718,2371,2554,2188,2251,2754,2865,1029,2608,774,NA,NA,NA,NA,NA,2718,2371,2554,2188,2251,1270,645,2947,2547,737,2718,2371,2554,2188,2251,1270,645,2947,2547,737,2371,2554,2188,2251,2718,645,2547,737,2371,1029,737,2188,1270,645,2547,2251,NA,NA,NA,NA,1029,737,2188,2371,2547,2251,1029,737,2188,2371,2547,2251,2371,2554,2251,2188,645,2718,737,2547,2371,2554,2251,645,2718,2188,2554,2718,2371,2947,645,2860,764,2554,2718,NA,71
21,1402,2620,1014,2488,823,1293,2792,3206,3237,2166,1316,3258,3029,3412,1973,NA,NA,NA,NA,NA,1014,2620,2792,2488,3029,3206,3258,1402,1973,2166,1014,2620,2792,2488,3029,3206,3258,1402,1973,2166,2620,1014,2488,2166,2792,1402,823,1973,3029,2620,2166,3237,1316,3258,2488,823,1293,1402,3412,1973,2620,823,2166,1014,2488,1973,2620,2488,823,1014,1973,2166,2620,1014,2488,2166,1402,3206,823,1973,1014,2620,2166,2792,1402,1973,1014,2620,2488,2792,1973,2921,563,1014,2620,NA,71
0,3430,1867,299,3486,3286,2154,1676,1578,2553,3210,1170,3532,3717,1837,1137,NA,NA,NA,NA,NA,2154,1676,1578,2553,3286,3430,1867,299,3210,3486,2154,1676,1578,2553,3286,3430,1867,299,3210,3486,1578,1676,2553,3286,2154,1867,3210,3486,3430,1676,2553,3210,1170,1867,3486,3286,3717,3532,1837,1137,1676,2553,3210,1867,3486,3286,1676,2553,3210,1867,3486,3286,1578,1676,2553,3210,2154,1867,3486,3286,1676,1578,2553,1867,2154,3210,1676,1578,2553,2154,1837,2789,2954,1676,1578,NA,72
1,1464,3073,1082,1276,877,157,2668,1917,1622,2463,768,1282,3687,1969,3185,NA,NA,NA,NA,NA,1464,3073,1082,2463,877,1282,2668,157,1622,1276,1464,3073,1082,2463,877,1282,2668,157,1622,1276,1464,2668,2463,877,3073,1082,1622,1276,2668,1464,1276,2463,1917,1082,1969,877,3073,1282,1622,3185,2668,877,2463,1917,1276,1622,2668,877,2463,1917,1276,1622,3073,1082,877,2463,1917,2668,1622,1276,3073,877,2463,1082,2668,1276,1082,157,3073,2668,768,135,3538,1082,3073,NA,72
2,1144,2728,1239,3028,2949,3368,3127,3102,2945,3355,3541,3011,3048,2974,3678,NA,NA,NA,NA,NA,3368,3011,2728,2974,3028,3541,3127,1239,2945,2949,3368,3011,2728,2974,3028,3541,3127,1239,2945,2949,3368,3011,2974,3028,1239,2728,2945,2949,3541,3011,2945,2974,3127,3368,3028,3355,2728,1239,2949,3678,3011,2945,2974,3541,3028,3355,3011,2945,2974,3541,3028,3355,3368,2728,2974,3028,1239,3011,2945,2949,3011,1239,2974,2728,3028,2945,2728,3011,3368,3127,1239,1052,465,1239,3011,NA,72
3,2220,3604,3719,3226,2930,179,3352,510,3200,3572,1897,1442,1943,810,3164,NA,NA,NA,NA,NA,2220,3604,3719,179,2930,1897,1943,1442,3226,3572,2220,3604,3719,179,2930,1442,1943,1897,3226,3572,2220,3604,1897,2930,179,3719,1442,3226,510,3604,3200,2930,1897,1943,810,3572,3719,2220,3226,3164,1943,3200,2930,2220,810,3572,1943,3200,2930,2220,810,3572,2220,1943,3226,2930,3719,3604,1897,3572,2220,3604,3226,3719,1943,3572,2220,3604,3719,510,179,3588,2117,2220,3604,NA,72
4,1824,3165,2544,3322,3197,2526,3176,2641,3338,3434,3497,3065,2958,5,3196,NA,NA,NA,NA,NA,1824,2544,3165,3497,3197,3176,3065,2641,3322,3434,1824,3165,2544,3497,3197,3176,3065,2641,3322,3434,3165,1824,2544,3197,3065,3497,3176,3322,2958,2544,3434,3197,2641,2526,3322,3196,3176,1824,3338,5,2544,3434,3197,2958,3322,3196,2544,3434,3197,2958,3322,3196,1824,2544,3322,3197,3176,3165,3338,3434,1824,2544,3197,3176,3165,3322,2544,1824,2526,2641,3065,2900,2904,2544,1824,NA,72
5,1394,2652,2892,2976,3356,2404,2768,3310,2370,732,3418,91,3708,3697,1389,NA,NA,NA,NA,NA,1394,2652,2404,2370,2976,2892,91,3310,3356,732,2892,2652,2404,2370,732,1394,91,3310,3356,2976,1394,2652,2370,2976,2404,91,3356,732,2768,2652,732,2976,2892,91,3356,3697,NA,NA,NA,NA,2768,3356,2976,2652,3697,732,2768,NA,732,2652,3356,2976,1394,2652,2976,732,2404,91,2370,3356,1394,2652,2976,2404,91,732,91,2404,2652,1394,2768,849,2514,2652,2404,NA,72
6,3366,3000,365,3478,3448,3599,3663,3666,941,2919,86,2811,2682,742,105,NA,NA,NA,NA,NA,3366,3000,3666,941,105,2682,2811,365,3478,3448,3366,3000,3666,941,2919,2682,2811,365,3478,3448,365,3599,105,941,2811,2682,3478,3448,2682,3000,941,2919,365,2811,742,105,3663,86,3478,3448,3000,941,2919,2682,742,105,3000,941,2919,2682,742,105,3366,3000,941,2919,365,2811,742,105,3366,3000,941,365,2811,2919,365,3666,3366,2682,2811,300,3203,365,2811,NA,72
7,3362,3423,3297,1968,1892,3477,3539,2427,2653,3455,1190,2935,3134,582,3247,NA,NA,NA,NA,NA,3477,3539,2427,1892,3455,3297,3423,3362,2935,582,3477,3539,2427,1892,582,3297,2935,3362,3455,3423,3477,3539,3455,2427,3362,2935,1892,582,3362,3423,1968,1892,1190,2935,2653,3455,2427,3134,3247,582,2935,1968,1892,3423,2653,582,2935,1968,3455,3423,2653,3247,3477,2935,2427,3455,3362,3423,1968,1892,2935,2427,1892,3539,3477,3455,2935,3477,2427,3297,3455,992,2312,2935,2427,NA,72
8,3008,2946,2200,2901,841,934,3022,3677,790,2661,2043,1948,2548,3712,1466,NA,NA,NA,NA,NA,3008,2946,1948,2901,841,2200,3022,2548,790,3712,3008,2946,1948,2901,841,2200,3022,2548,790,3712,3008,2946,2901,841,3022,2548,790,3712,2946,3008,2901,1466,3022,934,790,841,2043,2548,3712,2661,3008,2901,1466,3022,790,841,3008,2901,1466,3022,790,841,3008,2946,2901,841,2200,3022,790,1466,2946,3008,2901,2200,3022,841,2946,3008,2200,3022,1948,3494,2443,3008,2946,NA,72
9,2952,2886,2962,2841,2868,3147,3287,3188,3245,3050,1846,3145,929,2681,3682,NA,NA,NA,NA,NA,2962,2886,2952,2841,2868,3188,3287,3147,1846,3245,2962,2886,2952,2841,2868,3188,3287,3147,1846,3245,2886,2952,2841,2868,3287,2962,1846,3245,3145,1846,3050,3245,2886,3147,2868,2841,929,2962,2681,3682,2886,2868,2681,1846,3050,3245,2886,2868,2681,1846,3050,3245,2886,2952,2868,2841,3287,2962,3050,3245,2886,2952,2868,3287,2962,2841,2952,3147,2886,2962,3287,2828,3136,2886,929,NA,72
10,3505,3142,3341,3189,3507,3528,3270,3112,3359,3271,3041,3552,3057,356,3617,NA,NA,NA,NA,NA,3505,3142,3341,3507,3189,3528,3270,3617,3359,3271,3505,3142,3341,3507,3189,3528,3270,3617,3359,3271,3142,3341,3189,3507,3270,3505,3359,3271,3270,3041,356,3271,3142,3505,3189,3507,3552,3057,3359,3617,3142,356,3271,3270,3189,3507,3142,356,3271,3270,3189,3507,3142,3341,3189,3507,3270,3505,3359,3271,3142,3341,3189,3270,3505,3271,3341,3270,3505,3142,3528,3516,1912,3528,3505,NA,72
11,1923,2207,2457,1194,2486,2152,3231,2540,2529,2228,3075,2433,1859,1658,1113,NA,NA,NA,NA,NA,3075,2207,2457,2529,2486,2152,2433,1859,1658,2228,1923,2207,2457,2529,2486,2152,2433,1859,1658,2228,2457,2207,2529,2486,2152,2433,1658,2228,2457,2207,2228,2486,1859,2433,1658,2529,2152,3231,1113,1194,2207,2228,2486,2433,1658,2529,2207,2228,2486,2433,1658,2529,2457,2207,2529,2486,1859,2433,1658,2228,2207,2457,2486,2540,2433,2529,2457,2152,1923,1859,3075,2575,565,1859,2152,NA,72
12,1817,2585,3424,2906,1150,3662,3524,3404,3395,3256,150,1043,3490,3439,3640,NA,NA,NA,NA,NA,3424,3524,3404,3256,1150,1817,2585,3662,3395,3640,3424,3524,3404,3256,1150,1817,2585,3662,3395,3640,3524,3404,3256,1150,2585,3662,3395,3640,2585,3662,3395,3256,1043,3524,2906,1150,1817,3490,3439,3640,2585,3395,3256,1043,2906,1150,2585,3395,3256,1043,2906,1150,3524,3404,3395,3256,2585,1817,3439,1150,3524,3404,3395,2585,3256,1150,3404,3524,3662,3424,2585,3514,3428,3524,2585,NA,72
13,2794,3378,2598,3021,3504,395,3417,3277,3609,2995,3658,3701,3606,369,1881,NA,NA,NA,NA,NA,2794,3417,3378,2598,3021,3277,3606,3658,395,3609,2794,3417,3378,2598,3021,3277,3606,3658,395,3609,3378,2598,2794,3021,3417,3277,2995,3609,2794,3277,2995,3504,2598,3378,1881,3609,3417,395,3021,369,2598,2995,3504,3277,3021,3609,2598,2995,3504,3277,3021,3609,3378,2598,3021,3504,3417,2794,3609,2995,3378,2598,3021,3417,2794,2995,3378,3277,2598,2794,3417,3547,3635,2598,2794,NA,72
14,781,780,1803,3491,1485,3294,2917,1812,3290,1868,3665,3585,3620,3569,2866,NA,NA,NA,NA,NA,781,780,1803,3290,1485,3294,2917,1812,3491,1868,781,780,1803,3290,1485,3294,2917,1812,3491,1868,1803,781,1868,1485,2917,780,3290,3491,780,781,3491,1485,1812,1803,1868,3290,2917,3294,2866,3569,780,3491,1485,3294,3569,1868,2917,1868,1485,3294,3569,3491,780,781,1485,1868,1812,1803,3491,3290,780,781,1485,1812,1803,1868,781,1803,780,1812,3585,1413,741,780,781,NA,72
15,3496,2984,1269,2440,3321,3372,2679,1172,3527,2987,3661,3670,3567,3578,3389,NA,NA,NA,NA,NA,3372,2984,3567,2440,2987,3496,2679,1269,3527,3578,3372,2984,3567,2440,2987,3496,2679,1269,3527,3578,1269,2984,2440,2987,3372,2679,3527,3578,1172,3670,2440,3321,3661,2679,3527,2987,3496,2984,3578,3389,2679,3527,3321,2984,2440,2987,2679,3527,3321,2984,2440,2987,1269,2984,2440,3321,3496,2679,3527,2987,1269,2984,2440,3372,2679,3321,2984,3372,1269,3661,2679,2595,3562,2984,3372,NA,72
18,1751,2455,3593,1701,1143,3003,2564,2920,3178,726,3249,3645,1970,1722,806,NA,NA,NA,NA,NA,2920,2564,2455,1701,1143,3645,1970,3003,726,3178,2920,2564,2455,1701,1143,3645,1970,3003,726,3178,2455,2564,1701,1143,3003,1970,726,3178,2920,2564,3178,1143,2455,1970,1701,806,3003,3645,NA,726,2920,3178,1143,2455,1701,806,2564,3178,1143,2920,1701,806,2920,2564,3178,1143,2455,1970,726,1701,2920,2564,1143,2455,1701,3178,2564,2920,2455,1970,1143,1306,3615,2564,2920,NA,72
19,1428,3033,1506,2340,2454,2973,2222,2536,1864,1246,1800,1367,1286,3443,3515,NA,NA,NA,NA,NA,1428,3033,1506,2340,2454,2536,2222,1286,1864,1246,1428,3033,1506,2340,2454,2536,2222,1286,1864,1246,3033,1428,2340,2454,2222,1506,1864,1246,3033,1428,2340,2454,2222,1506,1864,1246,2536,2973,3443,3515,3033,2340,2454,1428,1864,1246,3033,2340,2454,1428,1864,1246,3033,1428,2340,2454,2222,1506,1864,1246,3033,1428,2340,2222,1506,2454,1428,1506,3033,2222,2536,2357,566,2222,2536,NA,72
20,2718,2371,2554,2188,2251,2947,645,1029,2547,774,3589,2865,2754,2608,737,NA,NA,NA,NA,NA,2718,2371,2554,2754,2251,2865,645,2947,774,2188,2718,2371,2554,2754,2251,2865,645,2947,774,2188,2718,2371,2865,2251,2947,2554,645,774,1029,2371,2188,737,645,2718,2608,2251,2754,2554,2547,774,1029,2188,737,2371,2608,2251,1029,2188,737,2371,2608,2251,2718,2371,2188,2251,2554,2947,2608,774,2718,2371,2188,2554,2947,2251,2554,2947,2371,2718,2608,764,2860,2718,2554,NA,72
21,1402,1014,2620,2488,823,1316,2792,3258,3237,2166,3720,3029,3206,3412,1973,NA,NA,NA,NA,NA,2792,1014,2620,3029,2488,3206,3720,3258,1973,3237,2792,1014,2620,3029,2488,3206,3720,3258,1973,3237,2620,1014,2488,2166,2792,1402,823,1973,1402,3029,2166,823,1316,2792,1973,3237,3258,1014,3412,2488,3029,823,2166,2792,3412,1973,3029,2166,823,2792,1973,3237,2620,3206,2488,2166,3029,1014,823,1973,1014,2620,2488,2792,3029,2166,2620,1014,2488,2792,1973,2921,563,2620,1014,NA,72
0,2154,1867,3751,3486,3286,3430,1676,1578,2553,3210,299,3532,3717,1837,1137,NA,NA,NA,NA,NA,3430,1676,1578,2553,3286,2154,1867,3751,3210,3486,3430,1676,1578,2553,3286,2154,1867,3751,3210,3486,1578,1676,2553,3286,1867,3430,3210,3486,3430,1676,2553,3210,299,1867,3486,3286,3717,3532,1837,1137,1676,2553,3210,1867,3486,3286,1676,2553,3210,1867,3486,3286,1578,1676,2553,3210,3430,1867,3486,3286,1676,1578,2553,1867,3430,3286,1676,1578,2553,2154,1837,2789,2954,1676,1578,NA,73
1,1464,3073,1082,2463,877,157,2668,1282,1622,1150,768,2679,3687,1969,3185,NA,NA,NA,NA,NA,1464,3073,1082,2463,877,1282,2668,157,1622,1150,1464,3073,1082,2463,877,1282,2668,157,1622,1150,1464,2668,2463,877,3073,1082,1622,1150,2668,1464,1150,2463,3073,1082,1969,877,2679,1282,1622,3185,2668,877,2463,3073,1150,1622,2668,877,2463,3073,1150,1622,3073,1082,877,2463,1464,2668,1622,1150,3073,877,2463,1082,2668,1150,1082,157,3073,2668,768,135,3538,1082,3073,NA,73
2,1394,3011,3102,3028,2949,2728,3127,3368,2945,3355,3879,3541,1239,2974,3678,NA,NA,NA,NA,NA,3368,3011,1394,2974,3028,3541,3127,2728,2945,2949,3368,3011,1394,2974,3028,3541,3127,2728,2945,2949,1394,3011,2974,3028,2728,3368,2945,2949,3541,3368,2945,2974,3127,2728,3028,3355,3011,1394,2949,3678,3541,2945,2974,3127,3028,3355,3541,2945,2974,3127,3028,3355,3368,2728,2974,3028,1394,3011,2945,2949,3011,1394,2974,2728,3028,2945,2728,3011,3368,3127,1239,3635,1052,3368,3011,NA,73
3,179,2865,3604,1113,2930,2220,3735,1170,3888,3200,510,1943,3048,369,1658,NA,NA,NA,NA,NA,2220,3735,3604,179,3888,1170,1943,510,1113,1658,2220,3735,3604,179,3888,1170,1943,510,1113,1658,2220,3604,179,3888,1170,3735,510,1658,510,1170,369,2930,3735,1943,1113,1658,179,2220,3200,3888,1170,1113,2930,3735,369,1658,1170,1113,2930,3735,369,1658,2220,3604,3888,1113,1170,3735,2930,1658,2220,3604,3888,1170,3735,1113,2220,3604,3735,1170,179,3843,3588,2220,3604,NA,73
4,3165,3816,2544,3434,3197,1824,2526,3864,3338,5,2641,3176,2958,3322,3196,NA,NA,NA,NA,NA,1824,3816,2544,3322,3197,3165,2526,3864,3338,3434,1824,3816,2544,3322,3197,3165,2526,3864,3338,3434,3816,2544,3322,3197,3864,1824,3338,3434,1824,2544,3434,3197,3816,3864,3322,3196,2526,2958,3338,5,2544,3434,3197,3864,3338,3196,2544,3434,3197,3864,3338,3196,1824,2544,3322,3197,3816,3864,3338,3434,1824,2544,3197,3816,3864,3338,2544,1824,3816,3864,2526,2900,2904,2544,1824,NA,73
