Game.Id,PlayerId,TeamId,Game.Rating,SA,GA,SV,SV.,TOI,PIM,season
2777,2179,1,0,0,0,0,.00nan,0,0,69
2777,2571,13,0,0,0,0,.00nan,0,0,69
2629,849,5,0,0,0,0,.00nan,0,0,69
2629,1912,10,32,9,3,6,.667,324900,0,69
2629,2189,10,85,50,5,45,.900,3275100,0,69
2629,3078,5,100,28,0,28,1.000,3600000,0,69
2672,566,19,83,12,0,12,1.000,3600000,0,69
2672,1912,10,11,39,10,29,.744,3347350,0,69
2672,2189,10,52,2,0,2,1.000,252650,0,69
2672,2357,19,0,0,0,0,.00nan,0,0,69
2741,465,6,68,51,7,44,.863,3600000,0,69
2741,1330,18,0,0,0,0,.00nan,0,0,69
2741,2514,18,55,14,2,12,.857,3600000,0,69
2741,3203,6,0,0,0,0,.00nan,0,0,69
2696,563,21,0,0,0,0,.00nan,0,0,69
2696,1306,13,97,37,2,35,.946,3548950,0,69
2696,2571,13,0,0,0,0,.00nan,0,0,69
2696,2921,21,100,24,0,24,1.000,3600000,0,69
2644,741,14,0,0,0,0,.00nan,0,0,69
2644,764,20,83,29,2,27,.931,3600000,0,69
2644,1413,14,60,30,4,26,.867,3595500,0,69
2644,2860,20,0,0,0,0,.00nan,0,0,69
2616,566,19,0,0,0,0,.00nan,0,0,69
2616,595,15,0,0,0,0,.00nan,0,0,69
2616,2357,19,70,24,2,22,.917,3546500,0,69
2616,2595,15,100,45,1,44,.978,3600000,0,69
2668,300,7,68,11,0,11,1.000,1303650,0,69
2668,992,7,43,27,5,22,.815,2254750,0,69
2668,2575,11,35,15,4,11,.733,3600000,0,69
2668,2752,11,0,0,0,0,.00nan,0,0,69
2671,99,3,79,52,6,46,.885,3600000,0,69
2671,849,5,65,13,1,12,.923,3600000,0,69
2671,2312,3,0,0,0,0,.00nan,0,0,69
2671,3078,5,0,0,0,0,.00nan,0,0,69
2658,565,8,97,45,3,42,.933,3600000,0,69
2658,2443,8,0,0,0,0,.00nan,0,0,69
2658,2522,0,0,0,0,0,.00nan,0,0,69
2658,2789,0,91,17,0,17,1.000,3600000,0,69
3194,565,8,0,0,0,0,.00nan,0,0,69
3194,2443,8,41,31,6,25,.806,3600000,0,69
3194,2828,9,14,22,7,15,.682,3304350,0,69
3194,3136,9,55,4,0,4,1.000,245150,0,69
2677,135,1,0,0,0,0,.00nan,0,0,69
2677,1912,10,49,60,10,50,.833,3600000,0,69
2677,2179,1,55,20,3,17,.850,3600000,0,69
2677,2189,10,0,0,0,0,.00nan,0,0,69
2687,563,21,66,14,1,13,.929,1614050,0,69
2687,2900,4,38,35,7,28,.800,2793200,0,69
2687,2904,4,42,8,2,6,.750,806800,0,69
2687,2921,21,30,19,5,14,.737,1985950,0,69
2673,1095,12,0,0,0,0,.00nan,0,0,69
2673,2522,0,66,20,2,18,.900,3600000,0,69
2673,2789,0,0,0,0,0,.00nan,0,0,69
2673,3248,12,98,55,3,52,.945,3600000,0,69
2689,741,14,68,22,2,20,.909,3600000,0,69
2689,1052,2,34,10,3,7,.700,477350,0,69
2689,1413,14,0,0,0,0,.00nan,0,0,69
2689,2345,2,64,38,5,33,.868,3122650,0,69
3193,849,5,57,34,5,29,.853,3533500,0,69
3193,2900,4,55,20,3,17,.850,3600000,0,69
3193,2904,4,0,0,0,0,.00nan,0,0,69
3193,3078,5,0,0,0,0,.00nan,0,0,69
2762,1052,2,57,52,8,44,.846,3600000,0,69
2762,1330,18,0,0,0,0,.00nan,0,0,69
2762,2345,2,0,0,0,0,.00nan,0,0,69
2762,2514,18,65,13,1,12,.923,3600000,0,69
3216,99,3,71,42,5,37,.881,3600000,0,69
3216,2312,3,0,0,0,0,.00nan,0,0,69
3216,2828,9,68,16,1,15,.938,3600000,0,69
3216,3136,9,0,0,0,0,.00nan,0,0,69
3200,1330,18,100,36,1,35,.972,3600000,0,69
3200,2514,18,0,0,0,0,.00nan,0,0,69
3200,2575,11,80,37,3,34,.919,3485750,0,69
3200,2752,11,0,0,0,0,.00nan,0,0,69
2699,300,7,0,0,0,0,.00nan,0,0,69
2699,566,19,54,14,2,12,.857,3600000,0,69
2699,992,7,51,31,5,26,.839,3572400,0,69
2699,2357,19,0,0,0,0,.00nan,0,0,69
2661,465,6,64,39,5,34,.872,3557050,0,69
2661,764,20,0,0,0,0,.00nan,0,0,69
2661,2860,20,66,26,3,23,.885,3600000,0,69
2661,3203,6,0,0,0,0,.00nan,0,0,69
2706,1306,13,59,36,5,31,.861,3492450,0,69
2706,1912,10,94,48,4,44,.917,3600000,0,69
2706,2189,10,0,0,0,0,.00nan,0,0,69
2706,2571,13,0,0,0,0,.00nan,0,0,69
2704,565,8,79,35,3,32,.914,3875550,0,69
2704,2443,8,0,0,0,0,.00nan,0,0,69
2704,2900,4,90,34,2,32,.941,3875550,0,69
2704,2904,4,0,0,0,0,.00nan,0,0,69
2702,135,1,81,29,2,27,.931,3600000,0,69
2702,566,19,0,0,0,0,.00nan,0,0,69
2702,2179,1,0,0,0,0,.00nan,0,0,69
2702,2357,19,72,30,3,27,.900,3487300,0,69
2691,849,5,0,0,0,0,.00nan,0,0,69
2691,1052,2,73,43,5,38,.884,3600000,0,69
2691,2345,2,0,0,0,0,.00nan,0,0,69
2691,3078,5,100,27,0,27,1.000,3600000,0,69
2670,741,14,0,0,0,0,.00nan,0,0,69
2670,1413,14,56,33,5,28,.848,3579750,0,69
2670,2522,0,0,0,0,0,.00nan,0,0,69
2670,2789,0,67,26,3,23,.885,3600000,0,69
2623,300,7,0,0,0,0,.00nan,0,0,69
2623,595,15,0,0,0,0,.00nan,0,0,69
2623,992,7,91,29,1,28,.966,3600000,0,69
2623,2595,15,53,33,5,28,.848,3600000,0,69
2714,563,21,94,52,4,48,.923,3877750,0,69
2714,2575,11,82,37,3,34,.919,3877750,0,69
2714,2752,11,0,0,0,0,.00nan,0,0,69
2714,2921,21,0,0,0,0,.00nan,0,0,69
2684,1095,12,0,0,0,0,.00nan,0,0,69
2684,1912,10,80,38,4,34,.895,3681250,0,69
2684,2189,10,0,0,0,0,.00nan,0,0,69
2684,3248,12,81,35,3,32,.914,3681250,0,69
2787,465,6,100,55,3,52,.945,3900000,0,69
2787,1330,18,62,24,3,21,.875,3900000,0,69
2787,2514,18,0,0,0,0,.00nan,0,0,69
2787,3203,6,0,0,0,0,.00nan,0,0,69
2688,849,5,0,0,0,0,.00nan,0,0,69
2688,1052,2,78,32,3,29,.906,3600000,0,69
2688,2345,2,0,0,0,0,.00nan,0,0,69
2688,3078,5,71,35,4,31,.886,3571650,0,69
2647,764,20,33,21,5,16,.762,3510200,0,69
2647,2828,9,85,42,4,38,.905,3600000,0,69
2647,2860,20,0,0,0,0,.00nan,0,0,69
2647,3136,9,0,0,0,0,.00nan,0,0,69
2636,99,3,84,36,3,33,.917,3600000,0,69
2636,595,15,41,20,4,16,.800,3549450,0,69
2636,2312,3,0,0,0,0,.00nan,0,0,69
2636,2595,15,0,0,0,0,.00nan,0,0,69
2679,135,1,43,27,5,22,.815,3600000,0,69
2679,2179,1,0,0,0,0,.00nan,0,0,69
2679,2522,0,0,0,0,0,.00nan,0,0,69
2679,2789,0,100,40,1,39,.975,3600000,0,69
2747,741,14,0,0,0,0,.00nan,0,0,69
2747,1413,14,74,29,3,26,.897,3600000,0,69
2747,2900,4,0,0,0,0,.00nan,0,0,69
2747,2904,4,67,39,5,34,.872,3592750,0,69
2724,563,21,93,44,3,41,.932,3871750,0,69
2724,1330,18,90,45,4,41,.911,3871750,0,69
2724,2514,18,0,0,0,0,.00nan,0,0,69
2724,2921,21,0,0,0,0,.00nan,0,0,69
2774,99,3,0,0,0,0,.00nan,0,0,69
2774,300,7,0,0,0,0,.00nan,0,0,69
2774,992,7,68,14,1,13,.929,3900000,0,69
2774,2312,3,95,33,1,32,.970,3900000,0,69
2736,741,14,53,32,5,27,.844,3600000,0,69
2736,1413,14,0,0,0,0,.00nan,0,0,69
2736,2828,9,93,29,1,28,.966,3600000,0,69
2736,3136,9,0,0,0,0,.00nan,0,0,69
2725,1095,12,98,59,5,54,.915,3600000,0,69
2725,2575,11,64,13,1,12,.923,3600000,0,69
2725,2752,11,0,0,0,0,.00nan,0,0,69
2725,3248,12,0,0,0,0,.00nan,0,0,69
2703,135,1,0,0,0,0,.00nan,0,0,69
2703,1912,10,0,0,0,0,.00nan,0,0,69
2703,2179,1,44,20,4,16,.800,3543300,0,69
2703,2189,10,100,57,2,55,.965,3600000,0,69
2676,565,8,61,37,5,32,.865,3600000,0,69
2676,566,19,0,0,0,0,.00nan,0,0,69
2676,2357,19,63,18,2,16,.889,3600000,0,69
2676,2443,8,0,0,0,0,.00nan,0,0,69
2654,764,20,96,41,3,38,.927,3600000,0,69
2654,2522,0,0,0,0,0,.00nan,0,0,69
2654,2789,0,63,31,4,27,.871,3543150,0,69
2654,2860,20,0,0,0,0,.00nan,0,0,69
2642,595,15,43,3,1,2,.667,434400,0,69
2642,849,5,93,35,2,33,.943,3600000,0,69
2642,2595,15,72,47,6,41,.872,3165600,0,69
2642,3078,5,0,0,0,0,.00nan,0,0,69
3221,99,3,60,6,0,6,1.000,481750,0,69
3221,764,20,55,9,1,8,.889,3600000,0,69
3221,2312,3,68,41,5,36,.878,3118250,0,69
3221,2860,20,0,0,0,0,.00nan,0,0,69
2715,1095,12,0,0,0,0,.00nan,0,0,69
2715,1306,13,0,0,0,0,.00nan,0,0,69
2715,2571,13,55,21,3,18,.857,3600000,0,69
2715,3248,12,62,37,5,32,.865,3600000,0,69
2786,465,6,37,42,8,34,.810,2819750,0,69
2786,563,21,0,0,0,0,.00nan,0,0,69
2786,2921,21,50,17,3,14,.824,3600000,0,69
2786,3203,6,53,8,1,7,.875,780250,0,69
2761,1330,18,87,25,1,24,.960,3600000,0,69
2761,2514,18,0,0,0,0,.00nan,0,0,69
2761,2900,4,0,0,0,0,.00nan,0,0,69
2761,2904,4,73,43,5,38,.884,3600000,0,69
3195,595,15,0,0,0,0,.00nan,0,0,69
3195,741,14,0,0,0,0,.00nan,0,0,69
3195,1413,14,70,22,2,20,.909,3600000,0,69
3195,2595,15,58,41,6,35,.854,3600000,0,69
2759,300,7,0,0,0,0,.00nan,0,0,69
2759,566,19,60,18,2,16,.889,3492700,0,69
2759,992,7,86,26,1,25,.962,3600000,0,69
2759,2357,19,0,0,0,0,.00nan,0,0,69
3209,465,6,55,46,7,39,.848,3600000,0,69
3209,2575,11,0,0,0,0,.00nan,0,0,69
3209,2752,11,100,24,0,24,1.000,3600000,0,69
3209,3203,6,0,0,0,0,.00nan,0,0,69
2698,1052,2,89,34,2,32,.941,3812250,0,69
2698,1306,13,0,0,0,0,.00nan,0,0,69
2698,2345,2,0,0,0,0,.00nan,0,0,69
2698,2571,13,94,42,3,39,.929,3812250,0,69
2745,2575,11,29,18,5,13,.722,3600000,0,69
2745,2752,11,0,0,0,0,.00nan,0,0,69
2745,2828,9,91,35,2,33,.943,3600000,0,69
2745,3136,9,0,0,0,0,.00nan,0,0,69
2701,99,3,80,23,1,22,.957,1729900,0,69
2701,849,5,92,17,0,17,1.000,3600000,0,69
2701,2312,3,21,21,6,15,.714,1870100,0,69
2701,3078,5,0,0,0,0,.00nan,0,0,69
2682,99,3,0,0,0,0,.00nan,0,0,69
2682,2312,3,37,42,8,34,.810,3600000,0,69
2682,2522,0,0,0,0,0,.00nan,0,0,69
2682,2789,0,62,18,2,16,.889,3600000,0,69
2695,565,8,70,28,3,25,.893,3600000,0,69
2695,849,5,42,26,5,21,.808,2265400,0,69
2695,2443,8,0,0,0,0,.00nan,0,0,69
2695,3078,5,43,15,3,12,.800,1334600,0,69
3041,465,6,39,31,6,25,.806,3600000,0,69
3041,1095,12,0,0,0,0,.00nan,0,0,69
3041,3203,6,0,0,0,0,.00nan,0,0,69
3041,3248,12,99,20,0,20,1.000,3600000,0,69
2690,563,21,0,0,0,0,.00nan,0,0,69
2690,764,20,96,20,0,20,1.000,3600000,0,69
2690,2860,20,0,0,0,0,.00nan,0,0,69
2690,2921,21,36,32,7,25,.781,3600000,0,69
2666,135,1,61,23,3,20,.870,3600000,0,69
2666,595,15,52,2,0,2,1.000,412250,0,69
2666,2179,1,0,0,0,0,.00nan,0,0,69
2666,2595,15,66,45,6,39,.867,3187750,0,69
2807,566,19,79,15,0,15,1.000,3111100,0,69
2807,2357,19,28,6,3,3,.500,488900,0,69
2807,2828,9,44,16,3,13,.813,1893100,0,69
2807,3136,9,24,22,6,16,.727,1706900,0,69
2686,135,1,100,35,1,34,.971,3600000,0,69
2686,764,20,39,18,4,14,.778,3600000,0,69
2686,2179,1,0,0,0,0,.00nan,0,0,69
2686,2860,20,0,0,0,0,.00nan,0,0,69
2768,1306,13,30,14,4,10,.714,1742600,0,69
2768,2571,13,60,29,4,25,.862,1857400,0,69
2768,2900,4,100,21,0,21,1.000,3600000,0,69
2768,2904,4,0,0,0,0,.00nan,0,0,69
2728,1095,12,94,50,3,47,.940,3560250,0,69
2728,2575,11,68,22,2,20,.909,3600000,0,69
2728,2752,11,0,0,0,0,.00nan,0,0,69
2728,3248,12,0,0,0,0,.00nan,0,0,69
2655,595,15,50,37,6,31,.838,2957650,0,69
2655,741,14,0,0,0,0,.00nan,0,0,69
2655,1413,14,72,23,2,21,.913,3600000,0,69
2655,2595,15,44,4,1,3,.750,642350,0,69
2941,1052,2,0,0,0,0,.00nan,0,0,69
2941,1912,10,100,41,0,41,1.000,3600000,0,69
2941,2189,10,0,0,0,0,.00nan,0,0,69
2941,2345,2,71,30,3,27,.900,3600000,0,69
2738,300,7,0,0,0,0,.00nan,0,0,69
2738,849,5,83,13,0,13,1.000,3600000,0,69
2738,992,7,49,36,6,30,.833,3600000,0,69
2738,3078,5,0,0,0,0,.00nan,0,0,69
2797,300,7,91,48,4,44,.917,3540050,0,69
2797,992,7,0,0,0,0,.00nan,0,0,69
2797,2575,11,0,0,0,0,.00nan,0,0,69
2797,2752,11,64,19,2,17,.895,3600000,0,69
2750,565,8,0,0,0,0,.00nan,0,0,69
2750,741,14,0,0,0,0,.00nan,0,0,69
2750,1413,14,71,30,3,27,.900,3552400,0,69
2750,2443,8,95,37,2,35,.946,3600000,0,69
2674,99,3,98,62,2,60,.968,3584050,0,69
2674,2312,3,0,0,0,0,.00nan,0,0,69
2674,2522,0,74,8,0,8,1.000,3600000,0,69
2674,2789,0,0,0,0,0,.00nan,0,0,69
2792,1306,13,0,0,0,0,.00nan,0,0,69
2792,2571,13,100,42,2,40,.952,3600000,0,69
2792,2828,9,46,22,4,18,.818,3488950,0,69
2792,3136,9,0,0,0,0,.00nan,0,0,69
2905,1330,18,63,31,4,27,.871,3600000,0,69
2905,2514,18,0,0,0,0,.00nan,0,0,69
2905,2900,4,73,44,5,39,.886,3575450,0,69
2905,2904,4,0,0,0,0,.00nan,0,0,69
2718,465,6,0,0,0,0,.00nan,0,0,69
2718,849,5,100,29,0,29,1.000,3600000,0,69
2718,3078,5,0,0,0,0,.00nan,0,0,69
2718,3203,6,77,40,4,36,.900,3600000,0,69
2656,595,15,0,0,0,0,.00nan,0,0,69
2656,1052,2,0,0,0,0,.00nan,0,0,69
2656,2345,2,60,35,5,30,.857,3600000,0,69
2656,2595,15,93,30,1,29,.967,3600000,0,69
2748,566,19,96,30,1,29,.967,3600000,0,69
2748,1912,10,61,36,5,31,.861,3600000,0,69
2748,2189,10,0,0,0,0,.00nan,0,0,69
2748,2357,19,0,0,0,0,.00nan,0,0,69
2822,563,21,0,0,0,0,.00nan,0,0,69
2822,2828,9,0,0,0,0,.00nan,0,0,69
2822,2921,21,97,20,0,20,1.000,3600000,0,69
2822,3136,9,90,46,4,42,.913,3600000,0,69
2808,566,19,0,0,0,0,.00nan,0,0,69
2808,1330,18,72,30,3,27,.900,3600000,0,69
2808,2357,19,100,36,0,36,1.000,3600000,0,69
2808,2514,18,0,0,0,0,.00nan,0,0,69
3222,764,20,91,34,2,32,.941,3600000,0,69
3222,2860,20,0,0,0,0,.00nan,0,0,69
3222,2900,4,55,33,5,28,.848,3600000,0,69
3222,2904,4,0,0,0,0,.00nan,0,0,69
2753,565,8,100,34,1,33,.971,3600000,0,69
2753,1912,10,17,13,5,8,.615,1339800,0,69
2753,2189,10,57,35,5,30,.857,2260200,0,69
2753,2443,8,0,0,0,0,.00nan,0,0,69
2709,135,1,56,28,4,24,.857,3527000,0,69
2709,2179,1,0,0,0,0,.00nan,0,0,69
2709,2575,11,84,31,2,29,.935,3600000,0,69
2709,2752,11,0,0,0,0,.00nan,0,0,69
2726,465,6,0,0,0,0,.00nan,0,0,69
2726,1095,12,0,0,0,0,.00nan,0,0,69
2726,3203,6,100,47,2,45,.957,3600000,0,69
2726,3248,12,71,36,4,32,.889,3525800,0,69
2681,1052,2,0,0,0,0,.00nan,0,0,69
2681,2345,2,84,59,6,53,.898,3600000,0,69
2681,2522,0,64,25,3,22,.880,3600000,0,69
2681,2789,0,0,0,0,0,.00nan,0,0,69
2678,99,3,58,53,8,45,.849,3600000,0,69
2678,764,20,0,0,0,0,.00nan,0,0,69
2678,2312,3,0,0,0,0,.00nan,0,0,69
2678,2860,20,63,11,1,10,.909,3600000,0,69
3047,300,7,0,0,0,0,.00nan,0,0,69
3047,992,7,53,37,6,31,.838,3600000,0,69
3047,1306,13,0,0,0,0,.00nan,0,0,69
3047,2571,13,82,22,1,21,.955,3600000,0,69
2713,1052,2,0,0,0,0,.00nan,0,0,69
2713,1095,12,0,0,0,0,.00nan,0,0,69
2713,2345,2,69,33,4,29,.879,3600000,0,69
2713,3248,12,57,35,5,30,.857,3563200,0,69
3224,849,5,82,22,1,21,.955,3600000,0,69
3224,2828,9,57,35,5,30,.857,3600000,0,69
3224,3078,5,0,0,0,0,.00nan,0,0,69
3224,3136,9,0,0,0,0,.00nan,0,0,69
2740,741,14,0,0,0,0,.00nan,0,0,69
2740,1413,14,64,26,3,23,.885,3600000,0,69
2740,1912,10,0,0,0,0,.00nan,0,0,69
2740,2189,10,81,41,4,37,.902,3574050,0,69
2820,563,21,0,0,0,0,.00nan,0,0,69
2820,1330,18,100,38,1,37,.974,3600000,0,69
2820,2514,18,0,0,0,0,.00nan,0,0,69
2820,2921,21,58,23,3,20,.870,3532400,0,69
2785,465,6,0,0,0,0,.00nan,0,0,69
2785,2900,4,49,23,4,19,.826,3600000,0,69
2785,2904,4,0,0,0,0,.00nan,0,0,69
2785,3203,6,100,51,2,49,.961,3600000,0,69
3068,1306,13,0,0,0,0,.00nan,0,0,69
3068,2571,13,55,33,5,28,.848,3600000,0,69
3068,2900,4,66,14,1,13,.929,3600000,0,69
3068,2904,4,0,0,0,0,.00nan,0,0,69
2737,565,8,40,30,6,24,.800,3600000,0,69
2737,1095,12,34,38,8,30,.789,3575500,0,69
2737,2443,8,0,0,0,0,.00nan,0,0,69
2737,3248,12,0,0,0,0,.00nan,0,0,69
2723,764,20,0,0,0,0,.00nan,0,0,69
2723,1912,10,0,0,0,0,.00nan,0,0,69
2723,2189,10,93,42,3,39,.929,3600000,0,69
2723,2860,20,57,29,4,25,.862,3509300,0,69
2788,465,6,0,0,0,0,.00nan,0,0,69
2788,2575,11,87,15,0,15,1.000,3600000,0,69
2788,2752,11,0,0,0,0,.00nan,0,0,69
2788,3203,6,73,56,7,49,.875,3600000,0,69
2813,849,5,75,38,4,34,.895,3567900,0,69
2813,1330,18,71,23,2,21,.913,3600000,0,69
2813,2514,18,0,0,0,0,.00nan,0,0,69
2813,3078,5,0,0,0,0,.00nan,0,0,69
2912,300,7,0,0,0,0,.00nan,0,0,69
2912,563,21,82,23,1,22,.957,3600000,0,69
2912,992,7,61,43,6,37,.860,3600000,0,69
2912,2921,21,0,0,0,0,.00nan,0,0,69
2722,764,20,62,22,3,19,.864,3600000,0,69
2722,1052,2,0,0,0,0,.00nan,0,0,69
2722,2345,2,57,47,7,40,.851,3600000,0,69
2722,2860,20,0,0,0,0,.00nan,0,0,69
3180,1306,13,0,0,0,0,.00nan,0,0,69
3180,2522,0,79,20,0,20,1.000,2126050,0,69
3180,2571,13,100,49,4,45,.918,3900000,0,69
3180,2789,0,30,13,4,9,.692,1773950,0,69
2711,135,1,75,31,3,28,.903,3881850,0,69
2711,741,14,94,33,1,32,.970,3363000,0,69
2711,1413,14,32,9,3,6,.667,518850,0,69
2711,2179,1,0,0,0,0,.00nan,0,0,69
2675,595,15,0,0,0,0,.00nan,0,0,69
2675,2595,15,75,45,5,40,.889,3590000,0,69
2675,2828,9,60,29,4,25,.862,3600000,0,69
2675,3136,9,0,0,0,0,.00nan,0,0,69
2685,595,15,96,50,3,47,.940,3577550,0,69
2685,1095,12,0,0,0,0,.00nan,0,0,69
2685,2595,15,0,0,0,0,.00nan,0,0,69
2685,3248,12,94,29,1,28,.966,3600000,0,69
2769,741,14,0,0,0,0,.00nan,0,0,69
2769,1330,18,100,35,1,34,.971,3600000,0,69
2769,1413,14,75,39,4,35,.897,3600000,0,69
2769,2514,18,0,0,0,0,.00nan,0,0,69
2716,135,1,0,0,0,0,.00nan,0,0,69
2716,1912,10,0,0,0,0,.00nan,0,0,69
2716,2179,1,84,25,1,24,.960,3600000,0,69
2716,2189,10,44,45,8,37,.822,3600000,0,69
2683,99,3,0,0,0,0,.00nan,0,0,69
2683,2312,3,98,59,4,55,.932,3600000,0,69
2683,2522,0,0,0,0,0,.00nan,0,0,69
2683,2789,0,83,22,1,21,.955,3600000,0,69
2775,849,5,68,22,2,20,.909,3600000,0,69
2775,2828,9,0,0,0,0,.00nan,0,0,69
2775,3078,5,0,0,0,0,.00nan,0,0,69
2775,3136,9,73,43,5,38,.884,3600000,0,69
2730,566,19,73,19,1,18,.947,3600000,0,69
2730,1095,12,57,45,7,38,.844,2703500,0,69
2730,2357,19,0,0,0,0,.00nan,0,0,69
2730,3248,12,62,14,1,13,.929,896500,0,69
2943,300,7,0,0,0,0,.00nan,0,0,69
2943,563,21,0,0,0,0,.00nan,0,0,69
2943,992,7,96,44,2,42,.955,3567450,0,69
2943,2921,21,86,26,1,25,.962,3600000,0,69
2849,300,7,98,51,4,47,.922,3600000,0,69
2849,992,7,0,0,0,0,.00nan,0,0,69
2849,1330,18,0,0,0,0,.00nan,0,0,69
2849,2514,18,79,22,1,21,.955,3600000,0,69
2751,135,1,85,56,6,50,.893,3536300,0,69
2751,2179,1,0,0,0,0,.00nan,0,0,69
2751,2575,11,46,27,5,22,.815,3600000,0,69
2751,2752,11,0,0,0,0,.00nan,0,0,69
2919,465,6,0,0,0,0,.00nan,0,0,69
2919,563,21,0,0,0,0,.00nan,0,0,69
2919,2921,21,82,28,2,26,.929,3600000,0,69
2919,3203,6,89,53,5,48,.906,3600000,0,69
2708,565,8,80,32,2,30,.938,3600000,0,69
2708,595,15,0,0,0,0,.00nan,0,0,69
2708,2443,8,0,0,0,0,.00nan,0,0,69
2708,2595,15,100,39,1,38,.974,3600000,0,69
2700,1052,2,26,6,3,3,.500,656300,0,69
2700,2345,2,60,54,8,46,.852,2943700,0,69
2700,2900,4,0,0,0,0,.00nan,0,0,69
2700,2904,4,72,18,1,17,.944,3600000,0,69
2866,1306,13,0,0,0,0,.00nan,0,0,69
2866,2571,13,89,32,2,30,.938,3600000,0,69
2866,2828,9,55,28,4,24,.857,3527550,0,69
2866,3136,9,0,0,0,0,.00nan,0,0,69
2693,566,19,0,0,0,0,.00nan,0,0,69
2693,2357,19,77,27,2,25,.926,3600000,0,69
2693,2522,0,0,0,0,0,.00nan,0,0,69
2693,2789,0,65,26,3,23,.885,3600000,0,69
2719,1052,2,0,0,0,0,.00nan,0,0,69
2719,2345,2,76,51,6,45,.882,3600000,0,69
2719,2900,4,0,0,0,0,.00nan,0,0,69
2719,2904,4,68,16,1,15,.938,3600000,0,69
2773,465,6,0,0,0,0,.00nan,0,0,69
2773,741,14,0,0,0,0,.00nan,0,0,69
2773,1413,14,89,16,0,16,1.000,3600000,0,69
2773,3203,6,98,42,1,41,.976,3564300,0,69
2733,565,8,0,0,0,0,.00nan,0,0,69
2733,764,20,64,31,4,27,.871,3600000,0,69
2733,2443,8,57,34,5,29,.853,3559750,0,69
2733,2860,20,0,0,0,0,.00nan,0,0,69
2734,99,3,0,0,0,0,.00nan,0,0,69
2734,1912,10,75,27,2,25,.926,3569350,0,69
2734,2189,10,0,0,0,0,.00nan,0,0,69
2734,2312,3,98,43,1,42,.977,3600000,0,69
2694,849,5,89,39,3,36,.923,3600000,0,69
2694,2522,0,0,0,0,0,.00nan,0,0,69
2694,2789,0,85,42,4,38,.905,3581550,0,69
2694,3078,5,0,0,0,0,.00nan,0,0,69
2756,99,3,0,0,0,0,.00nan,0,0,69
2756,2312,3,73,61,8,53,.869,3600000,0,69
2756,2575,11,0,0,0,0,.00nan,0,0,69
2756,2752,11,61,24,3,21,.875,3600000,0,69
2862,563,21,0,0,0,0,.00nan,0,0,69
2862,566,19,0,0,0,0,.00nan,0,0,69
2862,2357,19,31,32,7,25,.781,3600000,0,69
2862,2921,21,60,23,3,20,.870,3600000,0,69
2732,135,1,58,28,4,24,.857,3900000,0,69
2732,2179,1,0,0,0,0,.00nan,0,0,69
2732,2900,4,78,41,4,37,.902,3900000,0,69
2732,2904,4,0,0,0,0,.00nan,0,0,69
2731,1052,2,87,25,1,24,.960,2939000,0,69
2731,1095,12,0,0,0,0,.00nan,0,0,69
2731,2345,2,33,14,4,10,.714,661000,0,69
2731,3248,12,62,42,6,36,.857,3579350,0,69
2827,2575,11,79,35,3,32,.914,3600000,0,69
2827,2752,11,0,0,0,0,.00nan,0,0,69
2827,2828,9,0,0,0,0,.00nan,0,0,69
2827,3136,9,100,41,0,41,1.000,3600000,0,69
2821,741,14,55,14,2,12,.857,3600000,0,69
2821,1306,13,50,1,0,1,1.000,242050,0,69
2821,1413,14,0,0,0,0,.00nan,0,0,69
2821,2571,13,37,29,6,23,.793,3357950,0,69
2831,300,7,0,0,0,0,.00nan,0,0,69
2831,849,5,0,0,0,0,.00nan,0,0,69
2831,992,7,90,39,3,36,.923,3600000,0,69
2831,3078,5,81,23,1,22,.957,3600000,0,69
2746,764,20,64,39,5,34,.872,3552500,0,69
2746,1330,18,78,38,4,34,.895,3600000,0,69
2746,2514,18,0,0,0,0,.00nan,0,0,69
2746,2860,20,0,0,0,0,.00nan,0,0,69
2770,300,7,77,32,3,29,.906,3545600,0,69
2770,764,20,0,0,0,0,.00nan,0,0,69
2770,992,7,0,0,0,0,.00nan,0,0,69
2770,2860,20,71,23,2,21,.913,3600000,0,69
2749,1095,12,78,52,6,46,.885,3600000,0,69
2749,2828,9,88,25,1,24,.960,3600000,0,69
2749,3136,9,0,0,0,0,.00nan,0,0,69
2749,3248,12,0,0,0,0,.00nan,0,0,69
2712,595,15,0,0,0,0,.00nan,0,0,69
2712,2595,15,52,38,6,32,.842,3600000,0,69
2712,2900,4,88,24,1,23,.958,3600000,0,69
2712,2904,4,0,0,0,0,.00nan,0,0,69
2721,565,8,58,35,5,30,.857,3544300,0,69
2721,2443,8,0,0,0,0,.00nan,0,0,69
2721,2522,0,0,0,0,0,.00nan,0,0,69
2721,2789,0,83,33,3,30,.909,3600000,0,69
2836,99,3,0,0,0,0,.00nan,0,0,69
2836,465,6,0,0,0,0,.00nan,0,0,69
2836,2312,3,96,35,1,34,.971,3900000,0,69
2836,3203,6,98,31,1,30,.968,3900000,0,69
2883,563,21,62,13,1,12,.923,1434950,0,69
2883,1330,18,95,50,4,46,.920,3600000,0,69
2883,2514,18,0,0,0,0,.00nan,0,0,69
2883,2921,21,35,16,4,12,.750,2135450,0,69
2754,565,8,57,22,3,19,.864,3600000,0,69
2754,1052,2,0,0,0,0,.00nan,0,0,69
2754,2345,2,74,54,7,47,.870,3600000,0,69
2754,2443,8,0,0,0,0,.00nan,0,0,69
