id,name,position,league,team,season,gamesPlayed,timeOnIce,goals,assists,points,plusMinus,pim,ppGoals,ppAssists,ppPoints,ppTimeOnIce,shGoals,shAssists,shPoints,shTimeOnIce,gwg,faceoffs,faceoffWins,fights,fightWins,fightLosses,hits,giveaways,takeaways,shotsBlocked,shotsOnGoal,gameRating,offensiveGameRating,defensiveGameRating,rookie,advancedStats_PDO,advancedStats_GF60,advancedStats_GA60,advancedStats_SF60,advancedStats_SA60,advancedStats_CF,advancedStats_CA,advancedStats_CFPct,advancedStats_CFPctRel,advancedStats_FF,advancedStats_FA,advancedStats_FFPct,advancedStats_FFPctRel,pos,pos_broad
889,Jesper Aittokallio,C,1,MET,62,10,10597,2,3,5,7,0,0,0,0,444,0,0,0,146,NA,NA,NA,0,0,0,0,3,4,8,29,64,65,59,FALSE,107.4,4,1.4,28.1,21.6,158,124,56,9.5,108,86,55.7,7.5,Forward,Center
977,Jay Cue,C,1,MET,62,10,11922,2,6,8,-1,0,0,3,3,1567,0,0,0,635,NA,NA,NA,0,0,0,5,9,7,15,21,66,63,64,FALSE,100.3,3.3,3.3,27.8,28.5,153,145,51.3,3.1,111,102,52.1,2.8,Forward,Center
1023,Emerson Porzingis,C,1,MET,62,10,4198,0,0,0,-4,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,5,2,0,3,5,51,50,50,TRUE,93.8,0.9,4.3,20.6,41.2,48,88,35.3,-15.9,38,65,36.9,-15.4,Forward,Center
1079,Randy Marsh,RD,1,MET,62,10,12502,1,2,3,-5,2,0,0,0,1,0,0,0,268,NA,NA,NA,0,0,0,11,3,2,13,20,53,53,52,FALSE,95.5,1.8,3.2,29.1,30.6,185,188,49.6,0.7,135,136,49.8,-0.5,Defense,Defense
1287,Tim Bunnings,RD,1,MET,62,10,8568,0,0,0,-2,0,0,0,0,1,0,0,0,154,NA,NA,NA,0,0,0,7,2,2,9,5,50,49,48,FALSE,99.1,2.6,3.4,24.8,30.4,123,141,46.6,-3.4,94,93,50.3,0.2,Defense,Defense
645,Gio Marsh,C,1,VAN,62,12,10888,2,1,3,-4,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,11,8,2,8,23,55,55,52,FALSE,92.9,2.3,3.6,29.8,24.5,162,137,54.2,-5.2,119,95,55.6,-4.8,Forward,Center
650,Giannis Kroustis,LW,1,VAN,62,12,13709,5,6,11,1,2,0,0,0,898,0,0,0,0,NA,NA,NA,0,0,0,23,13,4,8,55,66,74,55,FALSE,94.7,3.1,2.8,38.5,21.1,270,156,63.4,7.6,193,109,63.9,6.7,Forward,Wing
658,Landon Fischermann,RD,1,VAN,62,12,17571,2,4,6,6,0,0,0,0,900,0,0,0,532,NA,NA,NA,0,0,0,24,13,3,20,29,63,62,61,FALSE,100.9,3.1,1.8,37.7,24.3,307,206,59.8,2.6,234,142,62.2,4.7,Defense,Defense
665,Uhtred Ragnarsson,C,1,VAN,62,12,15382,3,7,10,1,2,0,1,1,898,0,0,0,397,NA,NA,NA,0,0,0,6,9,6,8,49,69,69,65,FALSE,95.9,2.8,2.6,37.6,22,280,159,63.8,8.3,205,112,64.7,8,Forward,Center
683,Strawberry Sailfish,C,1,VAN,62,12,13759,5,5,10,2,2,0,0,0,254,0,0,0,721,NA,NA,NA,0,0,0,17,3,4,18,33,65,67,59,FALSE,96.4,2.8,2.3,38,20.6,267,152,63.7,8,191,107,64.1,6.9,Forward,Center
695,Ragnar Ragnarsson,RW,1,VAN,62,12,11180,1,3,4,-3,2,0,0,0,254,0,0,0,0,NA,NA,NA,0,0,0,12,7,3,8,29,61,65,53,FALSE,93.2,2.3,3.3,31.6,23.4,166,137,54.8,-4.5,125,93,57.3,-2.6,Forward,Wing
709,Conner Tanner,LD,1,VAN,62,12,17726,1,2,3,8,6,0,0,0,900,0,0,0,563,NA,NA,NA,0,0,0,25,5,5,18,25,65,54,75,FALSE,101.7,3.3,1.8,37.9,25,307,208,59.6,2.2,236,147,61.6,3.8,Defense,Defense
744,Robot Sunfish,RW,1,VAN,62,12,14696,2,4,6,2,0,0,0,0,254,0,0,0,396,NA,NA,NA,0,0,0,30,4,6,14,32,65,70,58,FALSE,96.5,3.1,2.6,37.9,22,282,159,63.9,8.5,207,112,64.9,8.3,Forward,Wing
749,Xman Damson,LW,1,VAN,62,12,5522,0,1,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,7,4,0,8,8,53,55,53,FALSE,106.8,2.6,1.3,24.8,35.2,62,106,36.9,-24.4,49,75,39.5,-22.8,Forward,Wing
840,Dara McQuick,RD,1,VAN,62,12,16186,2,5,7,0,2,0,0,0,0,0,1,1,672,NA,NA,NA,0,0,0,28,10,7,11,16,55,46,61,FALSE,93.9,3.2,3.5,36.7,23.2,281,193,59.3,1.6,211,139,60.3,1.5,Defense,Defense
868,Elvis Alexander,RW,1,VAN,62,12,13933,2,4,6,1,0,0,0,0,252,0,0,0,807,NA,NA,NA,0,0,0,21,8,9,10,31,65,66,60,FALSE,94.6,2.8,2.8,36.9,21.5,269,154,63.6,7.9,191,110,63.5,6,Forward,Wing
874,Bobby Taylor ,LW,1,VAN,62,12,8678,1,0,1,-2,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,5,3,0,0,8,50,52,46,TRUE,96.8,2.5,3.3,27.8,27.4,119,122,49.4,-10.8,94,86,52.2,-8.8,Forward,Wing
875,Michel Leitz,LW,1,VAN,62,12,7711,0,2,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,6,8,2,9,7,52,51,52,TRUE,102.5,2.3,1.4,29.9,26.1,105,116,47.5,-12.9,76,79,49,-12.3,Forward,Wing
962,Petyr Olindyr,RD,1,VAN,62,12,11840,3,1,4,0,2,0,0,0,0,0,0,0,69,NA,NA,NA,0,0,0,15,4,3,10,3,50,49,50,FALSE,99.3,2.4,2.4,27.5,25.4,189,163,53.7,-6.2,125,113,52.5,-9.1,Defense,Defense
987,Dexter Kirk,LD,1,VAN,62,12,16528,1,3,4,-2,0,0,0,0,252,0,0,0,532,NA,NA,NA,0,0,0,20,9,7,10,18,58,49,63,TRUE,92.8,3,3.4,35.4,22,281,193,59.3,1.6,209,135,60.8,2.2,Defense,Defense
992,Shane Nox,LD,1,VAN,62,12,11550,1,3,4,0,0,0,0,0,0,1,0,1,127,NA,NA,NA,0,0,0,7,6,2,3,16,60,57,61,TRUE,97.6,2.2,2.5,28,24.6,187,154,54.8,-4.6,124,107,53.7,-7.5,Defense,Defense
1042,Lev Lebedev,LW,1,VAN,62,12,14900,4,6,10,1,2,1,0,1,898,0,0,0,0,NA,NA,NA,0,0,0,6,14,6,8,41,69,73,59,FALSE,95.6,3.1,2.8,37.3,22.4,277,159,63.5,7.9,203,113,64.2,7.3,Forward,Wing
1073,Milo Oliver,C,1,VAN,62,12,5432,1,0,1,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,7,1,1,6,10,53,53,52,TRUE,106.7,2.7,1.3,25.2,34.5,63,102,38.2,-22.9,49,72,40.5,-21.6,Forward,Center
639,Jannik Nordstern,RD,1,NL,62,13,15579,1,5,6,7,2,0,0,0,200,0,0,0,683,NA,NA,NA,0,0,0,24,7,6,21,19,60,52,64,FALSE,102.4,3.2,1.5,35.8,22.5,294,187,61.1,-4.4,211,130,61.9,-4.3,Defense,Defense
669,Big Boss,RW,1,NL,62,13,10384,5,1,6,0,4,1,0,1,230,0,0,0,0,NA,NA,NA,0,0,0,6,6,6,8,31,58,62,52,FALSE,96.8,2.1,2.1,33,22,188,119,61.2,-3.6,131,85,60.6,-5.2,Forward,Wing
707,SD Core,LW,1,NL,62,13,11351,1,10,11,13,2,0,0,0,0,0,0,0,419,NA,NA,NA,0,0,0,11,6,5,14,17,60,65,53,FALSE,108.7,5.9,1.6,35.6,20.7,217,140,60.8,-4.3,164,94,63.6,-1.6,Forward,Wing
760,Rand al'Thor,LD,1,NL,62,13,15677,2,4,6,3,2,1,0,1,1164,0,0,0,21,NA,NA,NA,0,0,0,12,10,7,2,29,63,57,68,TRUE,99,3,2.2,35.3,23.6,291,190,60.5,-5.4,207,133,60.9,-5.8,Defense,Defense
763,Devin Williams-II,RD,1,NL,62,13,15141,0,3,3,15,0,0,0,0,0,0,0,0,689,NA,NA,NA,0,0,0,17,5,3,7,12,56,51,57,TRUE,105.3,5.2,1.5,39.4,18.7,318,150,67.9,5.8,227,106,68.2,5.1,Defense,Defense
818,Samuel Savage,LW,1,NL,62,13,10549,1,3,4,0,0,0,0,0,0,0,0,0,472,NA,NA,NA,0,0,0,10,9,4,2,18,56,57,53,FALSE,96.5,2.1,2.1,33.2,21.4,188,117,61.6,-3.1,133,83,61.6,-4,Forward,Wing
837,Erik Andrews,C,1,NL,62,13,10869,1,2,3,0,0,0,0,0,0,0,0,0,806,NA,NA,NA,0,0,0,18,6,7,20,23,68,57,73,FALSE,96.8,2.1,2.1,32.2,21.8,181,116,60.9,-3.9,126,83,60.3,-5.6,Forward,Center
883,Maxwell King,LW,1,NL,62,13,12367,4,6,10,5,2,0,0,0,292,0,0,0,783,NA,NA,NA,0,0,0,7,11,4,14,41,64,71,55,FALSE,98.4,3.8,2.2,45,22,256,126,67,4.1,188,87,68.4,5,Forward,Wing
944,Mikko Rashford,LD,1,NL,62,13,16160,4,4,8,15,2,1,1,2,1164,0,0,0,337,NA,NA,NA,0,0,0,11,7,7,1,43,68,64,71,FALSE,104.6,5.2,1.5,40.3,17.9,325,147,68.9,7.2,235,103,69.5,7.2,Defense,Defense
947,Alexander Mackenzie,C,1,NL,62,13,12103,6,9,15,13,2,0,0,0,1132,0,0,0,0,NA,NA,NA,0,0,0,7,6,4,10,41,63,64,60,FALSE,108,5.9,1.6,36.4,20,217,135,61.6,-3.2,166,90,64.8,0.1,Forward,Center
961,Jay O'Neil,LD,1,NL,62,13,16040,0,4,4,9,2,0,1,1,60,0,0,0,819,NA,NA,NA,0,0,0,22,13,6,17,17,61,47,72,FALSE,102.2,3.8,1.7,37.5,20.9,303,175,63.4,-1,220,122,64.3,-0.6,Defense,Defense
964,Pope Coswi,RW,1,NL,62,13,12088,3,6,9,11,4,0,0,0,292,0,0,0,0,NA,NA,NA,0,0,0,13,3,4,9,21,65,67,59,FALSE,107.3,4.3,0.9,36,20.1,255,136,65.2,1.6,173,97,64.1,-0.9,Forward,Wing
971,Jeff Larsson,RW,1,NL,62,13,11688,8,8,16,11,0,0,1,1,1102,0,0,0,0,NA,NA,NA,0,0,0,9,5,2,3,30,65,71,58,FALSE,106.8,5.8,2,34.7,20.7,203,136,59.9,-5.5,155,89,63.5,-1.6,Forward,Wing
1030,Valters Denisova,C,1,NL,62,13,11453,2,4,6,4,0,0,0,0,71,0,0,0,215,NA,NA,NA,0,0,0,10,4,4,9,33,61,64,54,TRUE,97.1,3.5,2.3,45.8,21.3,257,122,67.8,5.1,190,85,69.1,6,Forward,Center
1037,Merlin Metzler,RD,1,NL,62,13,15946,0,3,3,9,2,0,1,1,60,0,0,0,826,NA,NA,NA,0,0,0,21,7,7,16,17,58,50,62,FALSE,102,3.8,1.7,37.8,20.6,303,172,63.8,-0.4,219,119,64.8,0.1,Defense,Defense
1074,Tommy Tightpants,RW,1,NL,62,13,11160,5,6,11,5,17,0,0,0,221,0,0,0,0,NA,NA,NA,0,0,0,30,9,2,1,26,58,64,50,FALSE,98.5,3.9,2.3,43.4,21.7,245,121,66.9,3.9,177,84,67.8,4.1,Forward,Wing
1088,Buck Keithley,RW,1,NL,62,13,11663,3,4,7,10,0,0,0,0,0,0,0,0,15,NA,NA,NA,0,0,0,9,6,5,4,17,57,58,54,TRUE,106.5,4,0.9,36.2,20.1,252,133,65.5,1.9,171,95,64.3,-0.6,Forward,Wing
1112,Emeril Lagasse,LW,1,NL,62,13,13148,7,5,12,10,0,1,1,2,1132,0,0,0,231,NA,NA,NA,0,0,0,23,10,4,10,55,66,74,55,FALSE,106.3,4,0.9,36.4,19.9,254,132,65.8,2.4,174,94,64.9,0.2,Forward,Wing
693,Klondike Klinkhammer,RD,1,ANA,62,6,6632,0,1,1,-2,0,0,0,0,0,0,0,0,460,NA,NA,NA,0,0,0,4,1,1,3,3,61,52,67,FALSE,97.9,1.7,2.9,21,28,67,92,42.1,-0.9,45,69,39.5,-2.1,Defense,Defense
761,Lesgo Brandon,RW,1,ANA,62,6,6014,1,3,4,1,0,0,0,0,221,0,0,0,0,NA,NA,NA,0,0,0,1,1,3,8,9,58,64,52,TRUE,104.3,2.5,1.9,26.1,35.4,74,103,41.8,-1.4,55,76,42,1.4,Forward,Wing
768,Tuuka Pack,RW,1,ANA,62,6,4788,1,2,3,-1,0,0,0,0,345,0,0,0,524,NA,NA,NA,0,0,0,3,4,1,3,7,55,53,53,FALSE,103,2.8,3.7,22,38.6,42,74,36.2,-8.3,30,61,33,-10.3,Forward,Wing
788,Jack Cuff,LW,1,ANA,62,6,3839,0,0,0,-5,2,0,0,0,0,0,0,0,309,NA,NA,NA,0,0,0,1,3,0,9,3,51,52,50,TRUE,82.8,0,5.1,18.4,29.6,39,57,40.6,-2.6,25,41,37.9,-3.7,Forward,Wing
805,Kaito Bouchard,RD,1,ANA,62,6,7265,0,3,3,-3,2,0,0,0,184,0,1,1,613,NA,NA,NA,0,0,0,1,3,2,6,6,56,56,56,TRUE,98.2,2.2,4.5,22.3,37.8,78,115,40.4,-3.6,59,93,38.8,-3.5,Defense,Defense
878,Dexter Bouchard,RW,1,ANA,62,6,4614,1,0,1,-2,4,0,0,0,38,0,0,0,220,NA,NA,NA,0,0,0,3,1,0,9,6,53,53,53,FALSE,98.3,1.7,3.3,23.1,37.2,55,80,40.7,-2.7,38,61,38.4,-3.5,Forward,Wing
882,I.P. Nightly,RD,1,ANA,62,6,6600,0,0,0,-3,2,0,0,0,0,0,0,0,284,NA,NA,NA,0,0,0,7,1,2,0,3,48,49,46,FALSE,97.9,1.7,3.4,19.9,31.9,66,103,39.1,-5.3,45,79,36.3,-6.7,Defense,Defense
957,Trevor Malone,RW,1,ANA,62,6,6130,0,1,1,2,4,0,0,0,419,0,0,0,0,NA,NA,NA,0,0,0,1,2,1,6,10,64,56,71,FALSE,106.2,3.2,1.9,27.7,36.6,75,104,41.9,-1.3,57,77,42.5,2.2,Forward,Wing
986,Drakocarr Sunazzo,LD,1,ANA,62,6,8174,1,3,4,2,0,0,0,0,153,0,0,0,995,NA,NA,NA,0,0,0,14,5,2,6,14,62,50,71,TRUE,102.1,2.6,2,28.7,30.2,108,121,47.2,7.2,74,87,46,7.9,Defense,Defense
995,Nicola Schumperli,C,1,ANA,62,6,3218,0,0,0,-4,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,2,2,51,52,50,TRUE,90.5,1.1,5.6,13.4,31.3,24,56,30,-14.9,16,44,26.7,-16.7,Forward,Center
1011,Connor O'Byrne,C,1,ANA,62,6,7405,1,2,3,-1,2,0,0,0,475,0,0,0,910,NA,NA,NA,0,0,0,3,2,3,10,8,62,62,60,FALSE,95.8,2.4,3.6,24.5,25.7,88,89,49.7,10,60,66,47.6,9.4,Forward,Center
1052,Doug Glatt,LD,1,ANA,62,6,7063,0,1,1,-5,6,0,0,0,69,0,0,0,476,NA,NA,NA,0,0,0,22,6,4,9,5,57,44,69,FALSE,97.5,2.2,5,21,38.1,74,116,38.9,-5.8,57,94,37.7,-5.1,Defense,Defense
1070,Borje Samuelsson,RD,1,ANA,62,6,8140,1,1,2,0,2,0,0,0,474,0,0,0,415,NA,NA,NA,0,0,0,3,4,2,7,14,64,58,69,FALSE,101,2,2,26.3,30.3,107,125,46.1,5.5,72,89,44.7,5.9,Defense,Defense
1127,Stephane Bababooey,C,1,ANA,62,6,3868,0,1,1,-2,0,0,0,0,0,0,0,0,194,NA,NA,NA,0,0,0,6,2,0,1,4,53,54,50,FALSE,102.2,2,3.9,13.7,32.3,30,59,33.7,-10.8,20,48,29.4,-13.8,Forward,Center
1192,Jeremy Hall,C,1,ANA,62,6,3758,0,1,1,-4,2,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,3,2,3,3,51,51,51,FALSE,90.5,1,4.8,28.7,37.4,52,73,41.6,-1.5,37,55,40.2,-1,Forward,Center
1377,Sconnie McHits,LW,1,ANA,62,6,7028,2,2,4,-2,4,0,0,0,406,1,0,1,594,NA,NA,NA,0,0,0,6,3,4,4,17,64,68,60,FALSE,92.7,1.8,3.6,25.7,25.1,90,88,50.6,11.2,62,65,48.8,11.1,Forward,Wing
1378,Stephan Gill,C,1,ANA,62,6,6098,2,0,2,1,2,0,0,0,221,0,0,0,84,NA,NA,NA,0,0,0,2,1,6,7,12,63,61,62,FALSE,104.3,2.5,1.9,26.1,35.4,74,103,41.8,-1.4,55,76,42,1.4,Forward,Center
1380,Eddie Creller,RW,1,ANA,62,6,6555,2,0,2,-3,2,0,0,0,475,0,0,0,156,NA,NA,NA,0,0,0,5,2,1,2,14,56,58,54,FALSE,93.5,1.8,3.6,24.3,26.1,88,89,49.7,10,59,66,47.2,8.7,Forward,Wing
632,Donald Jr Trump,RW,1,COL,62,10,9931,2,4,6,1,10,0,0,0,0,0,0,0,1003,NA,NA,NA,2,0,2,16,7,11,20,10,58,56,60,FALSE,100.4,3.2,2.8,33.1,30.2,161,142,53.1,2.8,121,102,54.3,5,Forward,Wing
640,Jamal Nightingale,LD,1,COL,62,10,13979,2,2,4,4,2,0,0,0,0,0,0,0,1039,NA,NA,NA,0,0,0,23,11,6,16,15,67,52,78,FALSE,102.3,3.6,2.5,35.9,32.3,251,204,55.2,6.6,192,164,53.9,5.7,Defense,Defense
644,Gabe-Gooney-Waters Harrak,RW,1,COL,62,10,10654,1,1,2,2,2,0,0,0,256,0,0,0,358,NA,NA,NA,0,0,0,4,7,1,0,30,57,59,54,FALSE,99.4,2.5,1.8,41.2,26.9,205,142,59.1,11.3,150,106,58.6,11.3,Forward,Wing
679,Max Manning,C,1,COL,62,10,11241,2,5,7,1,0,0,3,3,800,0,0,0,406,NA,NA,NA,0,0,0,6,10,3,10,28,64,63,63,FALSE,99.4,2.5,1.8,41.3,26.9,204,142,59,11.1,149,106,58.4,11,Forward,Center
684,Hans Graf,RD,1,COL,62,10,14709,2,7,9,3,0,1,2,3,800,0,0,0,1097,NA,NA,NA,0,0,0,16,5,7,8,32,62,60,61,FALSE,102.3,3.4,2.2,35.7,31.5,249,199,55.6,7.2,189,158,54.5,6.4,Defense,Defense
718,Shoyo Hinata,LW,1,COL,62,10,10236,2,4,6,2,6,0,1,1,256,0,0,0,0,NA,NA,NA,0,0,0,16,5,3,14,32,62,66,56,FALSE,98.9,2.5,1.8,41.5,25.3,204,136,60,12.4,150,101,59.8,12.8,Forward,Wing
722,Rinky McDangle,C,1,COL,62,10,10968,5,7,12,0,0,2,2,4,720,0,0,0,0,NA,NA,NA,0,0,0,10,8,0,0,24,57,65,49,FALSE,100.2,3.2,2.8,35.5,32.3,194,188,50.8,-0.3,141,140,50.2,-0.5,Forward,Center
759,Gonzo Gobbledygook,LW,1,COL,62,10,10976,3,7,10,0,0,0,1,1,720,0,0,0,0,NA,NA,NA,0,0,0,8,2,4,6,28,66,74,55,FALSE,100.2,3.5,3.2,35.8,33,195,192,50.4,-0.9,142,144,49.7,-1.2,Forward,Wing
770,Kayden Pale,LD,1,COL,62,10,13310,1,2,3,-1,0,0,0,0,176,0,0,0,592,NA,NA,NA,0,0,0,18,20,8,15,20,61,46,74,FALSE,98.7,2.3,2.6,32.4,31,218,219,49.9,-1.8,157,151,51,0.7,Defense,Defense
813,GREY Rosey,RD,1,COL,62,10,9731,1,2,3,-5,6,0,0,0,0,0,0,0,244,NA,NA,NA,0,0,0,15,8,1,9,16,52,55,49,TRUE,95.9,1.9,3.8,29.6,36,157,181,46.4,-6.3,110,140,44,-9,Defense,Defense
845,Tim Rocker,RW,1,COL,62,10,5191,0,0,0,-6,2,0,0,0,0,0,0,0,54,NA,NA,NA,0,0,0,2,1,0,0,6,50,52,48,FALSE,91.4,0,4.2,13.3,49.1,55,121,31.3,-23.1,40,97,29.2,-25.1,Forward,Wing
979,Eric Tokke,RW,1,COL,62,10,11922,2,4,6,0,7,1,1,2,720,0,0,0,953,NA,NA,NA,1,1,0,20,9,9,21,24,64,62,61,FALSE,100.1,3.5,3.2,36.5,33.4,193,193,50,-1.5,141,145,49.3,-1.7,Forward,Wing
1000,Kerbal Rais,C,1,COL,62,10,5228,0,0,0,-6,2,0,0,0,0,0,0,0,117,NA,NA,NA,0,0,0,0,3,0,3,1,49,49,48,FALSE,91.2,0,4.2,13.4,47.9,57,118,32.6,-21.5,42,92,31.3,-22.5,Forward,Center
1034,Magnus Galtisson,LW,1,COL,62,10,5980,0,0,0,-6,7,0,0,0,0,0,0,0,440,NA,NA,NA,1,0,1,9,4,1,9,3,54,51,55,FALSE,91.4,0,3.9,15.6,45.5,63,122,34.1,-20,45,96,31.9,-22,Forward,Wing
1130,Vin Bangsa-Wamy,C,1,COL,62,10,9442,5,2,7,1,2,1,0,1,256,0,0,0,0,NA,NA,NA,0,0,0,12,12,1,6,29,63,66,56,FALSE,100.1,3.1,2.7,33.3,29.4,167,143,53.9,3.8,125,102,55.1,6.1,Forward,Center
1160,Warrior Enskidou,LD,1,COL,62,10,9868,0,2,2,-5,5,0,0,0,0,0,0,0,429,NA,NA,NA,1,0,1,12,3,3,7,11,54,48,59,TRUE,95.7,1.9,3.8,30.1,35.9,158,177,47.2,-5.3,112,137,45,-7.6,Defense,Defense
1191,Zayne Dangle,RD,1,COL,62,10,13086,0,3,3,-1,6,0,0,0,176,0,0,0,243,NA,NA,NA,0,0,0,12,3,4,17,22,58,56,59,FALSE,98.9,2.3,2.6,32.7,31.8,219,221,49.8,-2,160,154,51,0.7,Defense,Defense
1224,Sanjuro Tsubaki,LW,1,COL,62,10,9547,2,2,4,1,0,0,0,0,0,0,0,0,385,NA,NA,NA,0,0,0,10,8,3,7,21,61,62,56,FALSE,100.9,3.1,2.8,32.2,31,165,146,53.1,2.7,123,106,53.7,4.3,Forward,Wing
593,Sam Stone,RW,1,STL,62,4,4158,0,0,0,-5,2,0,0,0,201,0,0,0,162,NA,NA,NA,0,0,0,10,2,6,7,5,59,52,61,FALSE,88.4,0,4.7,10.4,40.8,36,84,30,-6.9,21,59,26.3,-10.1,Forward,Wing
596,Daniel Merica Jr.,LW,1,STL,62,4,4268,1,0,1,-4,0,0,0,0,201,0,0,0,103,NA,NA,NA,0,0,0,7,3,2,5,9,63,60,62,FALSE,93.9,0.9,4.5,18.2,40.9,39,69,36.1,1.5,23,53,30.3,-4.5,Forward,Wing
626,Isiah Lopez,RW,1,STL,62,4,1606,0,0,0,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,1,2,51,50,51,FALSE,94.7,0,2.2,9,42.6,12,40,23.1,-13.6,7,29,19.4,-16.1,Forward,Wing
629,Wendolene Ramsbottom,LD,1,STL,62,4,5236,1,0,1,-5,0,0,0,0,205,0,0,0,418,NA,NA,NA,0,0,0,8,2,6,3,4,63,51,72,FALSE,91.8,0.8,4.7,20.3,39,54,90,37.5,3.8,36,63,36.4,4.2,Defense,Defense
659,Steve Collins,C,1,STL,62,4,1590,0,0,0,-1,0,0,0,0,0,0,0,0,45,NA,NA,NA,0,0,0,0,2,1,1,0,49,47,50,FALSE,94.1,0,2.3,9.3,39.6,12,37,24.5,-11.8,7,27,20.6,-14.7,Forward,Center
692,Lebron Brady,LW,1,STL,62,4,4123,1,1,2,-1,0,0,0,0,162,0,0,0,0,NA,NA,NA,0,0,0,2,1,0,13,13,63,61,64,FALSE,98,2.7,3.6,30.9,33.6,62,88,41.3,9.8,47,56,45.6,18.6,Forward,Wing
773,Spicy MacHaggis,RD,1,STL,62,4,4917,0,1,1,-5,6,0,0,0,158,0,0,0,47,NA,NA,NA,0,0,0,9,0,4,6,2,59,55,64,FALSE,91.2,0.8,4.6,20.6,36.7,55,87,38.7,5.6,37,61,37.8,6.3,Defense,Defense
778,Konstantin Strelka,RW,1,STL,62,4,4021,1,0,1,0,0,0,0,0,0,0,0,0,103,NA,NA,NA,0,0,0,0,3,2,3,8,55,54,55,TRUE,100,2.8,2.8,31.2,31.2,62,86,41.9,10.6,47,53,47,20.4,Forward,Wing
815,Marcel Beck,RD,1,STL,62,4,4965,0,1,1,-4,0,0,0,0,205,0,0,0,247,NA,NA,NA,0,0,0,5,3,3,3,1,60,52,66,FALSE,96.2,1.6,4.8,16.8,35.9,47,89,34.6,-0.6,30,65,31.6,-2.9,Defense,Defense
855,Top Cheddar,RW,1,STL,62,4,4523,0,0,0,-4,0,0,0,0,162,0,0,0,417,NA,NA,NA,0,0,0,0,3,2,9,5,57,53,57,FALSE,93.6,0.9,4.6,18.3,40.2,39,67,36.8,2.4,23,52,30.7,-3.9,Forward,Wing
864,Ulyana Mironova,RD,1,STL,62,4,4206,0,1,1,-1,2,0,0,0,0,0,0,0,52,NA,NA,NA,0,0,0,7,2,0,0,3,55,49,56,TRUE,100.7,0.9,1.7,18.2,42.5,47,101,31.8,-4.9,31,69,31,-3.9,Defense,Defense
867,Rolf Korhonen,LD,1,STL,62,4,4424,0,0,0,-1,0,0,0,0,0,0,0,0,257,NA,NA,NA,0,0,0,2,5,5,9,1,61,41,79,TRUE,100.5,0.9,1.7,18.1,40.6,47,99,32.2,-4.2,31,67,31.6,-2.9,Defense,Defense
928,Igor Isyanov,LW,1,STL,62,4,1507,0,0,0,-1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,1,48,49,46,FALSE,93.3,0,2.4,9.6,35.8,12,35,25.5,-10.6,7,25,21.9,-13.1,Forward,Wing
952,Mars Stanton,LD,1,STL,62,4,5126,0,0,0,-4,0,0,0,0,158,0,0,0,418,NA,NA,NA,0,0,0,5,5,8,14,7,60,45,74,FALSE,94.8,1.6,4.7,17.4,33.2,48,86,35.8,1.2,31,62,33.3,-0.3,Defense,Defense
1056,Alix Nunez,C,1,STL,62,4,4085,0,0,0,-5,2,0,0,0,162,0,0,0,0,NA,NA,NA,0,0,0,3,2,1,9,1,52,51,50,TRUE,88.9,0,4.6,11,41.3,38,86,30.6,-6.1,22,61,26.5,-9.9,Forward,Center
1060,Sisyphus Embros,LW,1,STL,62,4,4313,0,1,1,-5,0,0,0,0,0,0,0,0,417,NA,NA,NA,0,0,0,1,3,0,4,5,51,52,47,TRUE,93.6,0.9,5.5,16.6,46.2,43,82,34.4,-0.8,26,64,28.9,-6.8,Forward,Wing
1071,Ben Cubblebeans,C,1,STL,62,4,3959,0,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,2,2,0,5,3,55,55,52,TRUE,100.5,2.7,2.7,30.9,32.7,62,88,41.3,9.8,47,55,46.1,19.2,Forward,Center
1245,Cody Sherman,C,1,STL,62,4,4312,0,0,0,-4,0,0,0,0,201,0,0,0,202,NA,NA,NA,0,0,0,3,1,0,2,2,51,50,51,FALSE,90,0,3.7,12,36.8,32,72,30.8,-5.6,18,50,26.5,-9.2,Forward,Center
118,Marek Skoda,LW,1,CAR,62,9,7720,1,5,6,-3,2,0,0,0,183,0,0,0,0,NA,NA,NA,0,0,0,2,9,4,15,8,59,56,59,FALSE,97.1,2.4,3.8,23.9,29.6,96,130,42.5,-3.7,68,89,43.3,-4.3,Forward,Wing
622,Vincent Fox,LD,1,CAR,62,9,10295,2,2,4,3,0,1,0,1,486,0,0,0,48,NA,NA,NA,0,0,0,8,7,2,7,14,63,56,68,FALSE,106.6,3.3,2.2,24.3,31.3,126,164,43.4,-2.7,86,117,42.4,-6,Defense,Defense
