id,name,position,league,team,season,gamesPlayed,minutes,wins,losses,ot,shotsAgainst,saves,goalsAgainst,gaa,shutouts,savePct,gameRating,rookie,pos,pos_broad
1095,Nina Tucker,G,1,NL,66,11,691,4,5,2,444,408,36,3.13,1,0.919,82,FALSE,Goalie,Goalie
1121,Justin Time,G,1,QCC,66,17,1076,8,7,2,421,380,41,2.29,2,0.903,69,FALSE,Goalie,Goalie
1156,August Von Hecht,G,1,ANC,66,6,358,2,3,1,180,163,17,2.85,0,0.906,74,TRUE,Goalie,Goalie
1163,Adam Rage,G,1,MET,66,6,357,2,4,0,197,171,26,4.36,1,0.868,64,FALSE,Goalie,Goalie
1345,Isabella Bouchard,G,1,YUM,66,7,387,3,3,1,156,138,18,2.79,1,0.885,63,FALSE,Goalie,Goalie
1439,Valérian Sauveterre,G,1,NBB,66,11,711,11,0,0,253,236,17,1.43,2,0.933,77,FALSE,Goalie,Goalie
1468,BASE PACK,G,1,CAR,66,4,254,0,3,1,150,136,14,3.31,0,0.907,79,FALSE,Goalie,Goalie
1610,Inda Bagg,G,1,REG,66,11,627,6,4,1,249,224,25,2.39,1,0.9,66,FALSE,Goalie,Goalie
1625,Anthony Dionne,G,1,STL,66,14,847,7,7,0,398,362,36,2.55,2,0.91,74,FALSE,Goalie,Goalie
1667,Sir Devoir,G,1,MET,66,5,298,3,2,0,143,131,12,2.41,0,0.916,77,FALSE,Goalie,Goalie
1730,B Jobin,G,1,VAN,66,11,685,7,3,1,304,281,23,2.01,2,0.924,78,FALSE,Goalie,Goalie
1731,Shiny Shuckle,G,1,COL,66,9,511,4,5,0,287,250,37,4.34,0,0.871,63,FALSE,Goalie,Goalie
1780,Swiss Cheese,G,1,COL,66,1,26,0,0,0,13,13,0,0,0,0.999,71,FALSE,Goalie,Goalie
1861,Alvin Towne,G,1,GFG,66,5,299,1,4,0,210,192,18,3.61,0,0.914,78,FALSE,Goalie,Goalie
1867,Dexter Harrison,G,1,NBB,66,1,60,1,0,0,18,17,1,1,0,0.944,74,FALSE,Goalie,Goalie
1872,Jackson Cannon,G,1,REG,66,1,52,0,0,0,20,18,2,2.29,0,0.9,63,FALSE,Goalie,Goalie
1991,Mr Lightning,G,1,YUM,66,1,50,0,0,0,18,14,4,4.8,0,0.778,38,FALSE,Goalie,Goalie
697,Brady Trussler,G,1,ANC,67,1,28,0,1,0,12,8,4,8.31,0,0.667,26,FALSE,Goalie,Goalie
1156,August Von Hecht,G,1,ANC,67,5,302,1,2,1,161,139,22,4.36,0,0.863,60,FALSE,Goalie,Goalie
1254,Andrew Kiehl,G,1,GFG,67,1,4,0,0,0,1,1,0,0,0,0.999,49,FALSE,Goalie,Goalie
1345,Isabella Bouchard,G,1,MET,67,15,990,8,5,2,423,376,47,2.85,1,0.889,66,FALSE,Goalie,Goalie
1560,Brent Turnerson,G,1,MET,67,10,600,8,2,0,307,278,29,2.9,0,0.906,76,FALSE,Goalie,Goalie
1625,Anthony Dionne,G,1,STL,67,18,1114,11,4,3,529,467,62,3.34,1,0.883,65,FALSE,Goalie,Goalie
1730,B Jobin,G,1,VAN,67,5,322,1,3,1,212,194,18,3.35,0,0.915,86,FALSE,Goalie,Goalie
1731,Shiny Shuckle,G,1,COL,67,7,404,3,4,0,212,189,23,3.41,0,0.892,69,FALSE,Goalie,Goalie
1757,Malachi Booth,G,1,STL,67,1,24,0,0,0,7,7,0,0,0,0.999,62,FALSE,Goalie,Goalie
1822,Bandit Heeler,G,1,YUM,67,14,818,7,7,0,435,389,46,3.37,0,0.894,71,TRUE,Goalie,Goalie
1827,Jeff Newman,G,1,DET,67,10,620,5,4,1,309,284,25,2.42,0,0.919,79,TRUE,Goalie,Goalie
1861,Alvin Towne,G,1,GFG,67,6,423,2,4,0,251,230,21,2.98,0,0.916,76,FALSE,Goalie,Goalie
1866,Caleb Hayden,G,1,QCC,67,21,1246,11,9,1,596,528,68,3.27,2,0.886,67,TRUE,Goalie,Goalie
1867,Dexter Harrison,G,1,NBB,67,12,737,7,5,0,366,330,36,2.93,0,0.902,72,FALSE,Goalie,Goalie
1872,Jackson Cannon,G,1,REG,67,2,80,1,1,0,34,30,4,2.98,0,0.882,57,FALSE,Goalie,Goalie
1991,Mr Lightning,G,1,YUM,67,1,18,0,0,0,11,10,1,3.18,0,0.909,56,FALSE,Goalie,Goalie
2112,Sjoforsvaret,G,1,KEL,67,1,15,0,0,0,6,5,1,3.94,0,0.833,49,TRUE,Goalie,Goalie
2113,Sea Jebus,G,1,KEL,67,5,286,1,3,1,152,132,20,4.19,0,0.868,63,TRUE,Goalie,Goalie
2114,Viktor Navolsky,G,1,COL,67,1,13,0,0,0,7,5,2,8.96,0,0.714,38,FALSE,Goalie,Goalie
2117,Walter Sobchak,G,1,QCC,67,1,31,0,0,0,16,12,4,7.68,0,0.75,33,FALSE,Goalie,Goalie
2118,Alexis Texas,G,1,REG,67,5,287,1,3,0,150,127,23,4.81,0,0.847,54,TRUE,Goalie,Goalie
1156,August Von Hecht,G,1,ANC,68,10,627,5,3,2,250,221,29,2.77,0,0.884,64,FALSE,Goalie,Goalie
1499,Noah Charlevoix,G,1,VAN,68,5,262,1,4,0,180,155,25,5.72,0,0.861,60,TRUE,Goalie,Goalie
1560,Brent Turnerson,G,1,MET,68,17,1046,11,6,0,457,413,44,2.52,2,0.904,71,TRUE,Goalie,Goalie
1625,Anthony Dionne,G,1,STL,68,16,909,9,6,1,421,378,43,2.84,1,0.898,69,FALSE,Goalie,Goalie
1643,Luka Nogoalov,G,1,STL,68,1,50,0,0,0,21,19,2,2.36,0,0.905,68,FALSE,Goalie,Goalie
1775,Sam Conroy,G,1,VAN,68,2,36,0,0,0,20,18,2,3.26,0,0.9,56,FALSE,Goalie,Goalie
1822,Bandit Heeler,G,1,YUM,68,10,592,4,4,1,258,225,33,3.34,1,0.872,62,FALSE,Goalie,Goalie
1827,Jeff Newman,G,1,DET,68,18,1079,12,5,1,443,385,58,3.22,1,0.869,61,FALSE,Goalie,Goalie
1866,Caleb Hayden,G,1,CAR,68,12,718,7,4,1,267,238,29,2.42,4,0.891,67,FALSE,Goalie,Goalie
1867,Dexter Harrison,G,1,NBB,68,6,356,2,4,0,215,193,22,3.7,0,0.898,75,FALSE,Goalie,Goalie
1872,Jackson Cannon,G,1,REG,68,2,88,0,0,0,39,36,3,2.02,0,0.923,67,FALSE,Goalie,Goalie
1991,Mr Lightning,G,1,YUM,68,2,17,0,1,0,9,7,2,6.97,0,0.778,45,FALSE,Goalie,Goalie
2046,Grzegorz Brzeczyszczykiewicz,G,1,COL,68,6,372,2,3,1,211,191,20,3.22,0,0.905,79,TRUE,Goalie,Goalie
2103,Elias Adelberg,G,1,CAR,68,1,18,0,0,0,11,9,2,6.6,0,0.818,46,FALSE,Goalie,Goalie
2116,Tummy Hurts,G,1,NL,68,6,358,2,4,0,185,167,18,3.01,1,0.903,74,FALSE,Goalie,Goalie
2117,Walter Sobchak,G,1,QCC,68,5,297,1,4,0,155,136,19,3.84,0,0.877,64,FALSE,Goalie,Goalie
2118,Alexis Texas,G,1,REG,68,11,584,5,4,2,251,222,29,2.98,0,0.884,62,FALSE,Goalie,Goalie
1156,August Von Hecht,G,1,ANC,69,8,459,3,3,2,229,200,29,3.79,1,0.873,63,FALSE,Goalie,Goalie
1386,Otter Von Bismarck,G,1,CAR,69,3,89,1,0,0,30,28,2,1.34,0,0.933,57,FALSE,Goalie,Goalie
1521,Kay Lee,G,1,STL,69,6,374,2,3,1,227,200,27,4.33,0,0.881,68,TRUE,Goalie,Goalie
1535,André Santiago,G,1,REG,69,1,39,0,0,1,25,23,2,3.06,0,0.92,66,TRUE,Goalie,Goalie
1560,Brent Turnerson,G,1,MET,69,7,418,3,4,0,202,177,25,3.59,0,0.876,63,FALSE,Goalie,Goalie
1635,George Walsh,G,1,ANC,69,2,93,1,0,0,38,31,7,4.5,0,0.816,45,TRUE,Goalie,Goalie
1643,Luka Nogoalov,G,1,NBB,69,5,307,1,3,1,160,142,18,3.51,0,0.888,68,TRUE,Goalie,Goalie
1659,Asher Gibbons,G,1,YUM,69,6,360,2,4,0,179,156,23,3.83,0,0.872,63,TRUE,Goalie,Goalie
1780,Swiss Cheese,G,1,DET,69,1,52,0,0,0,22,20,2,2.27,0,0.909,67,FALSE,Goalie,Goalie
1790,Tibuk Soonika,G,1,KEL,69,2,121,1,0,1,49,45,4,1.98,0,0.918,74,TRUE,Goalie,Goalie
1822,Bandit Heeler,G,1,GFG,69,7,361,3,4,0,162,141,21,3.49,0,0.87,58,FALSE,Goalie,Goalie
1827,Jeff Newman,G,1,DET,69,15,852,9,6,0,381,338,43,3.03,0,0.887,66,FALSE,Goalie,Goalie
1896,Copernicus Doomslatter,G,1,GFG,69,1,58,0,0,0,25,22,3,3.09,0,0.88,60,FALSE,Goalie,Goalie
2103,Elias Adelberg,G,1,CAR,69,19,1191,9,7,2,475,422,53,2.67,1,0.888,64,TRUE,Goalie,Goalie
2113,Sea Jebus,G,1,KEL,69,8,492,3,4,1,186,163,23,2.8,0,0.876,60,FALSE,Goalie,Goalie
2116,Tummy Hurts,G,1,NL,69,11,658,7,4,0,308,276,32,2.91,2,0.896,70,FALSE,Goalie,Goalie
2117,Walter Sobchak,G,1,QCC,69,25,1493,16,8,1,716,650,66,2.65,1,0.908,74,TRUE,Goalie,Goalie
2118,Alexis Texas,G,1,REG,69,6,463,2,1,2,207,186,21,2.72,0,0.899,71,FALSE,Goalie,Goalie
1499,Noah Charlevoix,G,1,VAN,70,5,256,1,4,0,172,144,28,6.56,0,0.837,50,FALSE,Goalie,Goalie
1553,C.J. Sparks,G,1,GFG,70,1,4,0,0,0,2,2,0,0,0,0.999,51,FALSE,Goalie,Goalie
1560,Brent Turnerson,G,1,MET,70,11,676,4,7,0,336,289,47,4.17,0,0.86,58,FALSE,Goalie,Goalie
1635,George Walsh,G,1,ANC,70,6,358,2,4,0,190,166,24,4.01,0,0.874,61,FALSE,Goalie,Goalie
1643,Luka Nogoalov,G,1,NBB,70,12,664,7,4,0,359,319,40,3.61,1,0.889,68,FALSE,Goalie,Goalie
1659,Asher Gibbons,G,1,YUM,70,17,1028,10,5,2,492,446,46,2.68,1,0.907,70,FALSE,Goalie,Goalie
1775,Sam Conroy,G,1,VAN,70,1,45,0,0,0,19,19,0,0,0,0.999,82,FALSE,Goalie,Goalie
1776,Dr. Hugh Orson,G,1,NBB,70,3,53,0,1,0,42,36,6,6.77,0,0.857,51,FALSE,Goalie,Goalie
1780,Swiss Cheese,G,1,DET,70,1,43,0,0,0,31,26,5,6.84,0,0.839,50,FALSE,Goalie,Goalie
1790,Tibuk Soonika,G,1,KEL,70,7,417,3,4,0,210,191,19,2.73,1,0.91,74,FALSE,Goalie,Goalie
1819,Rhett Carpet,G,1,NL,70,2,104,0,0,0,53,46,7,4.02,0,0.868,57,TRUE,Goalie,Goalie
1822,Bandit Heeler,G,1,GFG,70,11,653,5,6,0,302,271,31,2.85,1,0.897,70,FALSE,Goalie,Goalie
1827,Jeff Newman,G,1,DET,70,11,612,5,6,0,373,347,26,2.55,1,0.93,82,FALSE,Goalie,Goalie
1899,Ryan Burton,G,1,YUM,70,1,11,0,0,0,3,3,0,0,0,0.999,53,FALSE,Goalie,Goalie
2009,Apollo Peed,G,1,CAR,70,2,31,0,0,0,21,19,2,3.85,0,0.905,56,FALSE,Goalie,Goalie
2046,Grzegorz Brzeczyszczykiewicz,G,1,COL,70,4,243,0,3,1,108,96,12,2.96,0,0.889,65,FALSE,Goalie,Goalie
2103,Elias Adelberg,G,1,CAR,70,11,630,6,4,1,394,349,45,4.29,0,0.886,70,FALSE,Goalie,Goalie
2116,Tummy Hurts,G,1,NL,70,16,854,12,3,1,459,410,49,3.44,0,0.893,69,FALSE,Goalie,Goalie
2117,Walter Sobchak,G,1,QCC,70,6,354,2,4,0,198,180,18,3.05,0,0.909,76,FALSE,Goalie,Goalie
2171,Bernard Lodge,G,1,MET,70,5,300,4,1,0,155,140,15,3,0,0.903,74,FALSE,Goalie,Goalie
1370,Beau Kavanagh,G,1,GFG,71,5,276,1,4,0,205,179,26,5.64,0,0.873,65,TRUE,Goalie,Goalie
1499,Noah Charlevoix,G,1,VAN,71,3,225,1,0,1,121,113,8,2.13,0,0.934,89,FALSE,Goalie,Goalie
1521,Kay Lee,G,1,STL,71,5,258,2,2,0,176,159,17,3.95,0,0.903,67,FALSE,Goalie,Goalie
1553,C.J. Sparks,G,1,GFG,71,2,22,0,0,0,13,12,1,2.69,0,0.923,54,FALSE,Goalie,Goalie
1564,Wayne Holloway,G,1,DET,71,4,239,0,4,0,155,134,21,5.25,0,0.865,62,TRUE,Goalie,Goalie
1635,George Walsh,G,1,ANC,71,6,352,2,4,0,186,165,21,3.57,0,0.887,68,FALSE,Goalie,Goalie
1643,Luka Nogoalov,G,1,NBB,71,17,1043,10,6,0,543,488,55,3.16,2,0.899,73,FALSE,Goalie,Goalie
1659,Asher Gibbons,G,1,NBB,71,3,41,1,0,0,27,24,3,4.39,0,0.889,52,FALSE,Goalie,Goalie
1723,Jaxon Markstrom,G,1,COL,71,11,611,4,7,0,434,391,43,4.22,0,0.901,76,TRUE,Goalie,Goalie
1767,Sith Happens,G,1,CAR,71,9,539,5,4,0,307,279,28,3.11,1,0.909,78,TRUE,Goalie,Goalie
1806,Ally Mathieson,G,1,REG,71,11,578,5,6,0,315,282,33,3.42,1,0.895,68,FALSE,Goalie,Goalie
1819,Rhett Carpet,G,1,NL,71,16,916,8,7,1,487,445,42,2.75,3,0.914,75,FALSE,Goalie,Goalie
1843,Ryker Johnasson,G,1,YUM,71,10,550,5,4,0,272,242,30,3.27,1,0.89,67,TRUE,Goalie,Goalie
1881,Kyle Baretto,G,1,STL,71,4,159,1,2,0,100,87,13,4.88,0,0.87,59,FALSE,Goalie,Goalie
1899,Ryan Burton,G,1,COL,71,2,47,0,0,0,29,27,2,2.54,0,0.931,63,FALSE,Goalie,Goalie
1965,Nelly Celly,G,1,MET,71,1,46,1,0,0,11,10,1,1.3,0,0.909,58,FALSE,Goalie,Goalie
2000,Peter Lasma,G,1,ANC,71,1,6,0,0,0,1,1,0,0,0,0.999,49,FALSE,Goalie,Goalie
2083,Scary Jerry,G,1,VAN,71,3,127,0,3,0,67,57,10,4.69,0,0.851,53,TRUE,Goalie,Goalie
2107,Zach Cuff Jr,G,1,REG,71,3,79,0,0,0,47,42,5,3.79,0,0.894,58,TRUE,Goalie,Goalie
2145,Gunnar Seggi,G,1,YUM,71,3,108,1,1,0,52,44,8,4.44,0,0.846,51,TRUE,Goalie,Goalie
2171,Bernard Lodge,G,1,MET,71,14,790,11,2,0,333,302,31,2.35,2,0.907,70,TRUE,Goalie,Goalie
2418,Chad Chadwick,G,1,NL,71,1,49,0,0,0,29,27,2,2.45,0,0.931,78,TRUE,Goalie,Goalie
1521,Kay Lee,G,1,STL,72,19,1062,12,6,1,649,588,61,3.45,1,0.906,76,FALSE,Goalie,Goalie
1659,Asher Gibbons,G,1,NBB,72,14,784,7,4,2,517,462,55,4.21,0,0.894,70,FALSE,Goalie,Goalie
1723,Jaxon Markstrom,G,1,COL,72,5,238,1,4,0,147,128,19,4.78,0,0.871,62,FALSE,Goalie,Goalie
1767,Sith Happens,G,1,CAR,72,12,713,7,5,0,407,362,45,3.78,0,0.889,71,FALSE,Goalie,Goalie
1790,Tibuk Soonika,G,1,KEL,72,6,362,2,3,1,249,224,25,4.14,0,0.9,79,FALSE,Goalie,Goalie
1798,Jim Wen,G,1,YUM,72,19,1051,9,6,1,671,597,74,4.22,0,0.89,72,TRUE,Goalie,Goalie
1806,Ally Mathieson,G,1,REG,72,4,244,0,3,1,153,139,14,3.44,0,0.908,81,FALSE,Goalie,Goalie
1819,Rhett Carpet,G,1,NL,72,12,725,6,6,0,463,425,38,3.14,0,0.918,84,FALSE,Goalie,Goalie
1843,Ryker Johnasson,G,1,YUM,72,6,101,2,1,0,70,63,7,4.13,0,0.9,57,FALSE,Goalie,Goalie
1881,Kyle Baretto,G,1,STL,72,4,164,0,1,0,104,93,11,4.02,0,0.894,67,FALSE,Goalie,Goalie
1885,Peyton Kerns,G,1,NBB,72,5,77,0,1,0,44,41,3,2.33,0,0.932,57,TRUE,Goalie,Goalie
1899,Ryan Burton,G,1,COL,72,2,61,0,0,0,27,25,2,1.96,0,0.926,62,TRUE,Goalie,Goalie
1965,Nelly Celly,G,1,MET,72,2,39,1,1,0,18,16,2,3.05,0,0.889,53,TRUE,Goalie,Goalie
2000,Peter Lasma,G,1,ANC,72,7,430,3,4,0,335,294,41,5.72,0,0.878,73,TRUE,Goalie,Goalie
2058,Net Man,G,1,QCC,72,12,691,7,4,0,464,422,42,3.64,1,0.909,80,FALSE,Goalie,Goalie
2083,Scary Jerry,G,1,VAN,72,4,154,1,2,0,113,92,21,8.17,0,0.814,44,FALSE,Goalie,Goalie
2107,Zach Cuff Jr,G,1,REG,72,1,60,1,0,0,28,27,1,1,0,0.964,95,FALSE,Goalie,Goalie
2148,rony mcdoudelberg,G,1,CAR,72,1,4,0,0,0,3,2,1,9.99,0,0.667,42,FALSE,Goalie,Goalie
2171,Bernard Lodge,G,1,MET,72,21,1231,10,8,1,681,603,78,3.8,3,0.885,69,FALSE,Goalie,Goalie
2225,Bradiagh Lomax,G,1,QCC,72,2,45,0,0,1,33,31,2,2.63,0,0.939,66,FALSE,Goalie,Goalie
2323,Gewmba Stolemamoney,G,1,VAN,72,2,44,0,1,0,39,31,8,9.99,0,0.795,41,FALSE,Goalie,Goalie
1370,Beau Kavanagh,G,1,GFG,73,13,751,7,4,1,317,282,35,2.8,1,0.89,66,FALSE,Goalie,Goalie
1564,Wayne Holloway,G,1,DET,73,9,496,4,5,0,355,321,34,4.1,0,0.904,78,FALSE,Goalie,Goalie
1798,Jim Wen,G,1,YUM,73,11,523,5,6,0,308,268,40,4.59,0,0.87,60,FALSE,Goalie,Goalie
1806,Ally Mathieson,G,1,REG,73,6,314,2,4,0,186,161,25,4.77,0,0.866,60,FALSE,Goalie,Goalie
1843,Ryker Johnasson,G,1,YUM,73,7,255,1,1,0,140,128,12,2.82,0,0.914,67,FALSE,Goalie,Goalie
1881,Kyle Baretto,G,1,STL,73,7,369,3,4,0,212,181,31,5.03,0,0.854,57,FALSE,Goalie,Goalie
1973,Yves D'Odeur,G,1,GFG,73,2,90,0,2,0,35,28,7,4.62,0,0.8,43,TRUE,Goalie,Goalie
2058,Net Man,G,1,QCC,73,5,297,1,4,0,161,140,21,4.23,0,0.87,63,FALSE,Goalie,Goalie
2073,Dako Nanokov,G,1,DET,73,1,41,0,0,0,35,30,5,7.22,0,0.857,59,FALSE,Goalie,Goalie
2083,Scary Jerry,G,1,VAN,73,11,573,3,6,0,281,241,40,4.18,0,0.858,56,FALSE,Goalie,Goalie
2107,Zach Cuff Jr,G,1,REG,73,2,44,0,0,0,41,37,4,5.42,0,0.902,64,FALSE,Goalie,Goalie
2308,Joulu Kuusi,G,1,VAN,73,4,120,1,0,1,68,62,6,2.99,0,0.912,59,TRUE,Goalie,Goalie
2323,Gewmba Stolemamoney,G,1,MET,73,13,811,12,1,0,370,341,29,2.14,3,0.922,76,TRUE,Goalie,Goalie
2410,Just Perfection,G,1,NBB,73,14,813,7,7,0,389,348,41,3.03,0,0.895,69,TRUE,Goalie,Goalie
2423,Ben Harrison,G,1,NL,73,24,1390,13,10,1,873,787,86,3.71,1,0.901,75,FALSE,Goalie,Goalie
2666,Denebor Milasch,G,1,CAR,73,7,418,3,4,0,243,219,24,3.44,0,0.901,74,TRUE,Goalie,Goalie
2801,Rory Dallyn,G,1,NL,73,2,49,0,0,0,35,31,4,4.87,0,0.886,58,FALSE,Goalie,Goalie
2807,Yerik Akmetzhanov,G,1,NBB,73,1,22,0,0,0,13,10,3,7.91,0,0.769,38,TRUE,Goalie,Goalie
2821,Mr Plow,G,1,STL,73,2,55,0,0,0,37,34,3,3.22,0,0.919,66,TRUE,Goalie,Goalie
1370,Beau Kavanagh,G,1,GFG,74,5,286,1,4,0,162,142,20,4.19,0,0.877,62,FALSE,Goalie,Goalie
1564,Wayne Holloway,G,1,DET,74,17,1023,12,5,0,502,455,47,2.76,1,0.906,75,FALSE,Goalie,Goalie
1779,Nicholas Scalice,G,1,COL,74,4,151,1,1,0,85,77,8,3.16,0,0.906,66,FALSE,Goalie,Goalie
1798,Jim Wen,G,1,YUM,74,1,5,0,0,0,1,1,0,0,0,0.999,51,FALSE,Goalie,Goalie
1965,Nelly Celly,G,1,MET,74,11,683,6,3,2,316,289,27,2.37,3,0.915,75,FALSE,Goalie,Goalie
1973,Yves D'Odeur,G,1,GFG,74,1,20,0,0,0,5,5,0,0,0,0.999,58,FALSE,Goalie,Goalie
2217,Song Ju-gong,G,1,QCC,74,7,423,4,2,1,195,175,20,2.84,0,0.897,69,TRUE,Goalie,Goalie
2236,Tanner Pitts,G,1,COL,74,22,1289,14,8,0,694,625,69,3.21,2,0.901,73,FALSE,Goalie,Goalie
2241,Five-Hole Sieve,G,1,KEL,74,6,359,2,3,1,248,221,27,4.51,0,0.891,76,FALSE,Goalie,Goalie
2266,Karter Mendenhall,G,1,YUM,74,11,649,4,7,0,363,328,35,3.23,2,0.904,77,TRUE,Goalie,Goalie
2308,Joulu Kuusi,G,1,VAN,74,1,17,1,0,0,11,11,0,0,0,0.999,69,FALSE,Goalie,Goalie
2410,Just Perfection,G,1,NBB,74,5,280,1,4,0,160,139,21,4.5,0,0.869,61,FALSE,Goalie,Goalie
2423,Ben Harrison,G,1,NL,74,11,688,6,3,2,348,315,33,2.88,2,0.905,75,FALSE,Goalie,Goalie
2540,Lukas Konecny,G,1,QCC,74,4,247,2,1,1,120,109,11,2.66,0,0.908,72,TRUE,Goalie,Goalie
2560,Meo Vanbiesbrouck,G,1,ANC,74,4,227,3,1,0,127,111,16,4.22,0,0.874,65,TRUE,Goalie,Goalie
2865,Cameron Kalashnikov,G,1,NBB,74,1,17,0,0,0,10,7,3,9.99,0,0.7,33,FALSE,Goalie,Goalie
2871,Masked Stanger,G,1,VAN,74,7,405,2,3,1,255,230,25,3.7,0,0.902,78,TRUE,Goalie,Goalie
2878,Henri Losanov,G,1,REG,74,1,60,0,1,0,27,23,4,4,0,0.852,54,TRUE,Goalie,Goalie
2879,Roman Cechmanek II,G,1,REG,74,6,360,3,3,0,219,197,22,3.67,0,0.9,75,TRUE,Goalie,Goalie
2884,Shotty McStopper,G,1,MET,74,1,60,0,1,0,24,18,6,6,0,0.75,27,FALSE,Goalie,Goalie
1798,Jim Wen,G,1,YUM,75,3,133,2,0,0,64,56,8,3.59,0,0.875,60,FALSE,Goalie,Goalie
1852,Thorn Brown,G,1,NBB,75,1,11,0,0,0,10,10,0,0,0,0.999,65,TRUE,Goalie,Goalie
1907,Launchpad McQuack,G,1,NL,75,16,885,5,8,1,629,572,57,3.86,1,0.909,77,FALSE,Goalie,Goalie
2045,Luke fromm,G,1,DET,75,4,243,3,0,1,168,156,12,2.95,1,0.929,84,FALSE,Goalie,Goalie
2217,Song Ju-gong,G,1,QCC,75,12,672,6,6,0,410,369,41,3.66,1,0.9,75,FALSE,Goalie,Goalie
2236,Tanner Pitts,G,1,COL,75,2,45,0,0,0,28,26,2,2.61,0,0.929,63,FALSE,Goalie,Goalie
2266,Karter Mendenhall,G,1,YUM,75,4,242,0,3,1,143,128,15,3.71,0,0.895,71,FALSE,Goalie,Goalie
2267,Anastasia Soderstrom,G,1,DET,75,10,625,4,5,1,330,283,47,4.51,0,0.858,59,TRUE,Goalie,Goalie
2308,Joulu Kuusi,G,1,VAN,75,3,44,0,0,1,38,36,2,2.67,0,0.947,61,FALSE,Goalie,Goalie
2379,Stun Gun,G,1,ANC,75,6,343,2,3,0,228,200,28,4.89,0,0.877,68,FALSE,Goalie,Goalie
2410,Just Perfection,G,1,NBB,75,12,705,6,6,0,473,434,39,3.32,1,0.918,82,FALSE,Goalie,Goalie
2423,Ben Harrison,G,1,NL,75,6,288,4,1,0,215,196,19,3.96,0,0.912,80,FALSE,Goalie,Goalie
2479,Herman Stahl,G,1,COL,75,17,976,12,4,1,530,472,58,3.56,0,0.891,68,FALSE,Goalie,Goalie
2498,Charlie van Keyzer,G,1,STL,75,2,23,0,0,0,19,14,5,9.99,0,0.737,38,FALSE,Goalie,Goalie
2540,Lukas Konecny,G,1,QCC,75,2,46,0,0,0,26,20,6,7.81,0,0.769,40,FALSE,Goalie,Goalie
2560,Meo Vanbiesbrouck,G,1,ANC,75,1,17,0,0,1,14,12,2,7.01,0,0.857,58,FALSE,Goalie,Goalie
2626,Kris,G,1,STL,75,4,216,0,4,0,171,152,19,5.26,0,0.889,76,TRUE,Goalie,Goalie
2664,Stan Free,G,1,CAR,75,3,122,2,0,0,62,55,7,3.44,0,0.887,62,FALSE,Goalie,Goalie
2666,Denebor Milasch,G,1,CAR,75,11,598,4,6,0,368,324,44,4.41,0,0.88,64,FALSE,Goalie,Goalie
2733,Timo Leppanen,G,1,MET,75,12,766,8,2,2,442,415,27,2.11,2,0.939,89,FALSE,Goalie,Goalie
2871,Masked Stanger,G,1,VAN,75,7,399,3,3,0,260,232,28,4.2,0,0.892,70,FALSE,Goalie,Goalie
2878,Henri Losanov,G,1,REG,75,3,179,1,2,0,94,85,9,3.01,0,0.904,74,FALSE,Goalie,Goalie
2879,Roman Cechmanek II,G,1,REG,75,3,179,1,2,0,98,89,9,3.02,0,0.908,78,FALSE,Goalie,Goalie
2884,Shotty McStopper,G,1,MET,75,5,298,3,2,0,126,110,16,3.22,0,0.873,61,TRUE,Goalie,Goalie
1907,Launchpad McQuack,G,1,NL,76,17,1031,9,6,2,569,520,49,2.85,0,0.914,79,FALSE,Goalie,Goalie
2034,Josh Pyrate,G,1,VAN,76,3,78,0,1,0,58,52,6,4.61,0,0.897,62,TRUE,Goalie,Goalie
2045,Luke fromm,G,1,DET,76,1,60,0,1,0,41,36,5,5,0,0.878,69,FALSE,Goalie,Goalie
2217,Song Ju-gong,G,1,QCC,76,18,1083,16,2,0,487,448,39,2.16,3,0.92,76,FALSE,Goalie,Goalie
2236,Tanner Pitts,G,1,OTT,76,6,367,2,3,1,190,166,24,3.92,0,0.874,61,FALSE,Goalie,Goalie
2266,Karter Mendenhall,G,1,YUM,76,5,273,2,3,0,168,149,19,4.16,0,0.887,63,FALSE,Goalie,Goalie
2267,Anastasia Soderstrom,G,1,DET,76,3,178,0,3,0,118,105,13,4.36,0,0.89,74,FALSE,Goalie,Goalie
2379,Stun Gun,G,1,ANC,76,6,389,2,2,2,194,178,16,2.47,0,0.918,78,FALSE,Goalie,Goalie
2410,Just Perfection,G,1,NBB,76,10,607,5,4,1,370,337,33,3.26,1,0.911,82,FALSE,Goalie,Goalie
2479,Herman Stahl,G,1,COL,76,11,666,7,2,2,361,331,30,2.7,1,0.917,79,FALSE,Goalie,Goalie
2560,Meo Vanbiesbrouck,G,1,SDT,76,5,294,1,4,0,165,140,25,5.1,1,0.848,53,FALSE,Goalie,Goalie
2663,Grant Berd,G,1,KEL,76,3,157,0,1,1,128,116,12,4.57,0,0.906,80,FALSE,Goalie,Goalie
2666,Denebor Milasch,G,1,CAR,76,20,1231,11,8,1,664,599,65,3.17,2,0.902,74,FALSE,Goalie,Goalie
2733,Timo Leppanen,G,1,MET,76,16,975,10,5,1,540,479,61,3.75,0,0.887,70,FALSE,Goalie,Goalie
2807,Yerik Akmetzhanov,G,1,QCC,76,1,13,0,0,0,5,4,1,4.35,0,0.8,46,FALSE,Goalie,Goalie
2871,Masked Stanger,G,1,VAN,76,10,599,4,5,1,374,342,32,3.2,1,0.914,80,FALSE,Goalie,Goalie
