name_fix,PlayerID,seasons
Ahlo Kysoka,1066,"60, 61, 62"
Jasper Wahls,1066,71
Conner Tanner,1067,"60, 61, 62, 63"
Sven Holmberg,1067,"71, 72"
Daquavion Davis Jr,1068,"71, 74"
Jay Cue,1068,"60, 61, 62, 63"
Brooklyn Physt,1069,"71, 72, 73, 74, 75"
Rusty Remao,1069,"60, 61, 62, 63"
Jacob Ward,1070,60
Jeff Goldblum,1070,"71, 72, 73, 74, 75"
Aksel VINSen,1071,"71, 72, 73, 74"
Christian Kinsinger,1071,"60, 61, 62, 63, 64"
Joe Akashi SixNine,1072,60
Prince Marius,1072,"71, 72, 73, 74, 75"
Bjorn Viggosson,1073,"60, 61, 62, 63"
Jae-ik Barron,1073,"71, 72, 73, 74"
Frederico,1076,60
Frederico Von Schnicktenburg,1076,"61, 62, 63, 64"
Gordie Goodenough,1180,61
Will Tomlander,1180,"72, 73, 74, 75, 76"
Ezra Wong,1181,61
Liam Oinas,1181,72
Emil Karlsson,1182,"72, 73, 74, 75"
Trevor Malone,1182,"61, 62, 63"
Dag-Otto Bjorntjanst,1183,"72, 73, 74, 75"
Jacques Lilcoque,1183,61
Mike Badcock,1184,72
Pope Coswi,1184,"61, 62, 63, 65"
Brady Bertrand,1185,"61, 62"
Jussi Mutou,1185,"72, 73, 74, 75"
Dexter Bouchard,1186,"61, 62"
Ho Lee-Smokes,1186,"72, 73, 74"
John Peanut,1193,"72, 75, 76"
Peanut,1193,"73, 74"
Cob O'Corn,1231,73
Cob OCorn,1231,"74, 75, 76"
"Newton ""Lizard"" Campbell",1241,"75, 76"
Newton Campbell,1241,"73, 74"
Aurora Annaha,1271,65
Sam Azjha,1271,"62, 63, 64"
Connor McDusty,1344,"74, 75, 76, 77, 78"
J.J. Serieux,1344,66
Bruno Tooyo,1349,66
Wyatt King,1349,"74, 75, 76, 77"
Hendrik Stahlberg,1351,66
Trevon,1351,74
Pablo IceCreamBar,1352,74
The Terrence,1352,66
James MacAvoy,1355,"74, 75"
Lazos Otasrob,1355,66
Brendan Laroux,1358,66
Cedar Lawson,1358,74
James Howlett,1362,"74, 75, 76, 77, 78"
Nevek Kove,1362,66
Bastian Primeau,1364,66
David Doughtty,1364,"74, 75"
Conner Ray,1365,"74, 75, 76, 77"
Toshiro Kojima,1365,66
Carl Hatchimal,1366,74
Sadie Koivu,1366,66
Pinli Switchbang,1367,"74, 75, 76, 77"
Sean Davies,1367,66
Julian Kuznatsov,1368,74
Lachlan Moon,1368,66
Carter Crutchfield,1374,"74, 75, 76"
Davous Otasrob,1374,66
Napoleon Dinklage,1376,"74, 75, 76"
Nichael Fitted,1376,66
Brandon Strongstick,1379,"74, 75"
Jack St. Clair,1379,66
Kyle Murray,1381,66
Song Ju-gong,1381,"74, 75, 76, 77"
Finn Brandt,1384,66
Mathias Olivera,1384,74
"Jack ""Jumpshot"" Keigan",1387,"75, 76, 77"
Jack Keigan,1387,74
Neal Newland,1387,66
Bandit Heeler,1388,66
Dom Pongston,1388,74
Demir Bellona,1389,"74, 75, 76, 77"
Pope Coswi Jr,1389,66
Shylo Moxii,1472,"63, 64, 65, 66"
WonderBread,1472,"75, 76, 77"
AlexaDemie MiNads-SLATT,1473,"63, 64, 65, 66"
Weldon Mcconnell,1473,"75, 76, 77"
Pil Sung,1475,"63, 64"
Thomas Hudson,1475,"75, 76, 77, 78"
Michael Charles,1476,63
Tank Sharksy,1476,"75, 76, 77"
Sam Volta,1477,"75, 76, 77, 78, 79"
petra sabor,1477,"63, 64"
James James,1478,63
NoNo Jo,1478,"75, 76, 77, 78"
Nathan Abel,1479,"75, 76, 77, 78"
brendan york,1479,63
Lukas Konecny,1480,75
Talan Bacalso,1480,63
Chad Nickelback,1481,"63, 64, 65, 66"
Lamelo Ball,1481,75
AJ Williams,1482,"63, 64, 65, 66"
Joe Degen,1482,"75, 76, 77, 78"
Dave Bardizz,1483,"75, 76, 77"
Jayden Cloutier,1483,"63, 64, 65"
Daquavion Davis II,1484,"75, 76, 77"
Grayson Yates,1484,66
Chopper Donquixote,1486,"75, 76, 77, 78"
Foxy,1486,66
Blade Hunter,1490,78
Savva Kirik,1490,"75, 76, 77"
Meta Knight,1493,66
Slowpoke,1493,"75, 76, 77"
Roquefort Cotswald,1494,"75, 76, 77"
Roquefort Cotswold,1494,"78, 79"
John Brown,1495,66
Rock Solid,1495,"75, 77, 78, 79"
Josh Little,1496,66
Realpolitik Devious Heghog,1496,"75, 76"
Caleb Hayden,1498,66
Jason Warwaha,1498,"75, 76, 77, 78"
Pawter Meowski,1501,66
Trent Wiseman,1501,"75, 76, 77"
Bobby McGinnis,1502,66
Stan Free,1502,"75, 76, 77"
Alexa Johansen,1507,"75, 76, 77, 78"
Erick Vasilkevs,1507,66
John Manganelli,1509,66
Trevor Lopez,1509,"75, 76, 77, 78, 79"
Daniel Swift,1511,66
Roman Jalopski,1511,"75, 76, 77, 78"
Chuchichaschtli Zopf,1514,66
Josh Fewer,1514,"75, 76, 77"
Nostradamus,1514,78
Connor Simard,1516,"75, 76, 77"
Swiss Cheese,1516,66
Big papi,1518,"75, 76, 77"
Matiss Ozolinsh,1518,66
Otto Stienberger,1520,66
Simon Hayes,1520,75
Alex Phaneuf,1521,66
Mason Chernezky,1521,"75, 76"
Benjamin Devito,1522,66
Lyle Odelein IV,1522,"75, 76, 77, 78"
Goony Toons,1524,66
Jeff Buekeboom,1524,75
Dash Jackson,1525,"75, 76, 77, 78"
Louis Perreault,1525,66
Chuff D'Lee,1526,"75, 76, 77"
Hai Nam Hoang,1526,66
Bojack Calhoun,1535,66
Drake Smith,1535,75
Koty Kochan,1537,66
Niclas Wastlund,1537,"75, 76, 77"
Paul Peterson,1551,66
Squilliam Fancyson,1551,"75, 76"
"Mark ""The Tater Tot"" Jagerson",1554,"75, 76, 77, 78"
Shea O'Connall,1554,66
Deemed Inappropriate,1559,66
Sebastien Levesque,1559,"75, 76, 77"
Scar Bealey,1561,"75, 76, 77, 78"
Sven Panda,1561,66
Ed Balls,1564,64
Mary Hollywood,1564,"75, 76, 77"
Eric Vanderberg Jr,1565,"75, 76, 77"
Ronnie Pickering,1565,"64, 65, 66"
Ylib Kove,1566,"75, 76, 77, 78"
double lutz,1566,64
Jack Davis,1567,64
Stavros Kondos,1567,"75, 76, 77, 78"
Peppi Guiseppe,1568,"75, 76"
Seamus O'Slapahan,1568,"64, 65, 66"
Noah Smith,1569,"75, 76, 77"
Rocky Baljoa,1569,"64, 65"
Luka Magic,1570,"64, 65, 66"
Matviy Cajabi,1570,"75, 76, 77, 78"
Jamie Fraser,1571,"75, 76, 77, 78"
Otis Boudreaux,1571,"64, 65"
Anthony Dionne,1572,"64, 65, 66"
Deth Klaw,1572,"75, 76, 77, 78"
Shiny Shuckle,1589,"65, 66"
Skinny Shuckle,1589,64
Clark Kent,1591,"78, 79, 80"
Don Juan,1591,"64, 65, 66"
Javelin Bodine,1649,"78, 79, 80, 81"
Tommi Koivu,1649,"64, 65, 66"
Red Panda Jr,1672,"77, 78, 79"
Red Panda Jr	,1672,76
Hashbrown O'Fink,1676,"76, 77, 79"
Potential Spam,1676,66
Connor Mckeil,1681,66
TheGreatOne,1681,"76, 77, 78, 79"
Alexi Piastri,1684,66
Peyton Campeau,1684,"76, 77, 78, 79"
Dusty Rhodes,1686,66
Emile Dionne,1686,"76, 77, 78, 79"
Emil Lindenberg,1690,66
Pohler Beargeron,1690,"76, 77, 78, 79"
Easton Schaffer,1693,"76, 77, 78, 79, 80"
Nathan Meagher,1693,66
Bohdan Jarovsky,1694,66
Bouch Bomb,1694,"76, 77, 78, 79"
Edward Elric,1695,66
Tomas Suchanek,1695,"76, 77, 78, 79, 80, 81, 82, 83, 84"
James Lutz,1697,66
LiMu Emu,1697,"76, 77"
David Vent,1698,"76, 77, 78, 79"
Rush Justice,1698,66
McLovin,1702,"76, 77, 78, 79"
Todd Cook,1702,66
Jeyeff Effo,1704,"76, 77, 78"
Raiya Rabinov,1704,66
Max Kielinen,1706,"76, 77, 78, 79"
Swig McJigger,1706,66
Fillip Lund,1708,66
Jacppo Nummilavin,1708,"76, 77, 78, 79"
AT-AT Wollker,1710,"76, 77, 78"
Toxic Neutrality,1710,66
August Von Hecht,1712,66
Elvar Gil-Galad,1712,"76, 77, 78, 79"
Grant Berd,1718,"76, 77, 78, 79, 80"
Heath Nicol,1718,66
Brennan Kennedy III,1727,66
Walter Scheibli,1727,"76, 77, 78"
Gwendolyn Telenn,1730,"76, 77, 78"
Jon Bell,1730,66
Felix Carlsson,1731,"76, 77, 78, 79, 80"
Joel Eriksson,1731,66
Edward Elric,1745,65
Karel Alexandersson,1745,78
D Jobin,1749,"65, 66"
Josie Cass,1749,"78, 79, 80"
Arvinder Singh,1751,"78, 79, 80, 81, 82"
Axel Kirby,1751,"65, 66"
Emil Egli,1752,"65, 66"
Jauhnne Hawky,1752,"78, 79, 80, 81"
Master Empoleon,1753,78
Samuel Piccard,1753,65
Bnana NWaffles,1755,"65, 66"
Hughes Incorporated,1755,"78, 79, 80, 81"
Jimbob Ghostkeeper,1756,"78, 79, 80, 81"
Konstantin Ayraapaa-Mottonen,1756,66
Konstantin Äyräpää-Möttönen,1756,65
Charles Louchard,1759,"78, 79"
Phillippe-Eko Eel,1759,"65, 66"
Abbe Wass,1760,"78, 79, 80, 81"
Tom Pedersen,1760,"65, 66"
Lucas Snyder,1762,"78, 79, 80, 81"
Tom Holberg,1762,"65, 66"
Torsten Eriksen,1763,"65, 66"
Twinkle Toes,1763,"78, 79, 80, 81, 82"
Grindle Waters-Johnson,1765,"78, 79, 80, 81"
Lucas Percy,1765,"65, 66"
Big Sweg,1767,"78, 79, 80, 81"
Tim Honks,1767,65
Ivan Ivanovitch,1771,"78, 79, 80, 81"
Manny Pizza,1771,65
Jeff Santiago,1773,78
Pepega Paquette,1773,65
Awcrap Ihavethepuck,1776,65
Hamper Linthome,1776,"78, 79, 80, 81"
Graj Virrok,1779,65
Ian Avery,1779,"78, 79, 80, 81"
Aslak Hestnes,1780,"78, 79, 80, 81"
Casper Nilsson ,1780,"65, 66"
Hal MacGuiness,1781,"78, 79, 80"
Liam Karlson,1781,65
Jeremy Louchard,1782,"78, 79, 80"
Theodor Larsson,1782,"65, 66"
Chuck Lumbermouth,1783,"78, 79, 80, 81"
Velociraptor Greg,1783,65
Drew McIntyre,1784,"78, 79, 80, 81, 82"
Rod Cocker,1784,"65, 66"
Antonio Flusso,1785,"65, 66"
Chaos Giraffe,1785,"78, 79, 80, 81"
Bavel Pure,1787,"65, 66"
Jacob Marsh,1787,"78, 79, 80, 81"
Ima Noobie,1788,"78, 79, 80"
Teodors Skalbergs,1788,"65, 66"
Duke Howard,1789,"78, 79, 80, 81"
Nikolai Nikitin,1789,65
Bernard Kochese,1790,"78, 79"
Petr Sokolov,1790,65
AJ Diaz,1791,"78, 79, 80, 81"
Manny Calavera,1791,"65, 66"
Jervis Arbwranger,1792,"78, 79, 80, 81"
Kayden King,1792,"65, 66"
Matthew Mayhem,1793,"65, 66"
Normand Marineau,1793,"78, 79, 80, 81"
Angry Gilmore,1795,"65, 66"
Kermit Zhaba,1795,78
Max Kagan,1796,78
Ralph Ryan,1796,"65, 66"
Darby Reznor,1797,"78, 79, 80, 81"
Izumi Curtis,1797,"65, 66"
Danil Ivanovic,1798,65
Puddles O'Duckling,1798,"78, 79, 80, 81"
Adam Prpich,1799,"65, 66"
Killa Kam,1799,78
Dany Frackin-Heatley,1801,65
Hotdog Lunch,1801,"78, 79, 80, 81"
Ivan Scochnikov,1802,"65, 66"
Shiny Rainbow,1802,"78, 79, 80, 81, 82"
Mick Geno,1804,"78, 79, 80"
Nikolai Skovgaard,1804,"65, 66"
Jimmy Twoshoes,1805,"78, 79, 80"
Pablo Pombo,1805,"65, 66"
Geno Vajihollahi,1806,"78, 79, 80"
Hodor,1806,"65, 66"
Chuck Stewart,1807,"78, 79, 80, 81"
Tang Tsujimoto,1807,65
Dieter Fruhstuck,1808,"78, 79, 80, 81"
Tyler Helman,1808,65
Carl Ray Jetson,1810,"65, 66"
Vladimir Bar-down III,1810,"78, 79"
Tip Toasty,1812,"78, 79, 80, 81"
Trap Zelenock,1812,"65, 66"
Rasmus Bergling,1813,"65, 66"
Roisin Armagh,1813,"78, 79, 80, 81"
Eric Sosa,2502,81
Smokin Jay Cutler,2502,"82, 83, 84"
